seq,send_monotonic_ns,send_wall_ns,send_ok,acked,ack_monotonic_ns,ack_source_expected,ack_latency_ms
63,1589779501281584,1787375134437737374,1,0,,0,
64,1589779601279340,1787375134537734988,1,1,1589779668925624,1,67.6463
65,1589779701280530,1787375134637736137,1,0,,0,
66,1589779801280253,1787375134737735856,1,1,1589779859371651,1,58.0914
67,1589779901279251,1787375134837734691,1,1,1589779949142439,1,47.8632
68,1589780001290483,1787375134937746017,1,0,,0,
69,1589780101288257,1787375135037744056,1,0,,0,
70,1589780201261127,1787375135137716586,1,1,1589780290165718,1,88.9046
71,1589780301286450,1787375135237742120,1,1,1589780366893524,1,65.6071
72,1589780401286409,1787375135337741867,1,0,,0,
73,1589780501278864,1787375135437734585,1,0,,0,
74,1589780601285531,1787375135537741204,1,0,,0,
75,1589780701290032,1787375135637745549,1,1,1589780735946298,1,34.6563
76,1589780801284118,1787375135737739846,1,1,1589780820030402,1,18.7463
77,1589780901280327,1787375135837735823,1,1,1589780965329508,1,64.0492
78,1589781001410543,1787375135937866204,1,1,1589781041543583,1,40.1330
79,1589781101287659,1787375136037743539,1,1,1589781117780791,1,16.4931
80,1589781201283498,1787375136137738849,1,1,1589781272602741,1,71.3192
81,1589781301292083,1787375136237747803,1,1,1589781362162575,1,60.8705
82,1589781401283127,1787375136337738753,1,0,,0,
83,1589781501289377,1787375136437745004,1,1,1589781551316548,1,50.0272
84,1589781601285286,1787375136537740734,1,1,1589781626216820,1,24.9315
85,1589781701284421,1787375136637739820,1,1,1589781771434593,1,70.1502
86,1589781801277276,1787375136737732767,1,0,,0,
87,1589781901278973,1787375136837734364,1,1,1589781947478352,1,46.1994
88,1589782001276561,1787375136937732284,1,1,1589782022862192,1,21.5856
89,1589782101276574,1787375137037732034,1,0,,0,
90,1589782201275869,1787375137137731329,1,1,1589782262662231,1,61.3864
91,1589782301278415,1787375137237733992,1,1,1589782339227026,1,37.9486
92,1589782401276263,1787375137337731839,1,1,1589782429748993,1,28.4727
93,1589782501277343,1787375137437732709,1,1,1589782520344837,1,19.0675
94,1589782601277333,1787375137537732692,1,0,,0,
95,1589782701277292,1787375137637732658,1,0,,0,
96,1589782801276102,1787375137737731647,1,0,,0,
97,1589782901276486,1787375137837731950,1,0,,0,
98,1589783001278781,1787375137937734325,1,0,,0,
99,1589783101277618,1787375138037733040,1,0,,0,
100,1589783201280908,1787375138137736327,1,0,,0,
101,1589783301282991,1787375138237738586,1,0,,0,
102,1589783401281136,1787375138337736715,1,1,1589783503250535,1,101.9694
103,1589783501281666,1787375138437737292,1,0,,0,
104,1589783601280303,1787375138537735763,1,0,,0,
105,1589783701279976,1787375138637735773,1,1,1589783771035605,1,69.7556
106,1589783801277843,1787375138737733439,1,0,,0,
107,1589783901275671,1787375138837731472,1,1,1589783977947256,1,76.6716
108,1589784001275930,1787375138937731447,1,1,1589784050898595,1,49.6227
109,1589784101276136,1787375139037731667,1,1,1589784140913384,1,39.6372
110,1589784201275821,1787375139137731124,1,1,1589784241746491,1,40.4707
111,1589784301275977,1787375139237731741,1,0,,0,
112,1589784401283925,1787375139337739380,1,1,1589784418026068,1,16.7421
113,1589784501276702,1787375139437732178,1,1,1589784561314462,1,60.0378
114,1589784601276367,1787375139537731874,1,1,1589784636495055,1,35.2187
115,1589784701275313,1787375139637730908,1,1,1589784779906737,1,78.6314
116,1589784801275993,1787375139737731559,1,0,,0,
117,1589784901275485,1787375139837731114,1,0,,0,
118,1589785001295903,1787375139937751310,1,0,,0,
119,1589785101278779,1787375140037734567,1,0,,0,
120,1589785201275680,1787375140137731465,1,0,,0,
121,1589785301287330,1787375140237742839,1,1,1589785320107107,1,18.8198
122,1589785401282900,1787375140337738551,1,0,,0,
123,1589785501283993,1787375140437739708,1,0,,0,
124,1589785601292209,1787375140537747641,1,0,,0,
125,1589785701288072,1787375140637744054,1,1,1589785726681779,1,25.3937
126,1589785801280151,1787375140737735769,1,1,1589785870736795,1,69.4566
127,1589785901281295,1787375140837736740,1,0,,0,
128,1589786001277459,1787375140937733034,1,1,1589786039630146,1,38.3527
129,1589786101281557,1787375141037737158,1,1,1589786115843363,1,14.5618
130,1589786201278170,1787375141137733630,1,0,,0,
131,1589786301280698,1787375141237736569,1,0,,0,
132,1589786401277435,1787375141337733185,1,1,1589786449552722,1,48.2753
133,1589786501278003,1787375141437733560,1,1,1589786536927297,1,35.6493
134,1589786601276172,1787375141537731516,1,0,,0,
135,1589786701276108,1787375141637731421,1,1,1589786724925191,1,23.6491
136,1589786801275437,1787375141737730913,1,1,1589786868784099,1,67.5087
137,1589786901276209,1787375141837731869,1,0,,0,
138,1589787001278457,1787375141937734090,1,0,,0,
139,1589787101280231,1787375142037735936,1,0,,0,
140,1589787201276023,1787375142137731787,1,1,1589787239810022,1,38.5340
141,1589787301280416,1787375142237735999,1,0,,0,
142,1589787401276044,1787375142337731795,1,1,1589787491689291,1,90.4132
143,1589787501275857,1787375142437731513,1,0,,0,
144,1589787601275371,1787375142537730951,1,0,,0,
145,1589787701276994,1787375142637732464,1,1,1589787774717966,1,73.4410
146,1589787801277348,1787375142737733074,1,0,,0,
147,1589787901276289,1787375142837731891,1,0,,0,
148,1589788001276108,1787375142937731630,1,0,,0,
149,1589788101280657,1787375143037736456,1,0,,0,
150,1589788201279831,1787375143137735543,1,1,1589788230683343,1,29.4035
151,1589788301280310,1787375143237736102,1,1,1589788321508550,1,20.2282
152,1589788401280605,1787375143337736131,1,1,1589788481361035,1,80.0804
153,1589788501276387,1787375143437731975,1,1,1589788575292485,1,74.0161
154,1589788601283180,1787375143537739292,1,1,1589788652315209,1,51.0320
155,1589788701277513,1787375143637733630,1,1,1589788728531818,1,27.2543
156,1589788801276793,1787375143737732398,1,0,,0,
157,1589788901276490,1787375143837732284,1,0,,0,
158,1589789001277587,1787375143937733166,1,0,,0,
159,1589789101285691,1787375144037741896,1,1,1589789164803091,1,63.5174
160,1589789201284738,1787375144137740202,1,0,,0,
161,1589789301283706,1787375144237739522,1,1,1589789347256971,1,45.9733
162,1589789401282962,1787375144337738853,1,0,,0,
163,1589789501276766,1787375144437732138,1,0,,0,
164,1589789601280465,1787375144537736015,1,1,1589789672782081,1,71.5016
165,1589789701281272,1787375144637737124,1,0,,0,
166,1589789801285836,1787375144737741870,1,1,1589789832012628,1,30.7268
167,1589789901283475,1787375144837739148,1,1,1589789989334487,1,88.0510
168,1589790001281668,1787375144937737077,1,0,,0,
169,1589790101277767,1787375145037733381,1,0,,0,
170,1589790201280815,1787375145137736517,1,1,1589790271552937,1,70.2721
171,1589790301281069,1787375145237736558,1,1,1589790345679201,1,44.3981
172,1589790401280628,1787375145337736229,1,1,1589790422772172,1,21.4915
173,1589790501281042,1787375145437736661,1,0,,0,
174,1589790601275228,1787375145537730544,1,0,,0,
175,1589790701287806,1787375145637743220,1,1,1589790765995718,1,64.7079
176,1589790801277361,1787375145737733072,1,1,1589790841409584,1,40.1322
177,1589790901276283,1787375145837731925,1,1,1589790920502018,1,19.2257
178,1589791001275642,1787375145937731144,1,1,1589791068586908,1,67.3113
179,1589791101275429,1787375146037731011,1,0,,0,
180,1589791201298740,1787375146137754461,1,1,1589791241227974,1,39.9292
181,1589791301284459,1787375146237740151,1,0,,0,
182,1589791401284756,1787375146337740547,1,1,1589791491107564,1,89.8228
183,1589791501394117,1787375146437849500,1,0,,0,
184,1589791601781444,1787375146538236756,1,1,1589791663725146,1,61.9437
185,1589791701286605,1787375146637742160,1,1,1589791760910990,1,59.6244
186,1589791801284091,1787375146737739547,1,1,1589791835757983,1,34.4739
187,1589791901277665,1787375146837732976,1,1,1589791993530483,1,92.2528
188,1589792001355941,1787375146937811440,1,0,,0,
189,1589792101292038,1787375147037747739,1,0,,0,
190,1589792201289098,1787375147137744427,1,1,1589792255146819,1,53.8577
191,1589792301283042,1787375147237738825,1,1,1589792330368147,1,29.0851
192,1589792401276104,1787375147337731632,1,1,1589792484392127,1,83.1160
193,1589792501277039,1787375147437732387,1,1,1589792566966574,1,65.6895
194,1589792601276185,1787375147537731576,1,0,,0,
195,1589792701279354,1787375147637734862,1,0,,0,
196,1589792801276630,1787375147737732447,1,1,1589792831954869,1,30.6782
197,1589792901279567,1787375147837734950,1,1,1589792975297226,1,74.0177
198,1589793001277070,1787375147937732460,1,0,,0,
199,1589793101277495,1787375148037733298,1,1,1589793158212257,1,56.9348
200,1589793201278813,1787375148137734238,1,0,,0,
201,1589793301278754,1787375148237734484,1,0,,0,
202,1589793401277482,1787375148337733064,1,0,,0,
203,1589793501279025,1787375148437734493,1,0,,0,
204,1589793601276685,1787375148537732429,1,1,1589793690434105,1,89.1574
205,1589793701281107,1787375148637736794,1,0,,0,
206,1589793801279933,1787375148737735928,1,0,,0,
207,1589793901278686,1787375148837734476,1,0,,0,
208,1589794001275878,1787375148937731337,1,0,,0,
209,1589794101275904,1787375149037731746,1,1,1589794121426543,1,20.1506
210,1589794201275736,1787375149137760827,1,0,,0,
211,1589794301278060,1787375149237733665,1,0,,0,
212,1589794401277401,1787375149337733062,1,0,,0,
213,1589794501276071,1787375149437731735,1,0,,0,
214,1589794601277009,1787375149537732790,1,1,1589794663371885,1,62.0949
215,1589794701280889,1787375149637736406,1,1,1589794757948437,1,56.6675
216,1589794801275737,1787375149737731211,1,1,1589794838881013,1,37.6053
217,1589794901296196,1787375149837751792,1,0,,0,
218,1589795001277951,1787375149937733420,1,1,1589795071081463,1,69.8035
219,1589795101293376,1787375150037749129,1,0,,0,
220,1589795201276382,1787375150137732232,1,1,1589795259468383,1,58.1920
221,1589795301277011,1787375150237732699,1,1,1589795347421021,1,46.1440
222,1589795401276596,1787375150337732268,1,0,,0,
223,1589795501283735,1787375150437739555,1,1,1589795593812492,1,92.5288
224,1589795601283959,1787375150537739478,1,0,,0,
225,1589795701278061,1787375150637733931,1,0,,0,
226,1589795801276287,1787375150737731953,1,1,1589795856446844,1,55.1706
227,1589795901278095,1787375150837733588,1,1,1589795950802858,1,49.5248
228,1589796001276910,1787375150937732463,1,1,1589796032168400,1,30.8915
229,1589796101280830,1787375151037736326,1,0,,0,
230,1589796201277490,1787375151137732953,1,1,1589796286496800,1,85.2193
231,1589796301277222,1787375151237732687,1,1,1589796362784797,1,61.5076
232,1589796401276957,1787375151337732501,1,1,1589796454425237,1,53.1483
233,1589796501277617,1787375151437733409,1,1,1589796536439226,1,35.1616
234,1589796601284597,1787375151537740124,1,0,,0,
235,1589796701277475,1787375151637732846,1,0,,0,
236,1589796801277159,1787375151737732684,1,0,,0,
237,1589796901277052,1787375151837732434,1,0,,0,
238,1589797001278108,1787375151937733495,1,0,,0,
239,1589797101279048,1787375152037734633,1,0,,0,
240,1589797201281875,1787375152137737598,1,0,,0,
241,1589797301277672,1787375152237733150,1,1,1589797376100708,1,74.8230
242,1589797401277615,1787375152337733102,1,0,,0,
243,1589797501277681,1787375152437733174,1,1,1589797551171808,1,49.8941
244,1589797601278273,1787375152537733738,1,1,1589797627313146,1,26.0349
245,1589797701281178,1787375152637736613,1,1,1589797783799327,1,82.5181
246,1589797801278095,1787375152737733707,1,0,,0,
247,1589797901276160,1787375152837731554,1,0,,0,
248,1589798001276538,1787375152937731941,1,1,1589798062025721,1,60.7492
249,1589798101278973,1787375153037734560,1,1,1589798137589960,1,36.3110
250,1589798201281725,1787375153137737441,1,0,,0,
251,1589798301280023,1787375153237735692,1,1,1589798326988992,1,25.7090
252,1589798401285566,1787375153337741120,1,1,1589798471940084,1,70.6545
253,1589798501276601,1787375153437732194,1,0,,0,
254,1589798601284403,1787375153537739859,1,0,,0,
255,1589798701280454,1787375153637735967,1,0,,0,
256,1589798801276172,1787375153737731970,1,1,1589798827186911,1,25.9107
257,1589798901277183,1787375153837732668,1,1,1589798972735674,1,71.4585
258,1589799001281978,1787375153937737631,1,0,,0,
259,1589799101282703,1787375154037738385,1,0,,0,
260,1589799201291862,1787375154137747683,1,1,1589799246160144,1,44.8683
261,1589799301294062,1787375154237749655,1,1,1589799323532458,1,22.2384
262,1589799401287640,1787375154337743136,1,0,,0,
263,1589799501275607,1787375154437731193,1,0,,0,
264,1589799601277875,1787375154537733369,1,0,,0,
265,1589799701282125,1787375154637737635,1,0,,0,
266,1589799801285010,1787375154737740746,1,0,,0,
267,1589799901278863,1787375154837734488,1,1,1589799938490187,1,37.2113
268,1589800001277407,1787375154937732788,1,0,,0,
269,1589800101291784,1787375155037747795,1,0,,0,
270,1589800201294035,1787375155137749470,1,1,1589800276258077,1,74.9640
271,1589800301286579,1787375155237742426,1,0,,0,
272,1589800401279154,1787375155337734767,1,0,,0,
273,1589800501546226,1787375155438001826,1,1,1589800534419315,1,32.8731
274,1589800601276618,1787375155537732187,1,0,,0,
275,1589800701277224,1787375155637732768,1,1,1589800768837216,1,67.5600
276,1589800801276587,1787375155737732088,1,1,1589800845124286,1,43.8477
277,1589800901280422,1787375155837736086,1,0,,0,
278,1589801001305429,1787375155937761326,1,0,,0,
279,1589801101283428,1787375156037738827,1,1,1589801179617209,1,78.3338
280,1589801201277732,1787375156137733137,1,1,1589801253733361,1,52.4556
281,1589801301277759,1787375156237733467,1,1,1589801339404435,1,38.1267
282,1589801401281626,1787375156337737127,1,1,1589801418208621,1,16.9270
283,1589801501279696,1787375156437735299,1,1,1589801573909209,1,72.6295
284,1589801601314199,1787375156537769744,1,1,1589801649608055,1,48.2939
285,1589801701287021,1787375156637743064,1,1,1589801731620974,1,30.3340
286,1589801801285737,1787375156737741338,1,0,,0,
287,1589801901281073,1787375156837736596,1,1,1589801964105134,1,62.8241
288,1589802001277593,1787375156937733184,1,0,,0,
289,1589802101279112,1787375157037734804,1,0,,0,
290,1589802201283518,1787375157137739481,1,0,,0,
291,1589802301294005,1787375157237750181,1,1,1589802333650173,1,32.3562
292,1589802401278457,1787375157337734204,1,1,1589802426644448,1,25.3660
293,1589802501278401,1787375157437733915,1,0,,0,
294,1589802601276899,1787375157537732408,1,0,,0,
295,1589802701276902,1787375157637732555,1,0,,0,
296,1589802801277944,1787375157737733674,1,1,1589802826725893,1,25.4479
297,1589802901281891,1787375157837737622,1,0,,0,
298,1589803001281669,1787375157937737822,1,0,,0,
299,1589803101277321,1787375158037733203,1,1,1589803144450714,1,43.1734
300,1589803201277719,1787375158137733436,1,1,1589803215510388,1,14.2327
301,1589803301276437,1787375158237732184,1,1,1589803355461411,1,54.1850
302,1589803401278770,1787375158337734363,1,1,1589803429380216,1,28.1014
303,1589803501276402,1787375158437731913,1,0,,0,
304,1589803601275796,1787375158537731452,1,0,,0,
305,1589803701275939,1787375158637731565,1,0,,0,
306,1589803801278656,1787375158737734194,1,1,1589803843088556,1,41.8099
307,1589803901275471,1787375158837730949,1,1,1589803916892724,1,15.6173
308,1589804001282997,1787375158937738635,1,0,,0,
309,1589804101278160,1787375159037733821,1,0,,0,
310,1589804201276017,1787375159137731610,1,1,1589804252688261,1,51.4122
311,1589804301282811,1787375159237738561,1,1,1589804327640008,1,26.3572
312,1589804401276189,1787375159337731695,1,1,1589804471393300,1,70.1171
313,1589804501283772,1787375159437739455,1,1,1589804546146918,1,44.8631
314,1589804601289179,1787375159537744672,1,0,,0,
315,1589804701285515,1787375159637741031,1,0,,0,
316,1589804801286351,1787375159737741861,1,0,,0,
317,1589804901289988,1787375159837745715,1,0,,0,
318,1589805001287615,1787375159937743044,1,1,1589805069669909,1,68.3823
319,1589805101277484,1787375160037733420,1,0,,0,
320,1589805201287599,1787375160137743479,1,0,,0,
321,1589805301282935,1787375160237739646,1,0,,0,
322,1589805401283002,1787375160337738918,1,1,1589805436969956,1,35.6870
323,1589805501277522,1787375160437733060,1,1,1589805578792723,1,77.5152
324,1589805601285587,1787375160537741232,1,1,1589805651923453,1,50.6379
325,1589805701277051,1787375160637732351,1,0,,0,
326,1589805801275772,1787375160737731258,1,0,,0,
327,1589805901278093,1787375160837733744,1,0,,0,
328,1589806001285275,1787375160937740847,1,0,,0,
329,1589806101278765,1787375161037734177,1,1,1589806166614528,1,65.3358
330,1589806201277256,1787375161137732482,1,0,,0,
331,1589806301284198,1787375161237740500,1,0,,0,
332,1589806401281492,1787375161337736974,1,0,,0,
333,1589806501290511,1787375161437746316,1,0,,0,
334,1589806601287939,1787375161537743494,1,1,1589806618446717,1,17.1588
335,1589806701276244,1787375161637731732,1,1,1589806758883180,1,57.6069
336,1589806801278642,1787375161737734324,1,0,,0,
337,1589806901276377,1787375161837732048,1,1,1589806927218309,1,25.9419
338,1589807001276082,1787375161937731514,1,1,1589807068517952,1,67.2419
339,1589807101275714,1787375162037731429,1,0,,0,
340,1589807201283142,1787375162137738819,1,1,1589807244512426,1,43.2293
341,1589807301277623,1787375162237733264,1,1,1589807330504051,1,29.2264
342,1589807401277211,1787375162337732688,1,0,,0,
343,1589807501279179,1787375162437734901,1,1,1589807592569394,1,91.2902
344,1589807601278507,1787375162537734258,1,0,,0,
345,1589807701291400,1787375162637746808,1,0,,0,
346,1589807801277165,1787375162737732847,1,1,1589807865477953,1,64.2008
347,1589807901277053,1787375162837732662,1,0,,0,
348,1589808001279089,1787375162937734585,1,1,1589808019717827,1,18.4387
349,1589808101276704,1787375163037732100,1,0,,0,
350,1589808201281284,1787375163137736714,1,0,,0,
351,1589808301277032,1787375163237732443,1,1,1589808355165881,1,53.8888
352,1589808401282267,1787375163337737776,1,0,,0,
353,1589808501281468,1787375163437736993,1,0,,0,
354,1589808601282127,1787375163537737655,1,0,,0,
355,1589808701282374,1787375163637737891,1,1,1589808777936429,1,76.6541
356,1589808801282566,1787375163737737991,1,1,1589808879260412,1,77.9778
357,1589808901281618,1787375163837737322,1,0,,0,
358,1589809001281395,1787375163937737240,1,0,,0,
359,1589809101365457,1787375164037821404,1,1,1589809188746288,1,87.3808
360,1589809201281091,1787375164137736601,1,0,,0,
361,1589809301280744,1787375164237736347,1,1,1589809357721929,1,56.4412
362,1589809401286920,1787375164337742472,1,0,,0,
363,1589809501291810,1787375164437747649,1,1,1589809527138145,1,25.8463
364,1589809601282094,1787375164537737723,1,1,1589809683089356,1,81.8073
365,1589809701292862,1787375164637748505,1,1,1589809773750487,1,72.4576
366,1589809801286360,1787375164737741790,1,1,1589809848693741,1,47.4074
367,1589809901288295,1787375164837743813,1,1,1589809938197620,1,36.9093
368,1589810001285765,1787375164937741348,1,0,,0,
369,1589810101292672,1787375165037748516,1,0,,0,
370,1589810201285574,1787375165137741252,1,0,,0,
371,1589810301292977,1787375165237748999,1,0,,0,
372,1589810401294976,1787375165337750797,1,0,,0,
373,1589810501286443,1787375165437742080,1,1,1589810578228732,1,76.9423
374,1589810601295070,1787375165537750831,1,1,1589810653628401,1,52.3333
375,1589810701282023,1787375165637737538,1,0,,0,
376,1589810801294147,1787375165737749895,1,1,1589810836616021,1,35.3219
377,1589810901287722,1787375165837743290,1,1,1589810919167939,1,17.8802
378,1589811001269078,1787375165937724647,1,1,1589811063814225,1,62.5451
379,1589811101268622,1787375166037724141,1,1,1589811139848772,1,38.5802
380,1589811201274486,1787375166137730045,1,0,,0,
381,1589811301278427,1787375166237734020,1,1,1589811332467680,1,31.1893
382,1589811401278534,1787375166337734005,1,0,,0,
383,1589811501278861,1787375166437734516,1,1,1589811557044065,1,55.7652
384,1589811601275786,1787375166537731556,1,1,1589811626680177,1,25.4044
385,1589811701282624,1787375166637738514,1,1,1589811761489851,1,60.2072
386,1589811801281819,1787375166737737735,1,1,1589811833496432,1,32.2146
387,1589811901277869,1787375166837733446,1,0,,0,
388,1589812001270533,1787375166937726149,1,1,1589812067301831,1,66.0313
389,1589812101277022,1787375167037732688,1,0,,0,
390,1589812201279101,1787375167137734748,1,1,1589812252990833,1,51.7117
391,1589812301278160,1787375167237733844,1,0,,0,
392,1589812401347974,1787375167337803426,1,0,,0,
393,1589812501280953,1787375167437736499,1,1,1589812562458407,1,61.1775
394,1589812601286720,1787375167537742476,1,0,,0,
395,1589812701282284,1787375167637737925,1,0,,0,
396,1589812801307010,1787375167737763053,1,1,1589812814808556,1,13.5015
397,1589812901293784,1787375167837749361,1,0,,0,
398,1589813001280447,1787375167937735961,1,1,1589813066839658,1,65.5592
399,1589813101278297,1787375168037733816,1,0,,0,
400,1589813201277184,1787375168137732863,1,0,,0,
401,1589813301277098,1787375168237732844,1,1,1589813343533425,1,42.2563
402,1589813401276486,1787375168337732204,1,0,,0,
403,1589813501276436,1787375168437731830,1,1,1589813520064001,1,18.7876
404,1589813601280406,1787375168537735819,1,0,,0,
405,1589813701279941,1787375168637735480,1,1,1589813774324036,1,73.0441
406,1589813801316506,1787375168737772119,1,1,1589813856951376,1,55.6349
407,1589813901286845,1787375168837742623,1,1,1589813931865479,1,30.5786
408,1589814001285912,1787375168937741531,1,1,1589814077510026,1,76.2241
409,1589814101293071,1787375169037749396,1,1,1589814152295591,1,51.0025
410,1589814201278017,1787375169137733610,1,0,,0,
411,1589814301286301,1787375169237742444,1,0,,0,
412,1589814401277986,1787375169337733737,1,1,1589814414930783,1,13.6528
413,1589814501276138,1787375169437731657,1,0,,0,
414,1589814601276262,1787375169537731848,1,1,1589814641576677,1,40.3004
415,1589814701275968,1787375169637731436,1,1,1589814719040981,1,17.7650
416,1589814801278853,1787375169737734302,1,0,,0,
417,1589814901276366,1787375169837731854,1,1,1589814948246328,1,46.9700
418,1589815001276492,1787375169937732006,1,1,1589815039922172,1,38.6457
419,1589815101279967,1787375170037736147,1,0,,0,
420,1589815201277340,1787375170137732917,1,1,1589815288129262,1,86.8519
421,1589815301276240,1787375170237731856,1,1,1589815362772323,1,61.4961
422,1589815401277217,1787375170337732744,1,0,,0,
423,1589815501297807,1787375170437753393,1,1,1589815521385831,1,20.0880
424,1589815601278198,1787375170537733712,1,1,1589815663658269,1,62.3801
425,1589815701280730,1787375170637736413,1,1,1589815736914260,1,35.6335
426,1589815801276592,1787375170737732060,1,1,1589815878747825,1,77.4712
427,1589815901275941,1787375170837731539,1,1,1589815967154940,1,65.8790
428,1589816001276031,1787375170937731591,1,0,,0,
429,1589816101276729,1787375171037732225,1,0,,0,
430,1589816201275239,1787375171137730752,1,0,,0,
431,1589816301283489,1787375171237739358,1,0,,0,
432,1589816401276458,1787375171337731840,1,0,,0,
433,1589816501275857,1787375171437731407,1,1,1589816543803858,1,42.5280
434,1589816601277079,1787375171537732581,1,1,1589816628111132,1,26.8341
435,1589816701277622,1787375171637732985,1,0,,0,
436,1589816801331189,1787375171737786586,1,1,1589816880437313,1,79.1061
437,1589816901280305,1787375171837735639,1,1,1589816963245133,1,61.9648
438,1589817001280367,1787375171937735785,1,1,1589817038524337,1,37.2440
439,1589817101280694,1787375172037736105,1,1,1589817113869425,1,12.5887
440,1589817201279846,1787375172137735422,1,0,,0,
441,1589817301280529,1787375172237736208,1,1,1589817378131629,1,76.8511
442,1589817401275637,1787375172337731050,1,0,,0,
443,1589817501295746,1787375172437751863,1,1,1589817557408797,1,56.1131
444,1589817601283417,1787375172537739300,1,0,,0,
445,1589817701282440,1787375172637737995,1,0,,0,
446,1589817801276802,1787375172737732370,1,1,1589817826007902,1,24.7311
447,1589817901277604,1787375172837733001,1,0,,0,
448,1589818001282135,1787375172937737998,1,0,,0,
449,1589818101274697,1787375173037730167,1,0,,0,
450,1589818201276283,1787375173137731856,1,1,1589818285750961,1,84.4747
451,1589818301269885,1787375173237725444,1,1,1589818361372685,1,60.1028
452,1589818401267631,1787375173337723152,1,1,1589818437180024,1,35.9124
453,1589818501269517,1787375173437724902,1,1,1589818580866394,1,79.5969
