world_tick_frame,radar_frame,local_condition_frame,walker_motion_mode,walker_motion_coordinate_m,walker_motion_direction,walker_motion_speed_mps,walker_physics,radar_pps,target_distance_m,actual_ground_distance_m,actual_depth_m,actual_lateral_m,walker_actor_id,total_radar_points,person_radius_points,person_bbox_points,depth_window_points,nearest_depth_m,mean_person_radius_depth_m,mean_person_radius_velocity_mps,mean_abs_person_radius_velocity_mps,walker_world_x,walker_world_y,walker_world_z,walker_radar_x_m,walker_radar_y_m,walker_radar_z_m,walker_camera_u,walker_camera_v,walker_camera_depth_m,walker_camera_visible
2155,2154,70,cross,-2.4499747972192143,1.0,1.2,default,48000,10.0,10.269438545309002,9.972912890869395,-2.4499747972192143,26,4646,44,52,244,0.0010328292846679688,10.065359462391246,-0.013990277445621112,0.013990277445621112,-75.5569076538086,22.024106979370117,1.0862798690795898,9.972912890869395,-2.4499747972192143,-0.5193103467134823,549.2265299554058,379.24085188743527,9.972912890869395,1
2156,2155,71,cross,-2.4441154025232645,1.0,1.2,default,48000,10.0,10.268043239030614,9.972913910074169,-2.4441154025232645,26,4645,34,48,249,0.0003986358642578125,10.037175627315746,-0.014085659976391232,0.014085659976391232,-75.55692291259766,22.029966354370117,1.0862798690795898,9.972913910074169,-2.4441154025232645,-0.5193102754437438,549.4436343366804,379.2408472804734,9.972913910074169,1
2157,2156,72,cross,-2.4382560078273148,1.0,1.2,default,48000,10.0,10.266651087201748,9.972914929278943,-2.4382560078273148,26,4660,44,55,249,0.0024585723876953125,10.065149719064886,-0.01402711258693175,0.01402711258693175,-75.55693817138672,22.035825729370117,1.0862798690795898,9.972914929278943,-2.4382560078273148,-0.5193102041740052,549.6607386735799,379.2408426735125,9.972914929278943,1
2158,2157,73,cross,-2.432396613131365,1.0,1.2,default,48000,10.0,10.266092270320286,9.973770461523415,-2.432396613131365,26,4650,44,58,257,0.0015392303466796875,10.080756815997036,-0.01383454926227304,0.01383454926227304,-75.55695343017578,22.041685104370117,1.0740299224853516,9.973770461523415,-2.432396613131365,-0.5315302395764694,549.8855642745755,379.69191510621727,9.973770461523415,1
2159,2158,74,cross,-2.4236838783325734,1.0,1.2,default,48000,10.0,10.264574005453737,9.974328848165541,-2.4236838783325734,26,4629,44,53,255,0.0005588531494140625,10.029806505550038,0.02702241713731465,0.027107553122649817,-75.55695343017578,22.050397872924805,1.0663713216781616,9.974328848165541,-2.4236838783325734,-0.5391684959146237,550.2133768629791,379.9737758636021,9.974328848165541,1
2160,2159,75,cross,-2.413962138817677,1.0,1.2,default,48000,10.0,10.260953387602239,9.972961005383539,-2.413962138817677,26,4673,46,57,231,0.000301361083984375,10.076766656792682,-0.02322725056792083,0.02322725056792083,-75.55696105957031,22.06011962890625,1.0862573385238647,9.972961005383539,-2.413962138817677,-0.5193295677926573,550.5612584325887,379.241471212499,9.972961005383539,1
2161,2160,76,cross,-2.4081027441217273,1.0,1.2,default,48000,10.0,10.259577494718153,9.972962024588313,-2.4081027441217273,26,4650,38,52,228,0.004824638366699219,10.051881790161133,-0.013764693132160525,0.013764693132160525,-75.55697631835938,22.06597900390625,1.0862573385238647,9.972962024588313,-2.4081027441217273,-0.5193294965229187,550.7783616300391,379.2414666054961,9.972962024588313,1
2162,2161,77,cross,-2.4022433494257776,1.0,1.2,default,48000,10.0,10.258204764125301,9.972963043793087,-2.4022433494257776,26,4669,46,58,260,0.0001678466796875,10.032781808272652,-0.013942552487487379,0.013942552487487379,-75.55699157714844,22.07183837890625,1.0862573385238647,9.972963043793087,-2.4022433494257776,-0.5193294252531802,550.9954647831149,379.2414619984941,9.972963043793087,1
2163,2162,78,cross,-2.396383954729828,1.0,1.2,default,48000,10.0,10.25683519709337,9.97296406299786,-2.396383954729828,26,4645,37,50,258,0.0013256072998046875,10.097143998017183,-0.013925829575069854,0.013925829575069854,-75.5570068359375,22.07769775390625,1.0862573385238647,9.97296406299786,-2.396383954729828,-0.5193293539834416,551.2125678918163,379.2414573914931,9.97296406299786,1
2164,2163,79,cross,-2.390524560033878,1.0,1.2,default,48000,10.0,10.255468794889786,9.972965082202634,-2.390524560033878,26,4667,42,54,265,0.006079673767089844,10.070350351787749,-0.013801512774080038,0.013801512774080038,-75.55702209472656,22.08355712890625,1.0862573385238647,9.972965082202634,-2.390524560033878,-0.519329282713703,551.4296709561431,379.24145278449305,9.972965082202634,1
2165,2164,80,cross,-2.3846651653379283,1.0,1.2,default,48000,10.0,10.254105558779735,9.972966101407408,-2.3846651653379283,26,4662,42,57,258,0.00457000732421875,10.06764757065546,-0.013837924204944145,0.013837924204944145,-75.55703735351562,22.08941650390625,1.0862573385238647,9.972966101407408,-2.3846651653379283,-0.5193292114439645,551.6467739760956,379.24144817749385,9.972966101407408,1
2166,2165,81,cross,-2.3788057706419785,1.0,1.2,default,48000,10.0,10.252745490026133,9.972967120612182,-2.3788057706419785,26,4632,39,48,240,0.0041961669921875,10.077214534466084,-0.013774950845310321,0.013774950845310321,-75.55705261230469,22.09527587890625,1.0862573385238647,9.972967120612182,-2.3788057706419785,-0.5193291401742259,551.8638769516737,379.2414435704957,9.972967120612182,1
2167,2166,82,cross,-2.3729463759460288,1.0,1.2,default,48000,10.0,10.251388589889638,9.972968139816956,-2.3729463759460288,26,4642,44,59,244,0.0008764266967773438,10.096662976525046,-0.013723143820904872,0.013723143820904872,-75.55706787109375,22.10113525390625,1.0862573385238647,9.972968139816956,-2.3729463759460288,-0.5193290689044874,552.0809798828772,379.2414389634984,9.972968139816956,1
2168,2167,83,cross,-2.3670869600516102,1.0,1.2,default,48000,10.0,10.250027449677749,9.972961548241372,-2.3670869600516102,26,4628,39,53,251,0.00032520294189453125,10.084193278581669,-0.013722697846018352,0.013722697846018352,-75.55709075927734,22.10699462890625,1.0862573385238647,9.972961548241372,-2.3670869600516102,-0.5193295298323379,552.2980166261538,379.24146875867626,9.972961548241372,1
2169,2168,84,cross,-2.3612275653556605,1.0,1.2,default,48000,10.0,10.248676889583232,9.972962567446146,-2.3612275653556605,26,4651,35,47,274,0.0026865005493164062,10.102319608415876,-0.013499438523181848,0.013499438523181848,-75.5571060180664,22.11285400390625,1.0862573385238647,9.972962567446146,-2.3612275653556605,-0.5193294585625994,552.5151196342955,379.2414641516739,9.972962567446146,1
2170,2169,85,cross,-2.3553681706597107,1.0,1.2,default,48000,10.0,10.247329501876187,9.97296358665092,-2.3553681706597107,26,4671,50,57,243,0.0016126632690429688,10.09366600036621,-0.013605433013290168,0.013605433013290168,-75.55712127685547,22.11871337890625,1.0862573385238647,9.97296358665092,-2.3553681706597107,-0.5193293872928608,552.7322225980627,379.2414595446724,9.97296358665092,1
2171,2170,86,cross,-2.349508775963761,1.0,1.2,default,48000,10.0,10.245985287808153,9.972964605855694,-2.349508775963761,26,4637,22,36,213,0.00010204315185546875,10.078875931826504,-0.013586643151938915,0.013586643151938915,-75.55713653564453,22.12457275390625,1.0862573385238647,9.972964605855694,-2.349508775963761,-0.5193293160231223,552.9493255174555,379.2414549376719,9.972964605855694,1
2172,2171,87,cross,-2.343649381267811,1.0,1.2,default,48000,10.0,10.244644248628388,9.972965625060468,-2.343649381267811,26,4655,47,57,241,0.0022068023681640625,10.06102334692123,-0.013473502657514937,0.013473502657514937,-75.5571517944336,22.13043212890625,1.0862573385238647,9.972965625060468,-2.343649381267811,-0.5193292447533837,553.1664283924738,379.2414503306723,9.972965625060468,1
2173,2172,88,cross,-2.3377899865718614,1.0,1.2,default,48000,10.0,10.243306385583844,9.972966644265242,-2.3377899865718614,26,4662,36,47,239,0.0014734268188476562,10.091548760732016,-0.01339449813692934,0.01339449813692934,-75.55716705322266,22.13629150390625,1.0862573385238647,9.972966644265242,-2.3377899865718614,-0.5193291734836452,553.3835312231178,379.2414457236737,9.972966644265242,1
2174,2173,89,cross,-2.3319305918759117,1.0,1.2,default,48000,10.0,10.241971699919176,9.972967663470016,-2.3319305918759117,26,4650,34,45,244,0.005286216735839844,10.068161038791432,-0.013627178857431692,0.013627178857431692,-75.55718231201172,22.14215087890625,1.0862573385238647,9.972967663470016,-2.3319305918759117,-0.5193291022139066,553.6006340093872,379.24144111667596,9.972967663470016,1
2175,2174,90,cross,-2.326071175981493,1.0,1.2,default,48000,10.0,10.240632776213277,9.972961071894431,-2.326071175981493,26,4662,42,51,240,0.00033473968505859375,10.06219752629598,-0.013531139209156945,0.013531139209156945,-75.55720520019531,22.14801025390625,1.0862573385238647,9.972961071894431,-2.326071175981493,-0.5193295631417572,553.8176717674377,379.24147091185665,9.972961071894431,1
2176,2175,91,cross,-2.3202117812855434,1.0,1.2,default,48000,10.0,10.239304448082304,9.972962091099205,-2.3202117812855434,26,4652,40,56,270,0.0018291473388671875,10.05468955039978,-0.013410586887039245,0.013410586887039245,-75.55722045898438,22.15386962890625,1.0862573385238647,9.972962091099205,-2.3202117812855434,-0.5193294918720186,554.0347746306451,379.2414663048538,9.972962091099205,1
2177,2176,92,cross,-2.3143523865895936,1.0,1.2,default,48000,10.0,10.237979301053356,9.97296311030398,-2.3143523865895936,26,4641,41,49,268,0.00311279296875,10.0531005859375,-0.013503767527276424,0.013503767527276424,-75.55723571777344,22.15972900390625,1.0862573385238647,9.97296311030398,-2.3143523865895936,-0.51932942060228,554.2518774494781,379.2414616978519,9.97296311030398,1
2178,2177,93,cross,-2.308492991893644,1.0,1.2,default,48000,10.0,10.236657336361825,9.972964129508753,-2.308492991893644,26,4631,49,63,249,0.0010938644409179688,10.036759999333595,-0.013512814265428757,0.013512814265428757,-75.5572509765625,22.16558837890625,1.0862573385238647,9.972964129508753,-2.308492991893644,-0.5193293493325415,554.4689802239368,379.24145709085093,9.972964129508753,1
2179,2178,94,cross,-2.302633597197694,1.0,1.2,default,48000,10.0,10.23533855524077,9.972965148713527,-2.302633597197694,26,4664,42,53,254,0.0016756057739257812,10.084945497058687,-0.013212307112380153,0.013212307112380153,-75.55726623535156,22.17144775390625,1.0862573385238647,9.972965148713527,-2.302633597197694,-0.5193292780628029,554.686082954021,379.24145248385094,9.972965148713527,1
2180,2179,95,cross,-2.2967742025017444,1.0,1.2,default,48000,10.0,10.234022958920923,9.972966167918301,-2.2967742025017444,26,4643,40,48,212,0.0036535263061523438,10.043091917037964,-0.013492776220664382,0.013492776220664382,-75.55728149414062,22.17730712890625,1.0862573385238647,9.972966167918301,-2.2967742025017444,-0.5193292067930644,554.9031856397307,379.24144787685185,9.972966167918301,1
2181,2180,96,cross,-2.2909148078057946,1.0,1.2,default,48000,10.0,10.23271054863067,9.972967187123075,-2.2909148078057946,26,4666,43,56,266,0.0006084442138671875,10.05584098017493,-0.013358881502130698,0.013358881502130698,-75.55729675292969,22.18316650390625,1.0862573385238647,9.972967187123075,-2.2909148078057946,-0.5193291355233258,555.1202882810662,379.2414432698537,9.972967187123075,1
2182,2181,97,cross,-2.285055413109845,1.0,1.2,default,48000,10.0,10.231401325596055,9.972968206327849,-2.285055413109845,26,4666,48,63,235,0.0022258758544921875,10.039047022660574,-0.013371380414658537,0.013371380414658537,-75.55731201171875,22.18902587890625,1.0862573385238647,9.972968206327849,-2.285055413109845,-0.5193290642535873,555.3373908780273,379.24143866285647,9.972968206327849,1
2183,2182,98,cross,-2.2791959972154263,1.0,1.2,default,48000,10.0,10.230087866829146,9.972961614752265,-2.2791959972154263,26,4653,24,29,202,0.0060405731201171875,9.997288664182028,-0.013360037740009526,0.013360037740009526,-75.55733489990234,22.19488525390625,1.0862573385238647,9.972961614752265,-2.2791959972154263,-0.5193295251814378,555.5544297721639,379.241468458034,9.972961614752265,1
2184,2183,99,cross,-2.2733366025194766,1.0,1.2,default,48000,10.0,10.228785021040286,9.972962633957039,-2.2733366025194766,26,4671,37,54,244,0.0017614364624023438,10.075690089045343,-0.013177498268920023,0.013177498268920023,-75.5573501586914,22.20074462890625,1.0862573385238647,9.972962633957039,-2.2733366025194766,-0.5193294539116993,555.7715324460627,379.2414638510316,9.972962633957039,1
2185,2184,100,cross,-2.267477207823527,1.0,1.2,default,48000,10.0,10.227485366173143,9.972963653161813,-2.267477207823527,26,4659,40,57,251,0.0006885528564453125,10.045932722091674,-0.01315096477046609,0.01315096477046609,-75.55736541748047,22.20660400390625,1.0862573385238647,9.972963653161813,-2.267477207823527,-0.5193293826419607,555.9886350755871,379.24145924403024,9.972963653161813,1
2186,2185,101,cross,-2.261617813127577,1.0,1.2,default,48000,10.0,10.22618890344433,9.972964672366587,-2.261617813127577,26,4645,42,56,270,4.38690185546875e-05,10.030567191895985,-0.013087858312896319,0.013087858312896319,-75.55738067626953,22.21246337890625,1.0862573385238647,9.972964672366587,-2.261617813127577,-0.5193293113722222,556.2057376607372,379.24145463702973,9.972964672366587,1
2187,2186,102,cross,-2.2557584184316273,1.0,1.2,default,48000,10.0,10.224895634068085,9.97296569157136,-2.2557584184316273,26,4655,34,43,254,0.0011377334594726562,10.016503362094655,-0.013152311446473879,0.013152311446473879,-75.5573959350586,22.21832275390625,1.0862573385238647,9.97296569157136,-2.2557584184316273,-0.5193292401024836,556.4228402015128,379.24145003003025,9.97296569157136,1
2188,2187,103,cross,-2.2498990237356775,1.0,1.2,default,48000,10.0,10.223808361372276,9.973174609574372,-2.2498990237356775,26,4646,42,49,245,0.0027532577514648438,10.004863239469982,-0.013133297230870951,0.013133297230870951,-75.55741119384766,22.22418212890625,1.0832769870758057,9.973174609574372,-2.2498990237356775,-0.5223022603752883,556.6416804049546,379.35119678095066,9.973174609574372,1
2189,2188,104,cross,-2.2440396290397278,1.0,1.2,default,48000,10.0,10.222521507885178,9.973175628779146,-2.2440396290397278,26,4667,37,49,245,0.001094818115234375,10.00316857002877,-0.012953021538418692,0.012953021538418692,-75.55742645263672,22.23004150390625,1.0832769870758057,9.973175628779146,-2.2440396290397278,-0.5223021891055497,556.8587783311302,379.35119216283306,9.973175628779146,1
2190,2189,105,cross,-2.2381802131453092,1.0,1.2,default,48000,10.0,10.221230420607442,9.973169037203562,-2.2381802131453092,26,4634,34,44,245,0.0008459091186523438,10.028964884140912,-0.013162524548961836,0.013162524548961836,-75.55744934082031,22.23590087890625,1.0832769870758057,9.973169037203562,-2.2381802131453092,-0.5223026500334003,557.0758137168134,379.35122202993034,9.973169037203562,1
2191,2190,106,cross,-2.2323208184493595,1.0,1.2,default,48000,10.0,10.22016990553568,9.973395442953958,-2.2323208184493595,26,4655,38,46,218,0.0002002716064453125,9.996585946334037,-0.01298192258630144,0.01298192258630144,-75.55746459960938,22.24176025390625,1.0800459384918213,9.973395442953958,-2.2323208184493595,-0.5255257567633054,557.2947807990182,379.4701955694085,9.973395442953958,1
2192,2191,107,cross,-2.2264614237534097,1.0,1.2,default,48000,10.0,10.219065638029369,9.973573684637344,-2.2264614237534097,26,4650,43,57,232,0.0016803741455078125,10.005341485489247,-0.012977140717381654,0.012977140717381654,-75.55747985839844,22.24761962890625,1.077505350112915,9.973573684637344,-2.2264614237534097,-0.528060085195766,557.5133395998671,379.56374022639824,9.973573684637344,1
2193,2192,108,cross,-2.22060202905746,1.0,1.2,default,48000,10.0,10.217791627576553,9.973574703842118,-2.22060202905746,26,4644,49,61,279,0.0020036697387695312,10.027449491072675,-0.012918284885129151,0.012918284885129151,-75.5574951171875,22.25347900390625,1.077505350112915,9.973574703842118,-2.22060202905746,-0.5280600139260274,557.7304287501755,379.56373558674545,9.973574703842118,1
2194,2193,109,cross,-2.21474263436151,1.0,1.2,default,48000,10.0,10.216726184895723,9.973786091584046,-2.21474263436151,26,4665,45,55,262,0.0008411407470703125,10.009613948398167,-0.01288323909458187,0.01288323909458187,-75.55751037597656,22.25933837890625,1.0744895935058594,9.973786091584046,-2.21474263436151,-0.5310683531136009,557.9492485189226,379.6747724926293,9.973786091584046,1
2195,2194,110,cross,-2.2088832396655604,1.0,1.2,default,48000,10.0,10.215698030676426,9.974032338402097,-2.2088832396655604,26,4672,33,49,240,0.003662109375,9.99688584876783,-0.01275758623060855,0.01275758623060855,-75.55752563476562,22.26519775390625,1.0709741115570068,9.974032338402097,-2.2088832396655604,-0.534575200350706,558.1683450136525,379.80420357844713,9.974032338402097,1
2196,2195,111,cross,-2.2030238449696107,1.0,1.2,default,48000,10.0,10.21461327997886,9.97421728247464,-2.2030238449696107,26,4637,45,53,233,0.0045604705810546875,10.0101041369968,-0.012782130597366227,0.012782130597366227,-75.55754089355469,22.27105712890625,1.0683374404907227,9.97421728247464,-2.2030238449696107,-0.5372053774205527,558.386929089474,379.9012737247718,9.97421728247464,1
2197,2196,112,cross,-2.197164450273661,1.0,1.2,default,48000,10.0,10.213548621695262,9.974419473141623,-2.197164450273661,26,4631,33,43,261,0.007023811340332031,9.997069098732688,-0.012784671659270922,0.012784671659270922,-75.55755615234375,22.27691650390625,1.0654535293579102,9.974419473141623,-2.197164450273661,-0.5400821922992565,558.6056457971795,380.007442434801,9.974419473141623,1
2198,2197,113,cross,-2.1913050343792424,1.0,1.2,default,48000,10.0,10.21249750224109,9.974632197709582,-2.1913050343792424,26,4645,39,53,246,0.0022211074829101562,10.017077299264761,-0.012782477105084138,0.012782477105084138,-75.55757904052734,22.28277587890625,1.0623095035552979,9.974632197709582,-2.1913050343792424,-0.5432190204261405,558.8244401502637,380.1232176316379,9.974632197709582,1
2199,2198,114,cross,-2.1854456396832926,1.0,1.2,default,48000,10.0,10.21147584417274,9.974871742138475,-2.1854456396832926,26,4653,40,55,229,0.003989219665527344,10.022262144088746,-0.012579289870336652,0.012579289870336652,-75.5575942993164,22.28863525390625,1.0588901042938232,9.974871742138475,-2.1854456396832926,-0.5466300190258595,559.0434420579367,380.2490897071918,9.974871742138475,1
2200,2199,115,cross,-2.179586244987343,1.0,1.2,default,48000,10.0,10.21047746126782,9.975131767937711,-2.179586244987343,26,4654,46,56,262,0.000621795654296875,10.02065834791764,-0.012624125462025404,0.012624125462025404,-75.55760955810547,22.29449462890625,1.055177092552185,9.975131767937711,-2.179586244987343,-0.5503339148884594,559.2625992211439,380.38576355981934,9.975131767937711,1
2201,2200,116,cross,-2.173726850291393,1.0,1.2,default,48000,10.0,10.20950375128651,9.97541369707821,-2.173726850291393,26,4625,29,36,231,0.003021240234375,9.993608672043372,-0.01284875833140365,0.01284875833140365,-75.55762481689453,22.30035400390625,1.0511500835418701,9.97541369707821,-2.173726850291393,-0.5543510431466858,559.4819217554909,380.533987819595,9.97541369707821,1
2202,2201,117,cross,-2.1678674555954434,1.0,1.2,default,48000,10.0,10.208556657081138,9.975719508677344,-2.1678674555954434,26,4646,39,49,241,0.000335693359375,10.020130842159956,-0.012523860981067022,0.012523860981067022,-75.5576400756836,22.30621337890625,1.0467807054519653,9.975719508677344,-2.1678674555954434,-0.5587097064999158,559.7014241329946,380.69480476733906,9.975719508677344,1
2203,2202,118,cross,-2.1620080608994936,1.0,1.2,default,48000,10.0,10.20763817118435,9.976051231746226,-2.1620080608994936,26,4672,36,45,220,0.0002040863037109375,10.030885299046835,-0.012458428921591904,0.012458428921591904,-75.55765533447266,22.31207275390625,1.0420398712158203,9.976051231746226,-2.1620080608994936,-0.5634389211609561,559.9211210477654,380.8692825806829,9.976051231746226,1
2204,2203,119,cross,-2.156148666203544,1.0,1.2,default,48000,10.0,10.206750896664287,9.976411518967424,-2.156148666203544,26,4659,40,51,266,0.0012769699096679688,10.022818636894225,-0.012505817948840559,0.012505817948840559,-75.55767059326172,22.31793212890625,1.0368895530700684,9.976411518967424,-2.156148666203544,-0.5685766222604842,560.1410320027014,381.0588179715182,9.976411518967424,1
2205,2204,120,cross,-2.1502892503091253,1.0,1.2,default,48000,10.0,10.205890725024092,9.97679616064886,-2.1502892503091253,26,4638,41,52,267,0.0036678314208984375,9.991947546237853,-0.012529332009030551,0.012529332009030551,-75.55769348144531,22.32379150390625,1.0312809944152832,9.97679616064886,-2.1502892503091253,-0.5741719798282121,560.3611222674007,381.2652377313656,9.97679616064886,1
2206,2205,121,cross,-2.1444298556131756,1.0,1.2,default,48000,10.0,10.205058394141055,9.977205892542443,-2.1444298556131756,26,4650,39,46,253,0.0010957717895507812,9.981827246837128,-0.01245781284971879,0.01245781284971879,-75.55770874023438,22.32965087890625,1.0254218578338623,9.977205892542443,-2.1444298556131756,-0.5800167727365464,560.5813944958225,381.4808253761224,9.977205892542443,1
2207,2206,122,cross,-2.138570460917226,1.0,1.2,default,48000,10.0,10.20490570146626,9.978307309334127,-2.138570460917226,26,4662,41,51,268,0.0034160614013671875,10.016547668270949,-0.012324629714939653,0.012324629714939653,-75.55772399902344,22.33551025390625,1.009647011756897,9.978307309334127,-2.138570460917226,-0.595753121239345,560.8071385727526,382.06118303669194,9.978307309334127,1
2208,2207,123,cross,-2.132711066221276,1.0,1.2,default,48000,10.0,10.20368039441512,9.978308328538901,-2.132711066221276,26,4653,49,54,236,0.0018110275268554688,10.004416952327807,-0.012362628985120326,0.012362628985120326,-75.5577392578125,22.34136962890625,1.009647011756897,9.978308328538901,-2.132711066221276,-0.5957530499696064,561.0241244013771,382.0611781441463,9.978308328538901,1
2209,2208,124,cross,-2.1268516715253263,1.0,1.2,default,48000,10.0,10.203457644699524,9.97933113362349,-2.1268516715253263,26,4654,52,61,259,0.0006275177001953125,10.004533547621508,-0.012245455971704079,0.012245455971704079,-75.55775451660156,22.34722900390625,0.9949991106987,9.97933113362349,-2.1268516715253263,-0.6103651986045024,561.24917432549,382.5999603059383,9.97933113362349,1
2210,2209,125,cross,-2.1209922768293765,1.0,1.2,default,48000,10.0,10.202238894225221,9.979332152828263,-2.1209922768293765,26,4638,38,53,260,0.0020618438720703125,10.025254626023141,-0.012146570915846448,0.012146570915846448,-75.55776977539062,22.35308837890625,0.9949991106987,9.979332152828263,-2.1209922768293765,-0.6103651273347639,561.4661378474227,382.59995535886844,9.979332152828263,1
2211,2210,126,cross,-2.1151328821334268,1.0,1.2,default,48000,10.0,10.202224489409408,9.980560977381131,-2.1151328821334268,26,4657,36,52,258,0.0005426406860351562,10.002673652436998,-0.012332424780146943,0.012332424780146943,-75.55778503417969,22.35894775390625,0.9773977994918823,9.980560977381131,-2.1151328821334268,-0.6279234918396854,561.6927358443055,383.2472253447547,9.980560977381131,1
2212,2211,127,cross,-2.109273487437477,1.0,1.2,default,48000,10.0,10.202156422357842,9.981731363919323,-2.109273487437477,26,4648,42,57,256,0.004376411437988281,9.999971980140323,-0.012249969611210483,0.012249969611210483,-75.55780029296875,22.36480712890625,0.9606342315673828,9.981731363919323,-2.109273487437477,-0.6446461537401023,561.918820926415,383.86353977758927,9.981731363919323,1
2213,2212,128,cross,-2.1034140715430585,1.0,1.2,default,48000,10.0,10.200940161925567,9.981724772343739,-2.1034140715430585,26,4643,45,60,256,0.0033817291259765625,10.002763769361708,-0.012241783655352063,0.012241783655352063,-75.55782318115234,22.37066650390625,0.9606342315673828,9.981724772343739,-2.1034140715430585,-0.6446466146679528,562.135673623869,383.86357259887995,9.981724772343739,1
2214,2213,129,cross,-2.0975546768471087,1.0,1.2,default,48000,10.0,10.201190283815157,9.983213289529658,-2.0975546768471087,26,4640,31,43,241,0.0027856826782226562,10.010929661412392,-0.01216133134139161,0.01216133134139161,-75.5578384399414,22.37652587890625,0.9393100738525391,9.983213289529658,-2.0975546768471087,-0.6659187571148708,562.3641544855942,384.64735070945835,9.983213289529658,1
2215,2214,130,cross,-2.091695282151159,1.0,1.2,default,48000,10.0,10.199988092517232,9.983214308734432,-2.091695282151159,26,4651,25,40,217,0.0018329620361328125,9.972256851196288,-0.012241208031773566,0.012241208031773566,-75.55785369873047,22.38238525390625,0.9393100738525391,9.983214308734432,-2.091695282151159,-0.6659186858451323,562.5810335234535,384.64734555529037,9.983214308734432,1
2216,2215,131,cross,-2.085835887455209,1.0,1.2,default,48000,10.0,10.198789125842163,9.983215327939206,-2.085835887455209,26,4682,32,44,237,0.0025396347045898438,10.003191828727722,-0.012047700060065836,0.012047700060065836,-75.55786895751953,22.38824462890625,0.9393100738525391,9.983215327939206,-2.085835887455209,-0.6659186145753937,562.7979125170295,384.6473404011235,9.983215327939206,1
2217,2216,132,cross,-2.0799764927592594,1.0,1.2,default,48000,10.0,10.197593384927343,9.98321634714398,-2.0799764927592594,26,4654,37,47,263,0.0012531280517578125,9.997513126682591,-0.012033617023277926,0.012033617023277926,-75.5578842163086,22.39410400390625,0.9393100738525391,9.98321634714398,-2.0799764927592594,-0.6659185433056551,563.0147914663225,384.64733524695765,9.98321634714398,1
2218,2217,133,cross,-2.0741170980633097,1.0,1.2,default,48000,10.0,10.196400870907631,9.983217366348754,-2.0741170980633097,26,4660,39,44,243,0.0003376007080078125,10.00067952963022,-0.012035654762234444,0.012035654762234444,-75.55789947509766,22.39996337890625,0.9393100738525391,9.983217366348754,-2.0741170980633097,-0.6659184720359166,563.2316703713323,384.64733009279286,9.983217366348754,1
2219,2218,134,cross,-2.06825770336736,1.0,1.2,default,48000,10.0,10.195211584915363,9.983218385553528,-2.06825770336736,26,4666,41,53,231,0.0006799697875976562,9.985907601147163,-0.012034887924972103,0.012034887924972103,-75.55791473388672,22.40582275390625,0.9393100738525391,9.983218385553528,-2.06825770336736,-0.665918400766178,563.448549232059,384.6473249386291,9.983218385553528,1
2220,2219,135,cross,-2.0623982874729414,1.0,1.2,default,48000,10.0,10.194018070397542,9.983211793977944,-2.0623982874729414,26,4666,35,43,237,0.0009212493896484375,9.981503050667898,-0.01190090182104281,0.01190090182104281,-75.55793762207031,22.41168212890625,0.9393100738525391,9.983211793977944,-2.0623982874729414,-0.6659188616940286,563.6653706388483,384.64735827253764,9.983211793977944,1
2221,2220,136,cross,-2.0565388927769916,1.0,1.2,default,48000,10.0,10.192835242992992,9.983212813182718,-2.0565388927769916,26,4654,41,50,254,0.0018339157104492188,10.006808513548316,-0.011899554284244048,0.011899554284244048,-75.55795288085938,22.41754150390625,0.9393100738525391,9.983212813182718,-2.0565388927769916,-0.66591879042429,563.8822495763538,384.6473531183682,9.983212813182718,1
2222,2221,137,cross,-2.050681405422285,1.0,1.2,default,48000,10.0,10.191656025600599,9.983213827100784,-2.050681405422285,26,4660,29,45,234,0.0030832290649414062,9.997248320743955,-0.011839998147354043,0.011839998147354043,-75.55796813964844,22.423398971557617,0.9393100738525391,9.983213827100784,-2.050681405422285,-0.665918719524234,564.0990578338246,384.64734799093486,9.983213827100784,1
2223,2222,138,cross,-2.0448220107263353,1.0,1.2,default,48000,10.0,10.19047966108792,9.983214846305557,-2.0448220107263353,26,4656,34,44,248,0.004559516906738281,9.993988485897288,-0.01185746060903458,0.01185746060903458,-75.5579833984375,22.429258346557617,0.9393100738525391,9.983214846305557,-2.0448220107263353,-0.6659186482544954,564.315936682886,384.64734283676745,9.983214846305557,1
2224,2223,139,cross,-2.0389626160303855,1.0,1.2,default,48000,10.0,10.189306530227986,9.983215865510331,-2.0389626160303855,26,4652,48,59,247,0.004239082336425781,9.97059828042984,-0.011947713520688316,0.011947713520688316,-75.55799865722656,22.435117721557617,0.9393100738525391,9.983215865510331,-2.0389626160303855,-0.6659185769847569,564.5328154876643,384.6473376826011,9.983215865510331,1
2225,2224,140,cross,-2.0331032213344358,1.0,1.2,default,48000,10.0,10.188136634137827,9.983216884715105,-2.0331032213344358,26,4686,36,48,263,0.0004138946533203125,9.987116681204903,-0.011784584494307637,0.011784584494307637,-75.55801391601562,22.440977096557617,0.9393100738525391,9.983216884715105,-2.0331032213344358,-0.6659185057150183,564.7496942481595,384.6473325284358,9.983216884715105,1
2226,2225,141,cross,-2.027243826638486,1.0,1.2,default,48000,10.0,10.186969973931909,9.98321790391988,-2.027243826638486,26,4653,33,45,234,0.009412765502929688,9.98910057183468,-0.011730406010015444,0.011730406010015444,-75.55802917480469,22.446836471557617,0.9393100738525391,9.98321790391988,-2.027243826638486,-0.6659184344452798,564.9665729643716,384.6473273742716,9.98321790391988,1
