model,ae_bottleneck,quant,roi,sample_id,frame_id,n_inview,n_inview_veh,n_inview_ped,payload_bytes,n_pred,tp,fp,fn,tp_veh,fp_veh,fn_veh,tp_ped,fp_ped,fn_ped,loc_err_sum,loc_err_sq_sum,loc_err_sum_veh,loc_err_sum_ped,conf_00,conf_01,conf_02,conf_10,conf_11,conf_12,conf_20,conf_21,conf_22
noae,0,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,158289,2,1,1,0,1,1,0,0,0,0,0.5314366686965096,0.2824249328352437,0.5314366686965096,0.0,915441,1140,0,943,3615,0,454,7,0
noae,0,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,62656,3,1,2,0,1,2,0,0,0,0,3.389418177307724,11.488155580664015,3.389418177307724,0.0,916444,137,0,3309,1249,0,461,0,0
noae,0,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,392550,1,1,0,0,1,0,0,0,0,0,1.8122303515482454,3.284178847072677,1.8122303515482454,0.0,915718,861,2,362,4196,0,449,12,0
noae,0,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,290015,2,1,1,0,1,1,0,0,0,0,0.18977600954976054,0.036014933800630804,0.18977600954976054,0.0,915749,828,4,362,4195,1,449,12,0
noae,0,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,240117,2,1,1,0,1,1,0,0,0,0,0.3564028948991574,0.12702302349249983,0.3564028948991574,0.0,914821,1752,8,360,4198,0,449,12,0
noae,0,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,188556,2,1,1,0,1,1,0,0,0,0,0.7043887141837133,0.49616346066938494,0.7043887141837133,0.0,915176,1369,36,391,4167,0,449,12,0
noae,0,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,98815,2,1,1,0,1,1,0,0,0,0,0.3203946710765997,0.1026527452542825,0.3203946710765997,0.0,915209,1368,4,794,3764,0,452,9,0
noae,0,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,44758,3,1,2,0,1,2,0,0,0,0,3.672129744098317,13.484536857491571,3.672129744098317,0.0,916473,108,0,3432,1126,0,461,0,0
noae,0,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,1069987,4,2,2,1,2,2,1,0,0,0,2.6092786003977304,5.151777647886083,2.6092786003977304,0.0,914650,993,86,475,4924,0,334,11,127
noae,0,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,770581,5,3,2,0,3,2,0,0,0,0,3.49449975710733,5.914976338763488,3.49449975710733,0.0,914599,1040,90,446,4953,0,331,11,130
noae,0,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,599206,5,2,3,1,2,3,1,0,0,0,4.150619755895027,8.631781575605258,4.150619755895027,0.0,913907,1690,132,531,4868,0,303,23,146
noae,0,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,412413,6,3,3,0,3,3,0,0,0,0,5.009661391701063,9.346589281827839,5.009661391701063,0.0,913983,1605,141,555,4844,0,288,23,161
