profile_id,profile_source,payload_kib,payload_bytes,onwire_bytes,protocol_overhead_bytes,ue_count,rung,mcs,measured_cell_ceiling_mbps,share_envelope,share_mbps,deadline_s,target_fps,onwire_offered_mbps_per_ue,c1_rate_budget_mbps_per_ue,rate_feasible,nonnetwork_p95_ms,serialization_ms,queue_free_p95_ms,latency_necessary_feasible,joint_necessary_feasible,queue_sufficiency_claimed
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_raw,27.8,0.25,20,8.09952,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_c1,19.46,0.25,20,8.09952,19.46,True,125.61,20.810688591983556,146.42068859198355,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,whole_cell_optimistic,27.8,0.5,2,0.809952,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_raw,27.8,0.5,2,0.809952,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_c1,19.46,0.5,2,0.809952,19.46,True,125.61,20.810688591983556,146.42068859198355,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,whole_cell_optimistic,27.8,0.5,5,2.02488,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_raw,27.8,0.5,5,2.02488,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_c1,19.46,0.5,5,2.02488,19.46,True,125.61,20.810688591983556,146.42068859198355,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,whole_cell_optimistic,27.8,0.5,10,4.04976,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_raw,27.8,0.5,10,4.04976,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_c1,19.46,0.5,10,4.04976,19.46,True,125.61,20.810688591983556,146.42068859198355,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,whole_cell_optimistic,27.8,0.5,15,6.07464,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_raw,27.8,0.5,15,6.07464,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_c1,19.46,0.5,15,6.07464,19.46,True,125.61,20.810688591983556,146.42068859198355,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,whole_cell_optimistic,27.8,0.5,20,8.09952,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_raw,27.8,0.5,20,8.09952,19.46,True,125.61,14.56748201438849,140.1774820143885,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mild,24,27.8,equal_c1,19.46,0.5,20,8.09952,19.46,True,125.61,20.810688591983556,146.42068859198355,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.25,2,0.809952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.25,2,0.809952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.25,2,0.809952,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.25,5,2.02488,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.25,5,2.02488,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.25,5,2.02488,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.25,10,4.04976,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.25,10,4.04976,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.25,10,4.04976,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.25,15,6.07464,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.25,15,6.07464,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.25,15,6.07464,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.25,20,8.09952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.25,20,8.09952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.25,20,8.09952,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.5,2,0.809952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.5,2,0.809952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.5,2,0.809952,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.5,5,2.02488,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.5,5,2.02488,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.5,5,2.02488,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.5,10,4.04976,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.5,10,4.04976,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.5,10,4.04976,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.5,15,6.07464,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.5,15,6.07464,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.5,15,6.07464,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,whole_cell_optimistic,19.7,0.5,20,8.09952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_raw,19.7,0.5,20,8.09952,13.79,True,125.61,20.55715736040609,146.1671573604061,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,mid,19,19.7,equal_c1,13.79,0.5,20,8.09952,13.79,True,125.61,29.36736765772299,154.977367657723,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.25,2,0.809952,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.25,2,0.809952,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.25,2,0.809952,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.25,5,2.02488,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.25,5,2.02488,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.25,5,2.02488,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.25,10,4.04976,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.25,10,4.04976,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.25,10,4.04976,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.25,15,6.07464,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.25,15,6.07464,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.25,15,6.07464,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.25,20,8.09952,7.279999999999999,False,125.61,38.940000000000005,164.55,True,False,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.25,20,8.09952,7.279999999999999,False,125.61,38.940000000000005,164.55,True,False,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.25,20,8.09952,7.279999999999999,False,125.61,55.62857142857143,181.23857142857145,True,False,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.5,2,0.809952,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.5,2,0.809952,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.5,2,0.809952,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.5,5,2.02488,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.5,5,2.02488,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.5,5,2.02488,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.5,10,4.04976,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.5,10,4.04976,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.5,10,4.04976,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.5,15,6.07464,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.5,15,6.07464,7.279999999999999,True,125.61,38.940000000000005,164.55,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.5,15,6.07464,7.279999999999999,True,125.61,55.62857142857143,181.23857142857145,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,whole_cell_optimistic,10.4,0.5,20,8.09952,7.279999999999999,False,125.61,38.940000000000005,164.55,True,False,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_raw,10.4,0.5,20,8.09952,7.279999999999999,False,125.61,38.940000000000005,164.55,True,False,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,1,strong,9,10.4,equal_c1,7.279999999999999,0.5,20,8.09952,7.279999999999999,False,125.61,55.62857142857143,181.23857142857145,True,False,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,whole_cell_optimistic,36.7,0.25,2,0.809952,12.845,True,125.61,11.034768392370571,136.64476839237057,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_raw,18.35,0.25,2,0.809952,12.845,True,125.61,22.069536784741143,147.67953678474115,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_c1,12.845,0.25,2,0.809952,12.845,True,125.61,31.527909692487352,157.13790969248734,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,whole_cell_optimistic,36.7,0.25,5,2.02488,12.845,True,125.61,11.034768392370571,136.64476839237057,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_raw,18.35,0.25,5,2.02488,12.845,True,125.61,22.069536784741143,147.67953678474115,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_c1,12.845,0.25,5,2.02488,12.845,True,125.61,31.527909692487352,157.13790969248734,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,whole_cell_optimistic,36.7,0.25,10,4.04976,12.845,True,125.61,11.034768392370571,136.64476839237057,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_raw,18.35,0.25,10,4.04976,12.845,True,125.61,22.069536784741143,147.67953678474115,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_c1,12.845,0.25,10,4.04976,12.845,True,125.61,31.527909692487352,157.13790969248734,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,whole_cell_optimistic,36.7,0.25,15,6.07464,12.845,True,125.61,11.034768392370571,136.64476839237057,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_raw,18.35,0.25,15,6.07464,12.845,True,125.61,22.069536784741143,147.67953678474115,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_c1,12.845,0.25,15,6.07464,12.845,True,125.61,31.527909692487352,157.13790969248734,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,whole_cell_optimistic,36.7,0.25,20,8.09952,12.845,True,125.61,11.034768392370571,136.64476839237057,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_raw,18.35,0.25,20,8.09952,12.845,True,125.61,22.069536784741143,147.67953678474115,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_c1,12.845,0.25,20,8.09952,12.845,True,125.61,31.527909692487352,157.13790969248734,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,whole_cell_optimistic,36.7,0.5,2,0.809952,12.845,True,125.61,11.034768392370571,136.64476839237057,True,True,False
ae32__uint4__roi0.5,measured_catalog,49.4,50586,50622,36,2,clear,28,36.7,equal_raw,18.35,0.5,2,0.809952,12.845,True,125.61,22.069536784741143,147.67953678474115,True,True,False
