run_id,run_label,density,class_name,tp,fp,fn,precision,recall,f1,xy_error_mean_m,xy_error_median_m,xy_error_p90_m,fp_score_mean,fp_score_p90,unique_samples_with_object_rows
radar12k_pilot,"Moving radar-12k pilot, 2 loops",low,all,117,787,550,0.12942477876106195,0.17541229385307347,0.14894971355824319,1.441185698376056,1.3708479224482033,2.6709194431717402,0.20947118842882,0.3213443636894226,180
radar12k_pilot,"Moving radar-12k pilot, 2 loops",medium,vehicle,137,231,596,0.37228260869565216,0.1869031377899045,0.2488646684831971,1.280429026615021,1.111942838064085,2.475681110549393,0.28160012198926565,0.4096585214138031,176
radar12k_pilot,"Moving radar-12k pilot, 2 loops",medium,person,124,373,891,0.24949698189134809,0.12216748768472907,0.16402116402116404,1.5877197216086103,1.5601850656730636,2.6772974262715947,0.27943144775627443,0.4105893075466156,180
radar12k_pilot,"Moving radar-12k pilot, 2 loops",medium,all,261,604,1487,0.3017341040462428,0.14931350114416475,0.1997703788748565,1.4264215407115926,1.2816373976732196,2.6052144802381587,0.280260857934786,0.41058701276779175,187
radar12k_pilot,"Moving radar-12k pilot, 2 loops",crowded,vehicle,142,369,1135,0.27788649706457924,0.11119812059514488,0.1588366890380313,1.5134134988720307,1.549530328925262,2.7429660949774908,0.2889521626861599,0.4182167470455169,183
radar12k_pilot,"Moving radar-12k pilot, 2 loops",crowded,person,139,393,1014,0.26127819548872183,0.12055507372072853,0.16498516320474776,1.651540886516451,1.714963314392381,2.6743000320311023,0.25008343877721073,0.40281790494918823,193
radar12k_pilot,"Moving radar-12k pilot, 2 loops",crowded,all,281,762,2149,0.2694151486097795,0.11563786008230453,0.1618197523754679,1.5817398578847508,1.6140650766920392,2.7130689224179583,0.2689056948433554,0.40999064147472375,194
radar12k_pilot,"Moving radar-12k pilot, 2 loops",all,vehicle,329,837,1964,0.28216123499142365,0.1434801569995639,0.1902283897080081,1.3692033446342846,1.2133127627892328,2.6592203247011827,0.26630968474109823,0.397374701499939,520
radar12k_pilot,"Moving radar-12k pilot, 2 loops",all,person,330,1316,2222,0.20048602673147023,0.12931034482758622,0.1572177227251072,1.620956813686847,1.6157507789147367,2.6646723607811142,0.24022516476324446,0.3819091022014618,538
radar12k_pilot,"Moving radar-12k pilot, 2 loops",all,all,659,2153,4186,0.23435277382645803,0.13601651186790506,0.17213007705367636,1.495271090897328,1.4310224572312307,2.664736912127841,0.2503657793575146,0.3868102729320526,561
