action_id,profile_id,family,quantizer,q_e4,attempted,delivered,decoded,completed,delivery_rate,completion_rate,profile_measured_wall_seconds,measured_sequential_throughput_frames_per_second,detection_count_median,ranker_calls,encoder_calls,decoder_calls,compression_calls,decompression_calls,tail_calls,front_gpu_ms_median,front_gpu_ms_p95,ranker_gpu_ms_median,ranker_gpu_ms_p95,ae_encode_gpu_ms_median,ae_encode_gpu_ms_p95,quantize_pack_ms_median,quantize_pack_ms_p95,zstd_compress_ms_median,zstd_compress_ms_p95,frame_context_encode_ms_median,frame_context_encode_ms_p95,sfd1_fragment_send_ms_median,sfd1_fragment_send_ms_p95,ue_prepare_ms_median,ue_prepare_ms_p95,localhost_delivery_ms_median,localhost_delivery_ms_p95,envelope_context_validate_ms_median,envelope_context_validate_ms_p95,camera_pose_reconstruct_ms_median,camera_pose_reconstruct_ms_p95,zstd_decompress_ms_median,zstd_decompress_ms_p95,dequant_scatter_ms_median,dequant_scatter_ms_p95,ae_decode_gpu_ms_median,ae_decode_gpu_ms_p95,tail_gpu_ms_median,tail_gpu_ms_p95,p025_serialize_ms_median,p025_serialize_ms_p95,back_ms_median,back_ms_p95,capture_partition_ue_call_ms_median,capture_partition_ue_call_ms_p95,capture_partition_ue_to_first_send_ms_median,capture_partition_ue_to_first_send_ms_p95,capture_partition_reassembly_to_edge_call_ms_median,capture_partition_reassembly_to_edge_call_ms_p95,capture_partition_edge_call_ms_median,capture_partition_edge_call_ms_p95,capture_to_edge_result_ms_median,capture_to_edge_result_ms_p95,scientific_inner_bytes_median,scientific_inner_bytes_p95,sfd1_base_header_bytes_median,sfd1_base_header_bytes_p95,sfd1_fixed_context_bytes_median,sfd1_fixed_context_bytes_p95,sfd1_stream_id_bytes_median,sfd1_stream_id_bytes_p95,sfd1_context_overhead_bytes_median,sfd1_context_overhead_bytes_p95,complete_sfd1_v2_bytes_median,complete_sfd1_v2_bytes_p95,udp_chunk_header_bytes_median,udp_chunk_header_bytes_p95,estimated_ip_udp_wire_bytes_median,estimated_ip_udp_wire_bytes_p95,udp_application_bytes_median,udp_application_bytes_p95,estimated_on_wire_bytes_median,estimated_on_wire_bytes_p95,datagram_count_median,datagram_count_p95
19,split_ae128_uint8_q3000,AE128,UINT8,3000,300,300,300,300,1.0,1.0,43.26776098799999,6.933568854723101,32,300,300,300,300,300,300,0.9151039719581604,1.0468800067901611,0.18172800540924072,0.29148799180984497,0.09967999905347824,0.16339200735092163,30.245075,37.501978,1.284749,1.745441,0.120622,0.177124,0.928628,1.508539,33.832011,41.086344,1.154059,2.261919,0.127484,0.198516,0.100785,0.172911,1.256761,1.418999,21.128046,64.964009,0.32495999336242676,0.4336319863796234,73.1863021850586,86.43814086914062,8.366487,12.988391,110.673975,154.298057,33.832011,41.086344,0.167135,0.249238,0.09892,0.373806,110.694289,154.318519,142.65055,191.265608,1672043,1687169,36,36,144,144,106,110,250,254,1672329,1687455,1072,1088,3752,3808,1673401,1688543,1677153,1692351,134,136
20,split_ae128_uint8_q5000,AE128,UINT8,5000,300,300,300,300,1.0,1.0,39.358459052000036,7.622249631359875,34,300,300,300,300,300,300,0.9161919951438904,1.0492160320281982,0.18252800405025482,0.3215999901294708,0.09984000027179718,0.16518400609493256,28.822174,36.114186,0.941792,1.248364,0.099929,0.126761,0.562886,1.048145,31.941288,39.348784,0.8309,2.138249,0.086332,0.134565,0.095289,0.157952,0.882323,0.997559,12.039543,51.194519,0.3141759932041168,0.38892799615859985,72.95065307617188,83.69709014892578,8.832425,12.943135,99.020531,146.300219,31.941288,39.348784,0.117824,0.173394,0.077137,0.281507,99.041482,146.31983,129.470739,176.272223,1208614,1216964,36,36,144,144,106,110,250,254,1208900,1217250,776,784,2716,2744,1209676,1218034,1212392,1220778,97,98
24,split_ae128_uint6_q0000,AE128,UINT6,0,300,300,300,300,1.0,1.0,48.91427759599998,6.133178588014818,33,0,300,300,300,300,300,0.9149439930915833,1.0683200359344482,0.0,0.0,0.09839999675750732,0.16393600404262543,38.179504,44.432748,1.492988,1.905054,0.130889,0.216961,0.895732,1.265243,41.402285,47.475051,1.244621,2.155712,0.125392,0.19584,0.118983,0.221338,1.180746,1.297165,36.236493,74.641126,0.3253119885921478,0.4017600119113922,73.51907348632812,90.51254272460938,8.440276,13.406826,125.4849,173.414711,41.402285,47.475051,0.207257,0.27773,0.102899,0.201499,125.509097,173.439868,162.158738,208.722257,1866423,1889020,36,36,144,144,106,110,250,254,1866709,1889310,1200,1216,4200,4256,1867909,1890526,1872109,1894782,150,152
25,split_ae128_uint6_q3000,AE128,UINT6,3000,300,300,300,300,1.0,1.0,45.23855553399999,6.631511471990494,33,300,300,300,300,300,300,0.9184319972991943,1.0807679891586304,0.18252800405025482,0.296640008687973,0.10022400319576263,0.16233600676059723,31.414265,39.329066,1.020242,1.36177,0.091582,0.126324,0.745467,1.252156,34.860513,43.009028,0.876599,1.864287,0.096997,0.139783,0.105121,0.170987,0.841206,0.943804,24.882719,68.323377,0.32339200377464294,0.3909760117530823,72.97676849365234,87.65248107910156,8.503348,12.460891,114.980614,162.050714,34.860513,43.009028,0.127305,0.187405,0.079677,0.224526,115.004151,162.076034,149.69207,202.165159,1337295,1347459,36,36,144,144,106,110,250,254,1337585,1347749,864,864,3024,3024,1338449,1348613,1341473,1351637,108,108
26,split_ae128_uint6_q5000,AE128,UINT6,5000,300,300,300,300,1.0,1.0,41.40631065000006,7.245272406320981,34,300,300,300,300,300,300,0.9162240028381348,1.0595519542694092,0.1818239986896515,0.2780799865722656,0.09987200051546097,0.18198400735855103,30.665903,37.941203,0.71146,0.945266,0.059608,0.108944,0.469301,1.500924,33.489168,41.251801,0.657785,2.070872,0.07374,0.113159,0.101364,0.178521,0.609942,0.716434,16.6562,60.001724,0.3176319897174835,0.3855679929256439,73.14723205566406,82.53823852539062,8.719574,12.918809,104.740034,148.634578,33.489168,41.251801,0.084205,0.128984,0.063104,0.223611,104.758512,148.654355,134.882217,191.449692,964555,970123,36,36,144,144,106,110,250,254,964841,970409,624,624,2184,2184,965465,971033,967649,973217,78,78
30,split_ae128_uint4_q0000,AE128,UINT4,0,300,300,300,300,1.0,1.0,46.86571505100004,6.401267956192178,33,0,300,300,300,300,300,0.9153919816017151,1.062399983406067,0.0,0.0,0.09852799773216248,0.1653759926557541,36.343907,41.97285,1.432677,2.021381,0.094953,0.133812,0.494129,0.96391,39.223023,45.200223,0.694825,1.491473,0.102003,0.150986,0.126752,0.226372,0.769231,0.863776,33.259404,80.621565,0.3274880051612854,0.4029119908809662,73.13683319091797,86.86153411865234,8.386303,13.516924,118.406262,165.849932,39.223023,45.200223,0.102824,0.145453,0.070383,0.185628,118.428891,165.922002,153.473159,201.426739,903844,943598,36,36,144,144,106,110,250,254,904130,943884,584,608,2044,2128,904714,944492,906758,946620,73,76
31,split_ae128_uint4_q3000,AE128,UINT4,3000,300,300,300,300,1.0,1.0,39.86881027199999,7.524679014831077,33,300,300,300,300,300,300,0.9163200259208679,1.0715199708938599,0.18160000443458557,0.2837119996547699,0.09993600100278854,0.11401599645614624,31.730354,38.430195,0.845798,1.162132,0.072455,0.089789,0.37243,0.724334,34.800857,41.728228,0.539331,1.465124,0.080051,0.11342,0.103521,0.171398,0.545855,0.62933,14.900975,49.086053,0.3208320140838623,0.3839679956436157,72.70982360839844,85.13056182861328,8.525573,12.701729,100.515301,137.423235,34.800857,41.728228,0.065288,0.09799,0.054155,0.226096,100.534441,137.445604,130.118379,175.340233,673447,693202,36,36,144,144,106,110,250,254,673733,693488,432,448,1512,1568,674165,693936,675677,695504,54,56
32,split_ae128_uint4_q5000,AE128,UINT4,5000,300,300,300,300,1.0,1.0,36.829263301999994,8.145696468050412,34,300,300,300,300,300,300,0.9134079813957214,1.0304960012435913,0.18105599284172058,0.31670400500297546,0.09996800124645233,0.12851199507713318,29.212958,36.438934,0.597776,0.757969,0.064348,0.080674,0.267944,0.461776,32.150798,39.866433,0.439608,1.695076,0.066515,0.085664,0.09873,0.17264,0.403047,0.454583,2.11562,38.277454,0.30953601002693176,0.3795199990272522,73.23446655273438,85.1390380859375,8.83035,13.280272,90.44224,130.303011,32.150798,39.866433,0.049542,0.072391,0.044636,0.20905,90.460941,130.32219,121.075973,165.261733,498667,511127,36,36,144,144,106,110,250,254,498953,511413,320,328,1120,1148,499273,511741,500393,512889,40,41
36,split_ae64_uint8_q0000,AE64,UINT8,0,300,300,300,300,1.0,1.0,40.541533156000014,7.399818819027592,31,0,300,300,300,300,300,0.9132800102233887,1.0672639608383179,0.0,0.0,0.08371199667453766,0.12323199957609177,31.715801,37.681339,0.946879,1.235317,0.100506,0.133142,0.519409,1.177679,34.171238,40.273172,0.794391,2.014313,0.088003,0.144286,0.091738,0.12784,0.853945,0.973649,19.686108,53.311134,0.30131199955940247,0.36614400148391724,73.35676574707031,88.96774291992188,8.065233,13.005673,102.567322,141.809006,34.171238,40.273172,0.12658,0.176109,0.078043,0.225526,102.586797,141.830632,132.046235,181.768756,1217455,1230540,36,36,144,144,105,109,249,253,1217740,1230825,784,792,2744,2772,1218524,1231617,1221268,1234389,98,99
37,split_ae64_uint8_q3000,AE64,UINT8,3000,300,300,300,300,1.0,1.0,36.82459259299997,8.146729641131925,32,300,300,300,300,300,300,0.9154559969902039,1.0697920322418213,0.18137599527835846,0.30508801341056824,0.08575999736785889,0.143327996134758,30.140405,36.13787,0.686921,0.898777,0.083912,0.110163,0.490915,0.902477,32.896644,38.859212,0.583592,2.196362,0.084144,0.11253,0.079025,0.117462,0.593648,0.678754,1.343626,39.587076,0.2690240144729614,0.3370240032672882,73.3443832397461,85.37494659423828,8.367372,13.037224,88.722509,127.545007,32.896644,38.859212,0.080395,0.118039,0.062355,0.189102,88.741005,127.562777,120.610159,165.776513,862111,868774,36,36,144,144,105,109,249,253,862396,869063,560,560,1960,1960,862956,869623,864916,871583,70,70
38,split_ae64_uint8_q5000,AE64,UINT8,5000,300,300,300,300,1.0,1.0,35.79249174399999,8.381646132538117,34,300,300,300,300,300,300,0.9166079759597778,1.0718719959259033,0.18198400735855103,0.28489598631858826,0.0851840004324913,0.14294399321079254,27.604012,35.924754,0.512104,0.54937,0.066453,0.089256,0.322437,0.66079,30.332371,38.710942,0.485198,2.327729,0.060299,0.089851,0.075668,0.11958,0.418659,0.479197,1.039167,35.577146,0.2511039972305298,0.3264639973640442,73.20496368408203,83.80451202392578,8.855672,12.893189,87.957676,124.360268,30.332371,38.710942,0.063949,0.086235,0.052255,0.17891,87.977285,124.381171,116.702207,160.656638,619525,623852,36,36,144,144,105,109,249,253,619810,624137,400,400,1400,1400,620210,624537,621610,625937,50,50
42,split_ae64_uint6_q0000,AE64,UINT6,0,300,300,300,300,1.0,1.0,42.93551162300003,6.987223132081968,31,0,300,300,300,300,300,0.9128640294075012,1.0295039415359497,0.0,0.0,0.08342400193214417,0.1337279975414276,32.873269,38.991944,0.803642,1.203197,0.080195,0.112529,0.453809,1.174491,35.133534,41.640684,0.625207,1.644104,0.077533,0.127521,0.091684,0.126352,0.614143,0.732752,25.463707,63.140511,0.3039039969444275,0.3712959885597229,73.46601867675781,85.74018859863281,8.117023,13.499575,111.59679,153.436918,35.133534,41.640684,0.091982,0.135929,0.06529,0.216795,111.617973,153.456963,144.522004,184.362319,958419,972064,36,36,144,144,105,109,249,253,958704,972353,616,624,2156,2184,959320,972977,961476,975161,77,78
43,split_ae64_uint6_q3000,AE64,UINT6,3000,300,300,300,300,1.0,1.0,37.282528354,8.046664570371428,32,300,300,300,300,300,300,0.9143679738044739,1.0233279466629028,0.1812479943037033,0.2868160009384155,0.0854720026254654,0.14547200500965118,29.412779,37.733979,0.532775,0.693068,0.046764,0.080575,0.358432,0.55009,32.122673,40.514351,0.439979,1.392137,0.064004,0.090957,0.077232,0.117879,0.439461,0.516275,3.384841,36.041294,0.27055999636650085,0.3405120074748993,73.29901123046875,89.01859283447266,8.353531,12.695901,91.382905,130.012654,32.122673,40.514351,0.056639,0.087106,0.048556,0.236247,91.400472,130.033674,123.797246,166.306868,682686,687141,36,36,144,144,105,109,249,253,682971,687426,440,448,1540,1568,683411,687874,684951,689442,55,56
44,split_ae64_uint6_q5000,AE64,UINT6,5000,300,300,300,300,1.0,1.0,36.11484127700001,8.306834237453982,34,300,300,300,300,300,300,0.9152320027351379,1.0720640420913696,0.18080000579357147,0.3070400059223175,0.08511999994516373,0.13884800672531128,29.262756,36.789529,0.390745,0.490259,0.043705,0.06142,0.256334,0.522952,31.886666,39.432053,0.383544,1.668863,0.055733,0.071293,0.0757,0.102464,0.320887,0.370102,0.84735,30.132338,0.252703994512558,0.33878400921821594,73.2474594116211,85.39692687988281,8.946537,13.079634,88.29407,125.492067,31.886666,39.432053,0.044238,0.064119,0.042373,0.19109,88.310939,125.512653,118.415754,162.046497,490902,493518,36,36,144,144,105,109,249,253,491191,493803,320,320,1120,1120,491511,494123,492631,495243,40,40
48,split_ae64_uint4_q0000,AE64,UINT4,0,300,300,300,300,1.0,1.0,38.664497473000004,7.759055971424289,31,0,300,300,300,300,300,0.9131199717521667,1.0229439735412598,0.0,0.0,0.08342400193214417,0.14579200744628906,30.500731,37.902444,0.797994,1.073447,0.060756,0.079638,0.268956,0.547439,32.561206,40.247869,0.351779,1.560685,0.065329,0.092029,0.085895,0.127102,0.438745,0.52274,12.337511,48.799208,0.2905920147895813,0.36374399065971375,73.86406707763672,87.80560302734375,8.079834,13.672969,93.837873,137.345522,32.561206,40.247869,0.052743,0.076386,0.042295,0.173073,93.857744,137.366316,125.042385,177.294925,482832,509679,36,36,144,144,105,109,249,253,483117,509964,312,328,1092,1148,483429,510292,484521,511440,39,41
49,split_ae64_uint4_q3000,AE64,UINT4,3000,300,300,300,300,1.0,1.0,35.81712674300001,8.375881241189484,32,300,300,300,300,300,300,0.9128000140190125,1.0719679594039917,0.1815039962530136,0.3005119860172272,0.08537600189447403,0.13663999736309052,29.996274,36.865173,0.49013,0.652277,0.051841,0.065357,0.223312,0.450503,32.60252,39.454087,0.322284,1.825073,0.053122,0.07025,0.077827,0.101328,0.311178,0.352792,0.881849,30.868463,0.2537919878959656,0.335999995470047,73.04966735839844,85.49139404296875,8.394674,13.153076,87.257409,121.029911,32.60252,39.454087,0.039318,0.055414,0.034336,0.167486,87.276996,121.049698,118.465296,159.973749,359097,369264,36,36,144,144,105,109,249,253,359382,369549,232,240,812,840,359614,369789,360426,370629,29,30
50,split_ae64_uint4_q5000,AE64,UINT4,5000,300,300,300,300,1.0,1.0,35.539251062000005,8.441370907806553,35,300,300,300,300,300,300,0.9095680117607117,1.0731840133666992,0.18105599284172058,0.3263680040836334,0.08508799970149994,0.14345599710941315,30.104318,35.898285,0.354571,0.452667,0.041031,0.056799,0.186386,0.342012,32.58894,38.270509,0.26104,1.7009,0.046095,0.060957,0.072903,0.130585,0.231057,0.257792,0.799951,29.736773,0.23676800727844238,0.32524800300598145,73.20220947265625,84.9035873413086,8.944171,13.395706,87.715723,121.600386,32.58894,38.270509,0.031316,0.043319,0.029524,0.180984,87.732834,121.617401,118.002133,157.256284,262907,268792,36,36,144,144,105,109,249,253,263193,269081,176,176,616,616,263369,269257,263985,269873,22,22
54,split_ae32_uint8_q0000,AE32,UINT8,0,300,300,300,300,1.0,1.0,35.787583107,8.382795761955784,34,0,300,300,300,300,300,0.9069120287895203,1.0667840242385864,0.0,0.0,0.08499199897050858,0.1443520039319992,30.277039,36.383112,0.507222,0.57177,0.065439,0.086394,0.297416,0.727575,32.235332,38.296642,0.477576,2.333082,0.060317,0.091897,0.080015,0.108954,0.447151,0.500638,1.091508,36.938254,0.23820799589157104,0.33132800459861755,73.27827453613281,89.22118377685547,8.699483,13.474841,87.284589,124.800983,32.235332,38.296642,0.066613,0.08774,0.051111,0.20161,87.305502,124.81905,119.301522,156.574314,602021,610280,36,36,144,144,105,109,249,253,602306,610565,392,392,1372,1372,602698,610957,604070,612329,49,49
55,split_ae32_uint8_q3000,AE32,UINT8,3000,300,300,300,300,1.0,1.0,35.43038168399999,8.467309290531212,33,300,300,300,300,300,300,0.9129599928855896,1.0510079860687256,0.18147200345993042,0.30640000104904175,0.08723200112581253,0.13167999684810638,29.507115,36.554593,0.375912,0.445867,0.054786,0.071602,0.312185,0.522128,32.013327,39.061084,0.344532,2.460919,0.051304,0.074954,0.068465,0.133971,0.313451,0.358087,0.710211,25.321207,0.21382400393486023,0.28886398673057556,73.43692779541016,89.51385498046875,8.373545,12.942813,86.604129,118.523039,32.013327,39.061084,0.044074,0.05925,0.038233,0.140002,86.62212,118.540358,116.96206,154.591136,428083,432252,36,36,144,144,105,109,249,253,428371,432537,280,280,980,980,428651,432817,429631,433797,35,35
56,split_ae32_uint8_q5000,AE32,UINT8,5000,300,300,300,300,1.0,1.0,36.43922225399999,8.232887022364164,34,300,300,300,300,300,300,0.9130880236625671,1.0856959819793701,0.18121600151062012,0.30697599053382874,0.08604799956083298,0.13023999333381653,30.667023,37.846265,0.284834,0.332994,0.039709,0.058368,0.189621,0.425213,33.132728,40.084089,0.300728,1.650842,0.044919,0.060788,0.069183,0.102279,0.230152,0.260592,0.676554,35.234348,0.2088319957256317,0.3012480139732361,73.98477172851562,87.7929916381836,8.959807,13.154958,87.804958,128.529413,33.132728,40.084089,0.033997,0.045287,0.032252,0.141107,87.822276,128.545242,119.12736,165.753165,308430,311254,36,36,144,144,105,109,249,253,308715,311539,200,200,700,700,308915,311739,309615,312439,25,25
60,split_ae32_uint6_q0000,AE32,UINT6,0,300,300,300,300,1.0,1.0,37.76428379299999,7.944014022466598,34,0,300,300,300,300,300,0.9097279906272888,1.0312319993972778,0.0,0.0,0.08473599702119827,0.14563199877738953,29.799036,37.368697,0.432154,0.62264,0.044275,0.06723,0.245663,0.67801,31.513421,39.174868,0.390246,1.920198,0.053431,0.071507,0.072317,0.11709,0.324087,0.379,10.046141,46.881496,0.25328001379966736,0.32444798946380615,73.37564849853516,90.77635192871094,8.652177,13.614375,94.339147,133.365554,31.513421,39.174868,0.046039,0.064204,0.040998,0.118813,94.358826,133.385788,124.153786,169.65284,474229,481884,36,36,144,144,105,109,249,253,474514,482169,304,312,1064,1092,474818,482481,475882,483573,38,39
