profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person
ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128/u8/q0.98,density_bin,3-4,frame_aggregate,453,1528,940,588,1265,1122,263,767,795,173,498,327,90,0.82787958,0.52995392,0.64623244,0.81595745,0.49103713,0.61310951,0.84693878,0.60363636,0.70488323,2.47682119,1.75496689,0.7218543,1.25395243,1.5584308,1.23718753,1.27977308,28192.18763797,27995.0,32829.2,19562,36517,0.20758909,0.13859061,0.06963988,0.41453677
ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128/u8/q0.98,density_bin,5+,frame_aggregate,135,792,394,398,646,513,146,317,299,77,329,214,69,0.81565657,0.55737705,0.6622245,0.80456853,0.51461039,0.62772277,0.82663317,0.60589319,0.69925611,3.8,2.21481481,1.58518519,1.3935702,1.74746484,1.30800996,1.47600971,28832.59259259,28841.0,34582.5,21891,38872,0.22990638,0.13630268,0.05515346,0.49826301
ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128/u8/q0.98,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3327,3144,572,2111,2301,357,1216,843,215,0.85329572,0.51414001,0.64165863,0.85534846,0.47846782,0.61366279,0.84975542,0.59057795,0.69684814,1.87254318,1.37045861,0.50208457,1.20087344,1.51280262,1.13314957,1.31844341,27172.97081596,27030.0,32291.4,16269,38872,0.20206847,0.13414493,0.04796323,0.42409726
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,all,ALL,frame_aggregate,2162,3899,2468,1431,3521,3362,378,2268,2535,200,1253,827,178,0.90305206,0.5115502,0.65312558,0.91896272,0.47220487,0.62384816,0.87561146,0.60240385,0.71375676,1.55504163,1.17252544,0.38251619,0.98306962,1.30522558,0.86793563,1.19146859,72961.23265495,72488.5,81498.9,59892,92201,0.32066392,0.45861266,0.05851297,0.44486613
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2096,1806,280,1152,1220,127,944,586,153,0.88215488,0.53716043,0.66772858,0.90070367,0.4856661,0.63105998,0.86052871,0.61699346,0.71869052,2.65979381,1.79675994,0.86303387,1.05072493,1.37548928,0.91854437,1.21203002,73488.6892489,72998.0,82902.3,62268,91563,0.33771117,0.44509294,0.08701884,0.48102171
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2405,2009,305,1152,1233,127,1253,776,178,0.88745387,0.54485727,0.67518248,0.90070367,0.48301887,0.62882096,0.87561146,0.61754559,0.72427746,2.16954644,1.33153348,0.83801296,1.06073732,1.38547219,0.91854437,1.19146859,72961.08099352,72457.5,81814.25,62268,91563,0.34360324,0.46037809,0.06712228,0.50330934
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3212,3130,353,2268,2509,200,944,621,153,0.90098177,0.50646484,0.6484304,0.91896272,0.47477496,0.62608696,0.86052871,0.60319489,0.70924117,2.18575419,1.75209497,0.43365922,0.96906424,1.29029301,0.86793563,1.21203002,73462.93226257,72804.5,82969.8,60236,92201,0.31453038,0.43120133,0.0817659,0.43062392
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,density_bin,0,frame_aggregate,483,0,0,0,0,29,0,0,13,0,0,16,0,,0.0,,,0.0,,,0.0,,0.06004141,0.02691511,0.03312629,,,,,72215.57971014,72178.0,78432.3,59892,84773,0.20062966,0.51472,0.00361352,0.08355545
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1482,1580,97,1082,1287,52,400,293,45,0.93856871,0.48399739,0.63865546,0.95414462,0.4567328,0.61775621,0.8988764,0.57720058,0.7029877,1.44821265,1.1796517,0.26856095,0.83958573,1.10159593,0.75291073,1.0740416,72655.46287809,72270.0,81258.0,60236,91348,0.30576291,0.44574519,0.05773169,0.41381186
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,density_bin,3-4,frame_aggregate,453,1528,940,588,1362,1236,166,846,922,94,516,314,72,0.89136126,0.52424942,0.66020359,0.9,0.47850679,0.62481536,0.87755102,0.62168675,0.72778561,2.72847682,2.03532009,0.69315673,1.02070829,1.3533855,0.94883669,1.13854428,74189.27373068,73537.0,83871.4,62268,92201,0.33310596,0.43887318,0.10240758,0.45803713
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,density_bin,5+,frame_aggregate,135,792,394,398,677,517,115,340,313,54,337,204,61,0.85479798,0.56700168,0.68177241,0.86294416,0.52067381,0.64947469,0.84673367,0.62292052,0.71778488,3.82962963,2.31851852,1.51111111,1.22144373,1.58710024,1.03268456,1.41188324,73979.32592593,73813.0,84052.2,62762,89689,0.34207907,0.41883361,0.07981086,0.52759273
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3521,3333,378,2268,2522,200,1253,811,178,0.90305206,0.51371462,0.65488701,0.91896272,0.47348643,0.62496556,0.87561146,0.60707364,0.71702432,1.98511018,1.50208457,0.48302561,0.98306962,1.30522558,0.86793563,1.19146859,73175.73555688,72601.0,82441.8,60236,92201,0.3251689,0.44178644,0.07185224,0.46186802
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3541,3061,358,2278,2318,190,1263,743,168,0.90818159,0.53635262,0.67441196,0.92301459,0.49564839,0.64496036,0.88259958,0.62961117,0.73494326,1.41581869,1.07215541,0.34366327,0.87096511,1.18081654,0.7697036,1.05360464,349153.81174838,349095.0,350948.6,346203,357915,0.8191418,0.99646396,0.91383302,0.54712842
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2114,1663,262,1155,1129,124,959,534,138,0.88973064,0.55970347,0.68714448,0.90304926,0.50569177,0.64833006,0.87420237,0.64233088,0.74054054,2.44918999,1.66273932,0.78645066,0.93872429,1.26004512,0.82790074,1.0721979,348933.26656848,348887.0,350659.8,346233,357915,0.83305745,0.99490167,0.9225174,0.58175327
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2418,1840,292,1155,1132,124,1263,708,168,0.89225092,0.56787224,0.69402985,0.90304926,0.50502842,0.64778463,0.88259958,0.64079148,0.74250441,1.98704104,1.2224622,0.76457883,0.94579323,1.26512541,0.82790074,1.05360464,349001.83585313,348955.5,350706.5,346233,357915,0.83812638,0.99570713,0.9146058,0.60406622
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3237,2863,328,2278,2308,190,959,555,138,0.90799439,0.53065574,0.66983963,0.92301459,0.49672918,0.64587468,0.87420237,0.6334214,0.73458445,1.99930168,1.61173184,0.38756983,0.85932116,1.1690095,0.7697036,1.0721979,348953.26885475,348885.0,350679.9,346203,357915,0.81679799,0.99546604,0.92426673,0.53066119
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,density_bin,0,frame_aggregate,483,0,0,0,0,21,0,0,7,0,0,14,0,,0.0,,,0.0,,,0.0,,0.04347826,0.01449275,0.02898551,,,,,349729.70600414,349755.0,351321.2,347086,352139,0.56605712,0.99859368,0.5875093,0.11206838
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1482,1407,97,1078,1165,56,404,242,41,0.93856871,0.51298027,0.66338406,0.95061728,0.48060633,0.63843648,0.90786517,0.625387,0.74060495,1.28964253,1.06782768,0.22181485,0.73135559,0.97346711,0.65300288,0.94042543,349044.07332722,348999.0,350757.0,346203,357915,0.80872648,0.99661748,0.91697423,0.51258774
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1377,1158,151,859,850,81,518,308,70,0.90117801,0.54319527,0.67782427,0.91382979,0.50263312,0.64854662,0.88095238,0.62711864,0.73267327,2.55629139,1.87637969,0.6799117,0.91446592,1.23053023,0.86654232,0.99393768,348887.84988962,348849.0,350662.2,346339,352650,0.81999746,0.99467207,0.93011343,0.53520688
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,density_bin,5+,frame_aggregate,135,792,394,398,682,475,110,341,296,53,341,179,57,0.86111111,0.58945549,0.69984607,0.86548223,0.53532182,0.6614937,0.85678392,0.65576923,0.74291939,3.51851852,2.19259259,1.32592593,1.08650866,1.4570361,0.89468573,1.27833159,348872.68888889,348887.0,350438.2,346233,350848,0.8481596,0.99312885,0.8981928,0.65315715
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3541,3040,358,2278,2311,190,1263,729,168,0.90818159,0.53806412,0.67576336,0.92301459,0.49640445,0.64560011,0.88259958,0.63403614,0.73794917,1.81060155,1.37641453,0.43418702,0.87096511,1.18081654,0.7697036,1.05360464,348988.14353782,348931.0,350702.6,346203,357915,0.82617673,0.99582541,0.9202831,0.56242168
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3506,2982,393,2276,2273,192,1230,709,201,0.89920492,0.54038224,0.67507461,0.92220421,0.50032974,0.64871028,0.85953878,0.6343476,0.72997033,1.37927845,1.05134135,0.3279371,0.87926435,1.17898576,0.7840052,1.05553251,65612.92275671,65520.0,67666.95,62380,69901,0.71517699,0.98136955,0.6330229,0.5311385
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2099,1644,277,1161,1129,118,938,515,159,0.88341751,0.56078012,0.68605981,0.90774042,0.5069869,0.65060241,0.85505925,0.64556091,0.73568627,2.42120766,1.66273932,0.75846834,0.94046497,1.25365179,0.82772553,1.08000707,65292.53608247,65079.0,67664.6,62394,69622,0.73715115,0.9765072,0.68465348,0.55029277
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2391,1817,319,1161,1132,118,1230,685,201,0.88228782,0.56820342,0.69124024,0.90774042,0.50632359,0.65005599,0.85953878,0.64229765,0.73520622,1.96220302,1.2224622,0.73974082,0.94491607,1.25190728,0.82772553,1.05553251,65361.12958963,65188.5,67605.75,62394,69622,0.73905425,0.98016457,0.65506141,0.58193676
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3214,2790,351,2276,2262,192,938,528,159,0.90154278,0.53530979,0.67175253,0.92220421,0.50154253,0.6497288,0.85505925,0.63983629,0.73195474,1.94832402,1.57960894,0.36871508,0.8703928,1.17335293,0.7840052,1.08000707,65573.79608939,65412.5,67629.9,62380,69901,0.71650816,0.97595451,0.66692202,0.50664794
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,19,0,0,8,0,0,11,0,,0.0,,,0.0,,,0.0,,0.03933747,0.01656315,0.02277433,,,,,65761.26086957,65715.0,67884.5,62778,68798,0.41627191,0.99242804,0.18795538,0.06843232
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1479,1360,100,1079,1131,55,400,229,45,0.93666878,0.52095808,0.66953373,0.95149912,0.48823529,0.64533493,0.8988764,0.63593005,0.74487896,1.24656279,1.03666361,0.20989918,0.75984213,1.00718856,0.68074155,0.97321594,65711.57836847,65648.0,67570.5,62380,69086,0.70768722,0.98032099,0.61984189,0.52289878
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1355,1140,173,850,835,90,505,305,83,0.8867801,0.54308617,0.67362665,0.90425532,0.50445104,0.64761905,0.85884354,0.62345679,0.72246066,2.51655629,1.84326711,0.67328918,0.91686815,1.20896995,0.86277447,1.00791691,65379.81015453,65137.0,68002.4,62394,69901,0.7369954,0.97338922,0.69569859,0.54189837
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,672,463,120,347,299,47,325,164,73,0.84848485,0.59207048,0.69745719,0.88071066,0.5371517,0.66730769,0.81658291,0.66462168,0.73280722,3.42962963,2.21481481,1.21481481,1.06627673,1.43952835,0.91215389,1.23083251,65067.14074074,64985.0,66980.3,62911,68883,0.74002306,0.97500113,0.67484736,0.5702207
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3506,2963,393,2276,2265,192,1230,698,201,0.89920492,0.54196939,0.67631173,0.92220421,0.50121119,0.64945071,0.85953878,0.6379668,0.73236082,1.76474092,1.34901727,0.41572365,0.87926435,1.17898576,0.7840052,1.05553251,65570.2501489,65422.0,67622.4,62380,69901,0.72536207,0.97806239,0.65276954,0.54525426
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3490,3063,409,2271,2318,197,1219,745,212,0.89510131,0.5325805,0.66781477,0.92017828,0.49487906,0.64361627,0.85185185,0.6206721,0.71811487,1.41674376,1.07215541,0.34458834,0.93234522,1.23762564,0.82632325,1.12986442,50595.01017576,50363.0,53124.35,47746,57970,0.6561885,0.96382851,0.45944558,0.54529141
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2087,1687,289,1161,1145,118,926,542,171,0.878367,0.55299417,0.67869919,0.90774042,0.50346921,0.64769874,0.84412033,0.63079019,0.72202729,2.48453608,1.68630339,0.7982327,0.99955396,1.3170817,0.87073998,1.16105831,50430.79675994,50099.0,53947.8,47746,56197,0.68443835,0.95516158,0.5191944,0.57895908
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2380,1862,330,1161,1154,118,1219,708,212,0.87822878,0.56105611,0.68469505,0.90774042,0.50151188,0.64607679,0.85185185,0.63258952,0.7260274,2.01079914,1.2462203,0.76457883,1.0034596,1.31542799,0.87073998,1.12986442,50427.48488121,50157.5,53232.5,47746,56197,0.6819427,0.96170119,0.48275536,0.60137154
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3197,2860,368,2271,2294,197,926,566,171,0.89677419,0.52781905,0.66451881,0.92017828,0.49748083,0.6458126,0.84412033,0.62064343,0.71533411,1.9972067,1.60195531,0.3952514,0.9232781,1.23140354,0.82632325,1.16105831,50616.95251397,50321.5,53470.8,47746,57970,0.66609563,0.9563045,0.51323602,0.52874639
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,28,0,0,15,0,0,13,0,,0.0,,,0.0,,,0.0,,0.05797101,0.0310559,0.02691511,,,,,50620.2815735,50485.0,52650.2,48146,53754,0.36541705,0.97749109,0.07102933,0.04773073
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1466,1401,113,1075,1152,59,391,249,54,0.92843572,0.51133589,0.65946919,0.94797178,0.48271217,0.63969057,0.87865169,0.6109375,0.72073733,1.28414299,1.05591201,0.22823098,0.81152881,1.08357421,0.72659632,1.04503886,50608.28964253,50403.0,52870.5,47876,56011,0.65195021,0.96651383,0.47860878,0.51072802
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,3-4,frame_aggregate,453,1528,940,588,1360,1172,168,851,852,89,509,320,79,0.89005236,0.5371248,0.66995074,0.90531915,0.4997064,0.64396519,0.86564626,0.61399276,0.7184192,2.58719647,1.8807947,0.70640177,0.97252309,1.28395566,0.88500811,1.11883988,50640.42384106,50196.0,55045.0,47746,57970,0.6709606,0.9489115,0.53394054,0.53002975
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,density_bin,5+,frame_aggregate,135,792,394,398,664,462,128,345,299,49,319,163,79,0.83838384,0.58969805,0.6923879,0.87563452,0.53571429,0.66473988,0.80150754,0.66182573,0.725,3.42222222,2.21481481,1.20740741,1.11679547,1.44288697,0.99231061,1.25142645,50244.88888889,50112.0,52691.0,48084,55844,0.67782376,0.94007068,0.44194457,0.65145603
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3490,3035,409,2271,2303,197,1219,732,212,0.89510131,0.5348659,0.6696086,0.92017828,0.49650197,0.64498722,0.85185185,0.62480779,0.72087522,1.80762359,1.37164979,0.43597379,0.93234522,1.23762564,0.82632325,1.12986442,50587.74032162,50308.0,53255.4,47746,57970,0.67181233,0.95974769,0.49488479,0.56080452
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,all,ALL,frame_aggregate,2162,3899,2468,1431,3488,3065,411,2274,2322,194,1214,743,217,0.89458836,0.53227529,0.66743207,0.92139384,0.49477807,0.64382786,0.84835779,0.62033725,0.71664699,1.41766883,1.07400555,0.34366327,0.93227197,1.23444237,0.82998442,1.12387154,34762.59343201,34464.5,37757.55,31705,44760,0.62697668,0.95321279,0.39160431,0.53611295
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2080,1679,296,1158,1139,121,922,540,175,0.87542088,0.55333865,0.67807661,0.90539484,0.50413583,0.64765101,0.84047402,0.63064295,0.72059398,2.47275405,1.67746686,0.79528719,0.99728842,1.30880431,0.87327996,1.15303875,34956.34315169,34473.0,39035.5,32113,42089,0.64154938,0.93563949,0.42251099,0.56649764
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2372,1851,338,1158,1145,121,1214,706,217,0.87527675,0.56168601,0.68426367,0.90539484,0.50282241,0.64656616,0.84835779,0.63229167,0.72455983,1.99892009,1.23650108,0.76241901,1.00153383,1.30818267,0.87327996,1.12387154,34760.16090713,34369.5,38089.75,31858,42089,0.64481378,0.94693987,0.39593926,0.59156221
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3196,2863,369,2274,2298,194,922,565,175,0.89649369,0.52747978,0.6641729,0.92139384,0.49737533,0.64602273,0.84047402,0.62004035,0.71362229,1.99930168,1.6047486,0.39455307,0.92318095,1.22791551,0.82998442,1.15303875,34997.56424581,34583.0,38680.6,31705,44760,0.63157027,0.9416986,0.43610597,0.51690625
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,30,0,0,18,0,0,12,0,,0.0,,,0.0,,,0.0,,0.0621118,0.03726708,0.02484472,,,,,34342.98757764,34375.0,35645.2,31917,36918,0.36250902,0.97393872,0.06275611,0.05083223
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1466,1401,113,1078,1149,56,388,252,57,0.92843572,0.51133589,0.65946919,0.95061728,0.48405927,0.64147575,0.87191011,0.60625,0.71520737,1.28414299,1.05316224,0.23098075,0.81344845,1.08351818,0.73286149,1.03734724,34729.36846929,34475.0,37448.0,31705,41716,0.62741041,0.95708898,0.41581442,0.50932782
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1359,1173,169,850,860,90,509,313,79,0.88939791,0.53672986,0.66945813,0.90425532,0.49707602,0.64150943,0.86564626,0.61922141,0.72198582,2.58940397,1.89845475,0.69094923,0.9753217,1.28442399,0.8900869,1.11765879,35290.58940397,34731.0,40127.0,32113,44760,0.62875579,0.92787741,0.43790309,0.52048687
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,663,461,129,346,295,48,317,166,81,0.83712121,0.58985765,0.69206681,0.87817259,0.53978159,0.66859903,0.79648241,0.6563147,0.71963678,3.41481481,2.18518519,1.22962963,1.10676775,1.42805189,0.98493069,1.23975079,34760.63703704,34421.0,38089.3,32699,40659,0.6507468,0.92800734,0.39096824,0.63326482
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3488,3035,411,2274,2304,194,1214,731,217,0.89458836,0.53472329,0.66935329,0.92139384,0.49672346,0.64547261,0.84835779,0.62416452,0.71919431,1.80762359,1.37224538,0.4353782,0.93227197,1.23444237,0.82998442,1.12387154,34883.30196546,34520.0,38326.7,31705,44760,0.63988297,0.94702678,0.42150159,0.55112053
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,all,ALL,frame_aggregate,2162,3899,2468,1431,3394,3144,505,2211,2347,257,1183,797,248,0.87047961,0.519119,0.65037846,0.8958671,0.48508118,0.6293766,0.82669462,0.59747475,0.69363823,1.45420907,1.08556892,0.36864015,1.05015292,1.36850306,0.95133787,1.234836,7098.42183164,7047.0,8281.0,4995,9921,0.39203377,0.87645011,0.11098974,0.18866146
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2011,1707,365,1120,1132,159,891,575,206,0.84638047,0.54088219,0.65999344,0.87568413,0.4973357,0.6343812,0.81221513,0.60777626,0.69527897,2.51399116,1.66715758,0.84683358,1.13650561,1.46577795,1.03240703,1.26735904,7229.04123711,7141.0,8431.6,5237,9437,0.39446602,0.84436392,0.12915608,0.20987805
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2303,1902,407,1120,1137,159,1183,765,248,0.8498155,0.54768133,0.66608821,0.87568413,0.49623394,0.63348416,0.82669462,0.60728953,0.70020716,2.05399568,1.22786177,0.82613391,1.1363903,1.46176672,1.03240703,1.234836,7116.00215983,7053.5,8322.5,5146,9437,0.41185674,0.86576089,0.11367515,0.25613417
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3102,2922,463,2211,2330,257,891,592,206,0.87012623,0.51494024,0.64699134,0.8958671,0.48689716,0.63090312,0.81221513,0.60080917,0.69069767,2.04050279,1.62709497,0.41340782,1.04210991,1.36219166,0.95133787,1.26735904,7203.56913408,7139.0,8419.45,4995,9921,0.38827033,0.85672895,0.13681368,0.17126838
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,density_bin,0,frame_aggregate,483,0,0,0,0,27,0,0,12,0,0,15,0,,0.0,,,0.0,,,0.0,,0.05590062,0.02484472,0.0310559,,,,,6936.60041408,6896.0,8109.1,5225,8482,0.30978512,0.90970826,0.01495071,0.0046964
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1441,1469,138,1057,1198,77,384,271,61,0.91260291,0.495189,0.64201381,0.93209877,0.46873614,0.62378283,0.86292135,0.58625954,0.69818182,1.34647113,1.09807516,0.24839597,0.86382376,1.11962141,0.79893305,1.04244217,7065.54170486,7043.0,8199.0,4995,9242,0.37361483,0.87952886,0.11626675,0.1250489
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,density_bin,3-4,frame_aggregate,453,1528,940,588,1314,1168,214,833,848,107,481,320,107,0.85994764,0.52941176,0.6553616,0.88617021,0.49553837,0.63563525,0.81802721,0.60049938,0.69258459,2.57836645,1.87196468,0.70640177,1.13567728,1.4705384,1.05319816,1.27851535,7313.12362031,7263.0,8475.2,5306,9921,0.41412025,0.8481719,0.15019966,0.2439892
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,density_bin,5+,frame_aggregate,135,792,394,398,639,480,153,321,289,73,318,191,80,0.80681818,0.57104558,0.66875981,0.81472081,0.52622951,0.63944223,0.79899497,0.62475442,0.70121279,3.55555556,2.14074074,1.41481481,1.29447425,1.63510677,1.18885275,1.40109218,7222.65925926,7110.0,8603.7,5480,9437,0.47852516,0.82398944,0.12526424,0.48632179
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3394,3117,505,2211,2335,257,1183,782,248,0.87047961,0.52127169,0.65206532,0.8958671,0.48636164,0.63045338,0.82669462,0.60203562,0.696702,1.85646218,1.39070876,0.46575342,1.05015292,1.36850306,0.95133787,1.234836,7144.97319833,7094.0,8334.3,4995,9921,0.4028614,0.86670123,0.12783663,0.21404634
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,all,ALL,frame_aggregate,2162,3899,2468,1431,3476,3076,423,2272,2328,196,1204,748,227,0.89151064,0.53052503,0.6651995,0.92058347,0.49391304,0.64289757,0.84136967,0.61680328,0.71179427,1.42275671,1.07678076,0.34597595,0.9463677,1.26224584,0.84297591,1.14147248,17128.5892692,16710.5,20277.35,14162,23524,0.42404755,0.89462092,0.19098975,0.18653198
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2070,1682,306,1155,1136,124,915,546,182,0.87121212,0.55170576,0.67558747,0.90304926,0.50414666,0.64705882,0.83409298,0.62628337,0.71540266,2.47717231,1.6730486,0.80412371,1.02849873,1.36192386,0.90559026,1.18364549,17574.7275405,17120.0,20817.2,14376,23524,0.44903685,0.87775138,0.23342038,0.23593878
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2359,1856,351,1155,1143,124,1204,713,227,0.8704797,0.55966785,0.68129964,0.90304926,0.50261097,0.64579256,0.84136967,0.62806468,0.71923536,2.00431965,1.23434125,0.7699784,1.02598118,1.35129251,0.90559026,1.14147248,17259.6187905,16699.0,20579.75,14376,23524,0.45403689,0.89489541,0.20860951,0.25860574
