profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1483,1398,96,1080,1160,54,403,238,42,0.93920203,0.51475182,0.66502242,0.95238095,0.48214286,0.64018969,0.90561798,0.62870515,0.74217311,1.28139322,1.06324473,0.21814849,0.73490792,0.98057754,0.65761338,0.9420496,197324.18790101,197079.0,203544.0,190544,209454,0.74654856,0.98792026,0.74033613,0.51138929
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,density_bin,3-4,frame_aggregate,453,1528,940,588,1376,1150,152,857,846,83,519,304,69,0.90052356,0.54473476,0.67883572,0.91170213,0.50322959,0.64850549,0.88265306,0.63061968,0.73564848,2.53863135,1.86754967,0.67108168,0.90307893,1.20636564,0.85032926,0.99018195,197611.9205298,197550.0,203891.6,188383,210265,0.74521063,0.97548797,0.72530713,0.53483679
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,density_bin,5+,frame_aggregate,135,792,394,398,685,474,107,343,295,51,342,179,56,0.86489899,0.59102675,0.702204,0.87055838,0.53761755,0.66472868,0.85929648,0.65642994,0.74428727,3.51111111,2.18518519,1.32592593,1.0982207,1.47403221,0.91694354,1.2800279,196719.85185185,196787.0,203039.6,190328,208141,0.7981061,0.98297989,0.75857029,0.65276813
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3544,3022,355,2280,2301,188,1264,721,167,0.90895101,0.53975023,0.6773053,0.92382496,0.49770792,0.64690027,0.88329839,0.63677582,0.74004684,1.79988088,1.37045861,0.42942228,0.87042501,1.17786419,0.76906415,1.05325946,197353.22751638,197161.0,203684.2,188383,210265,0.76066174,0.98423899,0.73599622,0.56175001
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,all,ALL,frame_aggregate,2162,3899,2468,1431,3547,3178,352,2287,2391,181,1260,787,171,0.90972044,0.52743494,0.66773343,0.92666126,0.48888414,0.64007837,0.88050314,0.61553493,0.72455434,1.46993525,1.10592044,0.3640148,0.93754194,1.25291024,0.82247122,1.14640442,158319.19935245,157801.0,168224.15,147699,183507,0.71362608,0.98002509,0.62726949,0.53358367
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2117,1720,259,1161,1161,118,956,559,141,0.89099327,0.55173312,0.68147433,0.90774042,0.5,0.64482088,0.87146764,0.6310231,0.73200613,2.53313697,1.70986745,0.82326951,1.01242244,1.33486672,0.87925158,1.1741498,158218.51104566,157806.0,168757.9,147980,175509,0.72427498,0.96955633,0.63472367,0.56854494
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2421,1914,289,1161,1172,118,1260,742,171,0.89335793,0.55847751,0.68729595,0.90774042,0.49764252,0.64285714,0.88050314,0.62937063,0.73405185,2.06695464,1.26565875,0.8012959,1.01829023,1.34229326,0.87925158,1.14640442,158215.18682505,157734.5,168153.5,147699,175509,0.73268273,0.97703515,0.6306342,0.59037883
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3243,2956,322,2287,2368,181,956,588,141,0.90967742,0.52314889,0.66427694,0.92666126,0.49129968,0.64214516,0.87146764,0.61917098,0.72396819,2.06424581,1.65363128,0.41061453,0.92614212,1.23897562,0.82247122,1.1741498,158298.71857542,157733.0,168846.55,147704,183507,0.70619551,0.97056766,0.63058083,0.51743804
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,density_bin,0,frame_aggregate,483,0,0,0,0,28,0,0,12,0,0,16,0,,0.0,,,0.0,,,0.0,,0.05797101,0.02484472,0.03312629,,,,,158437.78467909,158410.0,167027.6,148522,176208,0.54733278,0.99829526,0.53954756,0.10415551
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1478,1469,101,1081,1198,53,397,271,48,0.93603547,0.50152698,0.65311533,0.95326279,0.47433085,0.6334603,0.89213483,0.59431138,0.71338724,1.34647113,1.09807516,0.24839597,0.78789235,1.03947922,0.70245742,1.020525,157953.28872594,157359.0,167160.5,147699,174916,0.7035848,0.98026728,0.6300953,0.50039181
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,density_bin,3-4,frame_aggregate,453,1528,940,588,1384,1200,144,861,884,79,523,316,65,0.90575916,0.53560372,0.67315175,0.91595745,0.49340974,0.64134078,0.88945578,0.62336114,0.73300631,2.64900662,1.95143488,0.69757174,0.97556356,1.29480666,0.90544288,1.09100125,159206.92494481,158649.0,169574.6,147980,183507,0.70565537,0.96275831,0.63207813,0.52212968
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,density_bin,5+,frame_aggregate,135,792,394,398,685,481,107,345,297,49,340,184,58,0.86489899,0.58747856,0.69969356,0.87563452,0.53738318,0.66602317,0.85427136,0.64885496,0.73752711,3.56296296,2.2,1.36296296,1.18361516,1.55235178,0.99144608,1.37861026,157873.21481481,157727.0,167602.4,148460,175509,0.73671708,0.9666269,0.60654159,0.63698276
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3547,3150,352,2287,2379,181,1260,771,171,0.90972044,0.52964014,0.66949792,0.92666126,0.49014145,0.64115503,0.88050314,0.62038405,0.72790295,1.87611674,1.41691483,0.45920191,0.93754194,1.25291024,0.82247122,1.14640442,158285.08576534,157710.0,168620.0,147699,183507,0.71732859,0.97455155,0.62859944,0.54883477
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,all,ALL,frame_aggregate,2162,3899,2468,1431,3549,3208,350,2287,2413,181,1262,795,169,0.91023339,0.52523309,0.6661036,0.92666126,0.48659574,0.63811384,0.88190077,0.61351483,0.72362385,1.48381129,1.11609621,0.36771508,0.9430741,1.25965789,0.82742574,1.15265238,112305.3052729,111084.0,125642.95,99833,139613,0.65963912,0.96584651,0.49344618,0.51962467
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2119,1726,257,1161,1161,118,958,565,139,0.89183502,0.55110533,0.68124096,0.90774042,0.5,0.64482088,0.87329079,0.62902167,0.73129771,2.54197349,1.70986745,0.83210604,1.01947506,1.34146506,0.88651747,1.18060633,113516.71134021,111794.0,127578.4,100126,136746,0.66459635,0.94642095,0.49536659,0.55200151
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2423,1923,287,1161,1172,118,1262,751,169,0.89409594,0.55752416,0.68679138,0.90774042,0.49764252,0.64285714,0.88190077,0.62692499,0.73286876,2.07667387,1.26565875,0.81101512,1.02513169,1.34779889,0.88651747,1.15265238,112494.77321814,111297.0,126749.25,100126,136746,0.67562466,0.95987459,0.49196745,0.57503195
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3245,2984,320,2287,2391,181,958,593,139,0.91023843,0.52095039,0.6626506,0.92666126,0.48888414,0.64007837,0.87329079,0.61766602,0.72356495,2.08379888,1.66969274,0.41410615,0.93169292,1.24662932,0.82742574,1.18060633,113497.46787709,111951.0,127149.2,99833,139613,0.64951746,0.94954628,0.49683998,0.50216612
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,27,0,0,11,0,0,16,0,,0.0,,,0.0,,,0.0,,0.05590062,0.02277433,0.03312629,,,,,110110.52380952,109617.0,117335.5,100345,124758,0.49831285,0.99700974,0.3924857,0.10544312
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1481,1509,98,1083,1232,51,398,277,47,0.9379354,0.49531773,0.6482819,0.95502646,0.46781857,0.62800812,0.89438202,0.58962963,0.71071429,1.38313474,1.12923923,0.25389551,0.7932098,1.0486443,0.70466197,1.03415778,112067.32722273,110946.0,125344.0,99833,133404,0.64805245,0.9648869,0.48637419,0.49289626
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1383,1191,145,859,873,81,524,318,64,0.90510471,0.53729604,0.67430522,0.91382979,0.49595843,0.64296407,0.89115646,0.62232779,0.73286713,2.62913907,1.92715232,0.70198675,0.98043426,1.29843334,0.9100288,1.09585085,114790.73509934,112878.0,129842.2,100126,139613,0.65482355,0.93877308,0.50959575,0.51610182
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,685,481,107,345,297,49,340,184,58,0.86489899,0.58747856,0.69969356,0.87563452,0.53738318,0.66602317,0.85427136,0.64885496,0.73752711,3.56296296,2.2,1.36296296,1.19165792,1.56191177,1.00712755,1.37890197,113740.96296296,112851.0,128567.5,100465,136746,0.67840969,0.94641575,0.48449087,0.60432245
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3549,3181,350,2287,2402,181,1262,779,169,0.91023339,0.52734027,0.66779565,0.92666126,0.48773726,0.63909459,0.88190077,0.61832435,0.72695853,1.89458011,1.43061346,0.46396665,0.9430741,1.25965789,0.82742574,1.15265238,112936.68076236,111565.0,126689.6,99833,139613,0.66199149,0.95651145,0.49511252,0.5343505
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,all,ALL,frame_aggregate,2162,3899,2468,1431,3327,3152,572,2111,2305,357,1216,847,215,0.85329572,0.51350517,0.641164,0.85534846,0.47803442,0.61330622,0.84975542,0.58943286,0.69605037,1.45790934,1.06614246,0.39176688,1.2058552,1.51881709,1.13535379,1.32824704,23119.42645698,23065.5,28007.85,13716,33744,0.1941294,0.13494301,0.03785336,0.40959184
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,1977,1693,399,1058,1101,221,919,592,178,0.83207071,0.5386921,0.65398611,0.82720876,0.49004169,0.61547411,0.83773929,0.60820649,0.7047546,2.49337261,1.62150221,0.8718704,1.2755101,1.59364477,1.19868368,1.36395663,24379.544919,24167.0,28640.5,18544,33744,0.21505022,0.14221858,0.05836289,0.44456919
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2274,1902,436,1058,1105,221,1216,797,215,0.83911439,0.54454023,0.66047052,0.82720876,0.48913546,0.61475886,0.84975542,0.60407352,0.70615563,2.05399568,1.19330454,0.86069114,1.26796646,1.58451249,1.19868368,1.32824704,23735.1987041,23616.0,28189.0,13716,33744,0.21679941,0.1401797,0.04351429,0.46670424
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3030,2923,535,2111,2292,357,919,631,178,0.84992987,0.50898707,0.63668838,0.85534846,0.47944583,0.6144666,0.83773929,0.59290323,0.69437099,2.04120112,1.60055866,0.44064246,1.20468911,1.51847257,1.13535379,1.36395663,24065.1075419,23902.0,28608.2,16665,33744,0.19498397,0.13748906,0.05588408,0.39157876
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,density_bin,0,frame_aggregate,483,0,0,0,0,20,0,0,9,0,0,11,0,,0.0,,,0.0,,,0.0,,0.04140787,0.01863354,0.02277433,,,,,20906.59006211,20891.0,25155.6,13875,29039,0.05668846,0.12780211,0.00243856,0.0398247
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1416,1500,163,1027,1199,107,389,301,56,0.89677011,0.48559671,0.63003337,0.90564374,0.46136568,0.61130952,0.8741573,0.56376812,0.68546256,1.37488543,1.09899175,0.27589368,1.06814482,1.34825012,0.99974119,1.24873745,23251.21906508,23171.0,27764.0,13716,31623,0.18242885,0.13528087,0.03824071,0.37376497
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,density_bin,3-4,frame_aggregate,453,1528,940,588,1264,1120,264,766,796,174,498,324,90,0.82722513,0.53020134,0.64621677,0.81489362,0.49039693,0.61231015,0.84693878,0.60583942,0.70638298,2.47240618,1.75717439,0.71523179,1.26227284,1.57270142,1.24235021,1.29291688,24579.82339956,24307.0,29020.0,16966,32435,0.20863195,0.14087583,0.06977951,0.4152405
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,density_bin,5+,frame_aggregate,135,792,394,398,647,512,145,318,301,76,329,211,69,0.81691919,0.55823986,0.66324962,0.8071066,0.51373183,0.6278381,0.82663317,0.60925926,0.70149254,3.79259259,2.22962963,1.56296296,1.39702365,1.74689064,1.31558925,1.47573532,25070.94074074,25045.0,30055.9,19118,33744,0.23084194,0.13935424,0.05529707,0.4978745
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3327,3132,572,2111,2296,357,1216,836,215,0.85329572,0.51509522,0.64240201,0.85534846,0.47901066,0.61410909,0.84975542,0.59259259,0.69824864,1.86539607,1.36748064,0.49791543,1.2058552,1.51881709,1.13535379,1.32824704,23755.99583085,23647.0,28401.2,13716,33744,0.20278155,0.13708458,0.04810012,0.42315995
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,all,ALL,frame_aggregate,2162,3899,2468,1431,3526,3367,373,2270,2541,198,1256,826,175,0.90433444,0.51153344,0.653447,0.9197731,0.47183538,0.62371205,0.8777079,0.60326609,0.71505835,1.5573543,1.17530065,0.38205365,0.98528121,1.30882636,0.86881254,1.19577792,59404.93755782,58905.0,67419.0,47456,78495,0.34727506,0.53316,0.06693865,0.44172654
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2101,1808,275,1154,1218,125,947,590,150,0.88425926,0.53747762,0.66857597,0.9022674,0.48650927,0.63215557,0.86326345,0.61613533,0.71905847,2.66273932,1.79381443,0.86892489,1.05630746,1.38500865,0.92433729,1.21712432,59791.71723122,59163.0,68686.9,49357,78495,0.36240643,0.51256411,0.09744359,0.47721158
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2410,2009,300,1154,1229,125,1256,780,175,0.88929889,0.54537226,0.67611166,0.9022674,0.48426353,0.63025669,0.8777079,0.61689587,0.72454572,2.16954644,1.32721382,0.84233261,1.06580179,1.39408686,0.92433729,1.19577792,59346.13390929,58863.0,67539.75,49357,78495,0.36948839,0.5327266,0.07636283,0.49937574
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3217,3135,348,2270,2515,198,947,620,150,0.90238429,0.50645466,0.64878491,0.9197731,0.47439916,0.62594788,0.86326345,0.6043395,0.71096096,2.18924581,1.75628492,0.43296089,0.97134635,1.2939915,0.86881254,1.21712432,59871.75,59258.5,68856.25,47456,78495,0.34025954,0.50152652,0.09185647,0.42739562
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,density_bin,0,frame_aggregate,483,0,0,0,0,31,0,0,15,0,0,16,0,,0.0,,,0.0,,,0.0,,0.06418219,0.0310559,0.03312629,,,,,58677.40165631,58486.0,65078.4,47608,68399,0.22798385,0.59581434,0.00428213,0.08385509
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1482,1579,97,1082,1289,52,400,290,45,0.93856871,0.4841555,0.6387931,0.95414462,0.45634753,0.61740371,0.8988764,0.57971014,0.70484581,1.44729606,1.18148488,0.26581118,0.84018354,1.10150594,0.75390678,1.07356218,59192.08982585,58699.0,67230.0,47456,74880,0.3316704,0.52178505,0.06604574,0.40718042
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,density_bin,3-4,frame_aggregate,453,1528,940,588,1365,1239,163,847,924,93,518,315,70,0.89332461,0.52419355,0.660697,0.90106383,0.47826087,0.62486167,0.88095238,0.62184874,0.72906404,2.73509934,2.0397351,0.69536424,1.02166589,1.35520028,0.9463872,1.14475673,60481.77483444,59625.0,69788.2,50120,78495,0.35823245,0.50419482,0.11381214,0.45669039
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,density_bin,5+,frame_aggregate,135,792,394,398,679,518,113,341,313,53,338,205,60,0.85732323,0.56725146,0.68275515,0.86548223,0.52140673,0.65076336,0.84924623,0.62246777,0.7183847,3.83703704,2.31851852,1.51851852,1.22883002,1.59854629,1.04072542,1.4186042,60114.63703704,60338.0,68790.4,49710,75072,0.36754955,0.48711101,0.08919905,0.52633858
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3526,3336,373,2270,2526,198,1256,810,175,0.90433444,0.51384436,0.65532943,0.9197731,0.47331109,0.625,0.8777079,0.60793804,0.71833,1.98689696,1.50446694,0.48243002,0.98528121,1.30882636,0.86881254,1.19577792,59614.22870756,59067.0,68041.9,47456,78495,0.35137052,0.51437378,0.08137314,0.45836465
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3546,3057,353,2281,2315,187,1265,742,166,0.90946397,0.53702862,0.67529994,0.92423015,0.49630113,0.64580974,0.8839972,0.63029397,0.73589296,1.41396855,1.07076781,0.34320074,0.86816016,1.17652169,0.76581671,1.05270197,267202.86817761,267225.0,268254.95,264159,269025,0.81911128,0.99646298,0.91380674,0.54706413
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2120,1669,256,1158,1133,121,962,536,135,0.89225589,0.55951438,0.68775345,0.90539484,0.50545613,0.6487395,0.8769371,0.64218959,0.74142582,2.45802651,1.66863034,0.78939617,0.9354455,1.25432805,0.82274441,1.07110855,266947.58615611,266975.0,267905.2,264159,268708,0.83300997,0.99489964,0.92249224,0.58163803
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2423,1842,287,1158,1136,121,1265,706,166,0.89409594,0.56811254,0.69476703,0.90539484,0.50479512,0.64819479,0.8839972,0.64180619,0.74368019,1.98920086,1.22678186,0.76241901,0.94280067,1.26005127,0.82274441,1.05270197,267038.37041037,267052.5,268031.5,264159,268780,0.83810274,0.9957059,0.91458293,0.6040194
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3243,2862,322,2281,2304,187,962,558,135,0.90967742,0.53120393,0.67073423,0.92423015,0.49749182,0.64681696,0.8769371,0.63289474,0.73519297,1.99860335,1.60893855,0.3896648,0.85637815,1.16437977,0.76581671,1.07110855,267046.63477654,267068.0,268001.05,264159,268708,0.81674817,0.99546454,0.92424169,0.53053828
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,density_bin,0,frame_aggregate,483,0,0,0,0,22,0,0,8,0,0,14,0,,0.0,,,0.0,,,0.0,,0.04554865,0.01656315,0.02898551,,,,,267622.56728778,267605.0,268582.3,265939,269025,0.56601952,0.99859321,0.58734436,0.11212101
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1481,1398,98,1078,1159,56,403,239,42,0.9379354,0.51441473,0.66442351,0.95061728,0.4818954,0.63957283,0.90561798,0.62772586,0.74149034,1.28139322,1.06232814,0.21906508,0.72849779,0.97119281,0.64938653,0.94011552,267158.31622365,267204.0,268063.0,265298,268780,0.8087097,0.99661743,0.91696801,0.51254365
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1380,1159,148,861,852,79,519,307,69,0.90314136,0.54352107,0.6786329,0.91595745,0.50262697,0.64907652,0.88265306,0.6283293,0.73408769,2.5584989,1.8807947,0.67770419,0.90859106,1.21785561,0.86017116,0.98891771,266991.59602649,267004.0,267987.0,265157,268703,0.81992625,0.99466867,0.9300674,0.53504269
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,density_bin,5+,frame_aggregate,135,792,394,398,685,478,107,342,296,52,343,182,55,0.86489899,0.58899398,0.70076726,0.8680203,0.53605016,0.6627907,0.86180905,0.65333333,0.7432286,3.54074074,2.19259259,1.34814815,1.08866426,1.46227748,0.89526861,1.28149606,266770.25925926,266835.0,267743.5,264159,268121,0.84816361,0.99312625,0.89816156,0.65320302
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3546,3035,353,2281,2307,187,1265,728,166,0.90946397,0.53882389,0.67671756,0.92423015,0.49716652,0.64654195,0.8839972,0.63472153,0.73890187,1.80762359,1.37403216,0.43359142,0.86816016,1.17652169,0.76581671,1.05270197,267082.13281715,267107.0,268033.1,264159,268780,0.82614819,0.99582427,0.92025924,0.56236107
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,all,ALL,frame_aggregate,2162,3899,2468,1431,3542,3044,357,2278,2303,190,1264,741,167,0.90843806,0.53780747,0.67563186,0.92301459,0.49727134,0.64633281,0.88329839,0.63042394,0.73573923,1.4079556,1.06521739,0.34273821,0.87270282,1.18345774,0.7720335,1.05413059,257817.07631822,257313.0,265042.0,250554,273674,0.75941616,0.98807844,0.74380082,0.54636922
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2115,1649,261,1155,1117,124,960,532,137,0.89015152,0.56190223,0.68892508,0.90304926,0.50836268,0.65052098,0.87511395,0.64343164,0.74159907,2.42857143,1.64506627,0.78350515,0.94103495,1.26212606,0.83116221,1.07322558,257405.82768778,257048.0,263953.4,250710,270997,0.76800312,0.98094314,0.74157778,0.58148844
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2419,1826,291,1155,1120,124,1264,706,167,0.89261993,0.56984688,0.69561467,0.90304926,0.50769231,0.64997186,0.88329839,0.64162437,0.74331079,1.97192225,1.20950324,0.76241901,0.94766987,1.26703886,0.83116221,1.05413059,257441.325054,257053.5,263888.0,250710,270997,0.77592491,0.98560558,0.73859584,0.60357331
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3238,2846,327,2278,2293,190,960,553,137,0.90827489,0.53221565,0.67115763,0.92301459,0.49835922,0.64725103,0.87511395,0.63450099,0.73563218,1.98743017,1.60125698,0.38617318,0.86133072,1.17184776,0.7720335,1.07322558,257621.16410615,257060.5,264857.6,250554,273674,0.75356848,0.98260464,0.74791222,0.53018858
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,density_bin,0,frame_aggregate,483,0,0,0,0,21,0,0,7,0,0,14,0,,0.0,,,0.0,,,0.0,,0.04347826,0.01449275,0.02898551,,,,,258540.16977226,258489.0,265862.0,252385,271914,0.56647736,0.99857864,0.58599858,0.11485486
