profile_id,display_profile_id,network_regime,profile_payload_p95_bytes,estimated_chunk_count_p95,estimated_udp_ip_bytes_p95,target_offer_hz,target_feature_offer_mbps,estimated_udp_ip_offer_mbps,lower_layer_onwire_offer_status,capacity_reference_mbps,load_ratio,screening_prediction,capacity_uncertainty_relation,evidence_status,directly_measured,network_certification,profile_quality_status
ae32__u6__q0.5__zstd3__ckpt10cebbeede4d,ae32/u6/q0.5,mid,99942.0,2,100014.0,10.0,7.99536,8.00112,UNKNOWN_NOT_ESTIMATED,19.711695,0.40590725,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128/u4/q0.3,mid,103735.95,2,103807.95,10.0,8.298876,8.304636,UNKNOWN_NOT_ESTIMATED,19.711695,0.42130502,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,mid,106308.1,2,106380.1,10.0,8.504648,8.510408,UNKNOWN_NOT_ESTIMATED,19.711695,0.4317441,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,mid,110025.65,2,110097.65,10.0,8.802052,8.807812,UNKNOWN_NOT_ESTIMATED,19.711695,0.44683179,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,mid,114217.75,2,114289.75,10.0,9.13742,9.14318,UNKNOWN_NOT_ESTIMATED,19.711695,0.46384545,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,mid,125642.95,3,125750.95,10.0,10.051436,10.060076,UNKNOWN_NOT_ESTIMATED,19.711695,0.51036078,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,mid,127276.85,3,127384.85,10.0,10.182148,10.190788,UNKNOWN_NOT_ESTIMATED,19.711695,0.51699197,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,mid,129576.7,3,129684.7,10.0,10.366136,10.374776,UNKNOWN_NOT_ESTIMATED,19.711695,0.52632592,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.5__zstd3__ckpt10cebbeede4d,ae32/u8/q0.5,mid,129943.4,3,130051.4,10.0,10.395472,10.404112,UNKNOWN_NOT_ESTIMATED,19.711695,0.52781417,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0__zstd3__ckpt601984b96d85,ae128/u4/q0,mid,135398.85,3,135506.85,10.0,10.831908,10.840548,UNKNOWN_NOT_ESTIMATED,19.711695,0.54995514,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,mid,157179.35,3,157287.35,10.0,12.574348,12.582988,UNKNOWN_NOT_ESTIMATED,19.711695,0.63835139,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.7__zstd3__ckpt601984b96d85,ae128/u8/q0.7,mid,158005.75,3,158113.75,10.0,12.64046,12.6491,UNKNOWN_NOT_ESTIMATED,19.711695,0.64170534,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,mid,165171.55,3,165279.55,10.0,13.213724,13.222364,UNKNOWN_NOT_ESTIMATED,19.711695,0.67078777,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.5__zstd3__ckpt601984b96d85,ae128/u6/q0.5,mid,168224.15,3,168332.15,10.0,13.457932,13.466572,UNKNOWN_NOT_ESTIMATED,19.711695,0.68317676,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,mid,169829.65,3,169937.65,10.0,13.586372,13.595012,UNKNOWN_NOT_ESTIMATED,19.711695,0.68969269,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.9__zstd3__ckptf319e2a5e8fb,noae/u6/q0.9,mid,173559.5,3,173667.5,10.0,13.88476,13.8934,UNKNOWN_NOT_ESTIMATED,19.711695,0.70483031,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,mid,179634.8,3,179742.8,10.0,14.370784,14.379424,UNKNOWN_NOT_ESTIMATED,19.711695,0.72948694,projected_below_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,mid,202247.2,4,202391.2,10.0,16.179776,16.191296,UNKNOWN_NOT_ESTIMATED,19.711695,0.82140557,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,mid,203740.85,4,203884.85,10.0,16.299268,16.310788,UNKNOWN_NOT_ESTIMATED,19.711695,0.82746755,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,mid,206753.65,4,206897.65,10.0,16.540292,16.551812,UNKNOWN_NOT_ESTIMATED,19.711695,0.83969501,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.9__zstd3__ckptf319e2a5e8fb,noae/u8/q0.9,mid,209089.75,4,209233.75,10.0,16.72718,16.7387,UNKNOWN_NOT_ESTIMATED,19.711695,0.84917609,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,mid,209216.95,4,209360.95,10.0,16.737356,16.748876,UNKNOWN_NOT_ESTIMATED,19.711695,0.84969233,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.5__zstd3__ckpt601984b96d85,ae128/u8/q0.5,mid,216832.65,4,216976.65,10.0,17.346612,17.358132,UNKNOWN_NOT_ESTIMATED,19.711695,0.88060068,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,mid,235560.85,4,235704.85,10.0,18.844868,18.856388,UNKNOWN_NOT_ESTIMATED,19.711695,0.95660916,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,mid,265042.0,5,265222.0,10.0,21.20336,21.21776,UNKNOWN_NOT_ESTIMATED,19.711695,1.07640464,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,mid,265454.1,5,265634.1,10.0,21.236328,21.250728,UNKNOWN_NOT_ESTIMATED,19.711695,1.07807715,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,mid,268254.95,5,268434.95,10.0,21.460396,21.474796,UNKNOWN_NOT_ESTIMATED,19.711695,1.08944441,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,mid,279947.95,5,280127.95,10.0,22.395836,22.410236,UNKNOWN_NOT_ESTIMATED,19.711695,1.13690051,projected_boundary,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,mid,315701.05,6,315917.05,10.0,25.256084,25.273364,UNKNOWN_NOT_ESTIMATED,19.711695,1.28215072,projected_above_capacity,inside_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.7__zstd3__ckptf319e2a5e8fb,noae/u6/q0.7,mid,348148.7,6,348364.7,10.0,27.851896,27.869176,UNKNOWN_NOT_ESTIMATED,19.711695,1.41383965,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,mid,350948.6,6,351164.6,10.0,28.075888,28.093168,UNKNOWN_NOT_ESTIMATED,19.711695,1.42520306,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,mid,416840.8,7,417092.8,10.0,33.347264,33.367424,UNKNOWN_NOT_ESTIMATED,19.711695,1.69277295,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.7__zstd3__ckptf319e2a5e8fb,noae/u8/q0.7,mid,438598.65,8,438886.65,10.0,35.087892,35.110932,UNKNOWN_NOT_ESTIMATED,19.711695,1.78122338,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.5__zstd3__ckptf319e2a5e8fb,noae/u6/q0.5,mid,486754.95,9,487078.95,10.0,38.940396,38.966316,UNKNOWN_NOT_ESTIMATED,19.711695,1.97681204,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,mid,601363.1,11,601759.1,10.0,48.109048,48.140728,UNKNOWN_NOT_ESTIMATED,19.711695,2.44224193,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.5__zstd3__ckptf319e2a5e8fb,noae/u8/q0.5,mid,637162.85,11,637558.85,10.0,50.973028,51.004708,UNKNOWN_NOT_ESTIMATED,19.711695,2.58753537,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.3__zstd3__ckptf319e2a5e8fb,noae/u8/q0.3,mid,802558.1,14,803062.1,10.0,64.204648,64.244968,UNKNOWN_NOT_ESTIMATED,19.711695,3.25923103,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0__zstd3__ckptf319e2a5e8fb,noae/u6/q0,mid,822827.2,14,823331.2,10.0,65.826176,65.866496,UNKNOWN_NOT_ESTIMATED,19.711695,3.34149326,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0__zstd3__ckptf319e2a5e8fb,noae/u8/q0,mid,1096245.95,19,1096929.95,10.0,87.699676,87.754396,UNKNOWN_NOT_ESTIMATED,19.711695,4.45189498,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32/u4/q0.98,mild,8281.0,1,8317.0,10.0,0.66248,0.66536,UNKNOWN_NOT_ESTIMATED,27.778469,0.02395236,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.98__zstd3__ckpt10cebbeede4d,ae32/u6/q0.98,mild,11619.65,1,11655.65,10.0,0.929572,0.932452,UNKNOWN_NOT_ESTIMATED,27.778469,0.03356744,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.98,mild,11808.8,1,11844.8,10.0,0.944704,0.947584,UNKNOWN_NOT_ESTIMATED,27.778469,0.03411218,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.98__zstd3__ckpt10cebbeede4d,ae32/u8/q0.98,mild,13013.45,1,13049.45,10.0,1.041076,1.043956,UNKNOWN_NOT_ESTIMATED,27.778469,0.03758148,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.98,mild,16843.45,1,16879.45,10.0,1.347476,1.350356,UNKNOWN_NOT_ESTIMATED,27.778469,0.04861161,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.98,mild,19050.5,1,19086.5,10.0,1.52404,1.52692,UNKNOWN_NOT_ESTIMATED,27.778469,0.05496775,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.98__zstd3__ckpt601984b96d85,ae128/u4/q0.98,mild,19212.65,1,19248.65,10.0,1.537012,1.539892,UNKNOWN_NOT_ESTIMATED,27.778469,0.05543473,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32/u4/q0.9,mild,20277.35,1,20313.35,10.0,1.622188,1.625068,UNKNOWN_NOT_ESTIMATED,27.778469,0.05850099,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.9,mild,27483.8,1,27519.8,10.0,2.198704,2.201584,UNKNOWN_NOT_ESTIMATED,27.778469,0.07925505,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.98__zstd3__ckpt601984b96d85,ae128/u6/q0.98,mild,28007.85,1,28043.85,10.0,2.240628,2.243508,UNKNOWN_NOT_ESTIMATED,27.778469,0.08076428,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.98__zstd3__ckpt601984b96d85,ae128/u8/q0.98,mild,31893.6,1,31929.6,10.0,2.551488,2.554368,UNKNOWN_NOT_ESTIMATED,27.778469,0.09195496,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.9__zstd3__ckpt10cebbeede4d,ae32/u6/q0.9,mild,32393.45,1,32429.45,10.0,2.591476,2.594356,UNKNOWN_NOT_ESTIMATED,27.778469,0.09339449,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32/u4/q0.7,mild,37757.55,1,37793.55,10.0,3.020604,3.023484,UNKNOWN_NOT_ESTIMATED,27.778469,0.10884272,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.9__zstd3__ckpt10cebbeede4d,ae32/u8/q0.9,mild,38929.0,1,38965.0,10.0,3.11432,3.1172,UNKNOWN_NOT_ESTIMATED,27.778469,0.11221641,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.9__zstd3__ckpt601984b96d85,ae128/u4/q0.9,mild,41001.45,1,41037.45,10.0,3.280116,3.282996,UNKNOWN_NOT_ESTIMATED,27.778469,0.11818492,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.9,mild,44009.2,1,44045.2,10.0,3.520736,3.523616,UNKNOWN_NOT_ESTIMATED,27.778469,0.12684702,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,mild,48485.95,1,48521.95,10.0,3.878876,3.881756,UNKNOWN_NOT_ESTIMATED,27.778469,0.13973974,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.7,mild,50707.5,1,50743.5,10.0,4.0566,4.05948,UNKNOWN_NOT_ESTIMATED,27.778469,0.14613764,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32/u4/q0.5,mild,53124.35,1,53160.35,10.0,4.249948,4.252828,UNKNOWN_NOT_ESTIMATED,27.778469,0.153098,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.9,mild,53607.6,1,53643.6,10.0,4.288608,4.291488,UNKNOWN_NOT_ESTIMATED,27.778469,0.15448972,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.9__zstd3__ckpt601984b96d85,ae128/u6/q0.9,mild,67419.0,2,67491.0,10.0,5.39352,5.39928,UNKNOWN_NOT_ESTIMATED,27.778469,0.19436924,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32/u4/q0.3,mild,67666.95,2,67738.95,10.0,5.413356,5.419116,UNKNOWN_NOT_ESTIMATED,27.778469,0.19508332,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.7__zstd3__ckpt10cebbeede4d,ae32/u6/q0.7,mild,67757.6,2,67829.6,10.0,5.420608,5.426368,UNKNOWN_NOT_ESTIMATED,27.778469,0.19534439,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.5,mild,68073.1,2,68145.1,10.0,5.445848,5.451608,UNKNOWN_NOT_ESTIMATED,27.778469,0.196253,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.98__zstd3__ckptf319e2a5e8fb,noae/u6/q0.98,mild,68901.75,2,68973.75,10.0,5.51214,5.5179,UNKNOWN_NOT_ESTIMATED,27.778469,0.19863946,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.7__zstd3__ckpt601984b96d85,ae128/u4/q0.7,mild,70398.55,2,70470.55,10.0,5.631884,5.637644,UNKNOWN_NOT_ESTIMATED,27.778469,0.20295013,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.98__zstd3__ckptf319e2a5e8fb,noae/u8/q0.98,mild,74063.0,2,74135.0,10.0,5.92504,5.9308,UNKNOWN_NOT_ESTIMATED,27.778469,0.21350349,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u4/q0.3,mild,81274.35,2,81346.35,10.0,6.501948,6.507708,UNKNOWN_NOT_ESTIMATED,27.778469,0.23427166,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.9__zstd3__ckpt601984b96d85,ae128/u8/q0.9,mild,81498.9,2,81570.9,10.0,6.519912,6.525672,UNKNOWN_NOT_ESTIMATED,27.778469,0.23491835,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32/u8/q0.7,mild,85995.4,2,86067.4,10.0,6.879632,6.885392,UNKNOWN_NOT_ESTIMATED,27.778469,0.24786794,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.5__zstd3__ckpt601984b96d85,ae128/u4/q0.5,mild,87825.4,2,87897.4,10.0,7.026032,7.031792,UNKNOWN_NOT_ESTIMATED,27.778469,0.25313821,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,mild,89852.75,2,89924.75,10.0,7.18822,7.19398,UNKNOWN_NOT_ESTIMATED,27.778469,0.25897684,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32/u4/q0,mild,94873.8,2,94945.8,10.0,7.589904,7.595664,UNKNOWN_NOT_ESTIMATED,27.778469,0.2734371,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.5__zstd3__ckpt10cebbeede4d,ae32/u6/q0.5,mild,99942.0,2,100014.0,10.0,7.99536,8.00112,UNKNOWN_NOT_ESTIMATED,27.778469,0.28803315,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0.3__zstd3__ckpt601984b96d85,ae128/u4/q0.3,mild,103735.95,2,103807.95,10.0,8.298876,8.304636,UNKNOWN_NOT_ESTIMATED,27.778469,0.29895946,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,mild,106308.1,2,106380.1,10.0,8.504648,8.510408,UNKNOWN_NOT_ESTIMATED,27.778469,0.30636706,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,mild,110025.65,2,110097.65,10.0,8.802052,8.807812,UNKNOWN_NOT_ESTIMATED,27.778469,0.31707334,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,mild,114217.75,2,114289.75,10.0,9.13742,9.14318,UNKNOWN_NOT_ESTIMATED,27.778469,0.32914629,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0.7__zstd3__ckpt601984b96d85,ae128/u6/q0.7,mild,125642.95,3,125750.95,10.0,10.051436,10.060076,UNKNOWN_NOT_ESTIMATED,27.778469,0.36215372,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,mild,127276.85,3,127384.85,10.0,10.182148,10.190788,UNKNOWN_NOT_ESTIMATED,27.778469,0.36685924,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,mild,129576.7,3,129684.7,10.0,10.366136,10.374776,UNKNOWN_NOT_ESTIMATED,27.778469,0.37348264,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae32__u8__q0.5__zstd3__ckpt10cebbeede4d,ae32/u8/q0.5,mild,129943.4,3,130051.4,10.0,10.395472,10.404112,UNKNOWN_NOT_ESTIMATED,27.778469,0.37453871,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u4__q0__zstd3__ckpt601984b96d85,ae128/u4/q0,mild,135398.85,3,135506.85,10.0,10.831908,10.840548,UNKNOWN_NOT_ESTIMATED,27.778469,0.39025002,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,mild,157179.35,3,157287.35,10.0,12.574348,12.582988,UNKNOWN_NOT_ESTIMATED,27.778469,0.4529763,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0.7__zstd3__ckpt601984b96d85,ae128/u8/q0.7,mild,158005.75,3,158113.75,10.0,12.64046,12.6491,UNKNOWN_NOT_ESTIMATED,27.778469,0.45535627,projected_below_capacity,below_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
