profile_id,display_profile_id,network_regime,profile_payload_p95_bytes,estimated_chunk_count_p95,estimated_udp_ip_bytes_p95,target_offer_hz,target_feature_offer_mbps,estimated_udp_ip_offer_mbps,lower_layer_onwire_offer_status,capacity_reference_mbps,load_ratio,screening_prediction,capacity_uncertainty_relation,evidence_status,directly_measured,network_certification,profile_quality_status
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,poor,265042.0,5,265222.0,10.0,21.20336,21.21776,UNKNOWN_NOT_ESTIMATED,10.390025,2.04212791,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,poor,265454.1,5,265634.1,10.0,21.236328,21.250728,UNKNOWN_NOT_ESTIMATED,10.390025,2.04530095,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,poor,268254.95,5,268434.95,10.0,21.460396,21.474796,UNKNOWN_NOT_ESTIMATED,10.390025,2.06686663,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,poor,279947.95,5,280127.95,10.0,22.395836,22.410236,UNKNOWN_NOT_ESTIMATED,10.390025,2.15689914,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,poor,315701.05,6,315917.05,10.0,25.256084,25.273364,UNKNOWN_NOT_ESTIMATED,10.390025,2.43246421,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.7__zstd3__ckptf319e2a5e8fb,noae/u6/q0.7,poor,348148.7,6,348364.7,10.0,27.851896,27.869176,UNKNOWN_NOT_ESTIMATED,10.390025,2.68230115,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
ae128__u8__q0__zstd3__ckpt601984b96d85,ae128/u8/q0,poor,350948.6,6,351164.6,10.0,28.075888,28.093168,UNKNOWN_NOT_ESTIMATED,10.390025,2.70385952,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,poor,416840.8,7,417092.8,10.0,33.347264,33.367424,UNKNOWN_NOT_ESTIMATED,10.390025,3.2114864,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.7__zstd3__ckptf319e2a5e8fb,noae/u8/q0.7,poor,438598.65,8,438886.65,10.0,35.087892,35.110932,UNKNOWN_NOT_ESTIMATED,10.390025,3.37929235,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.5__zstd3__ckptf319e2a5e8fb,noae/u6/q0.5,poor,486754.95,9,487078.95,10.0,38.940396,38.966316,UNKNOWN_NOT_ESTIMATED,10.390025,3.75035825,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,poor,601363.1,11,601759.1,10.0,48.109048,48.140728,UNKNOWN_NOT_ESTIMATED,10.390025,4.63336017,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.5__zstd3__ckptf319e2a5e8fb,noae/u8/q0.5,poor,637162.85,11,637558.85,10.0,50.973028,51.004708,UNKNOWN_NOT_ESTIMATED,10.390025,4.90900724,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0.3__zstd3__ckptf319e2a5e8fb,noae/u8/q0.3,poor,802558.1,14,803062.1,10.0,64.204648,64.244968,UNKNOWN_NOT_ESTIMATED,10.390025,6.18333142,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u6__q0__zstd3__ckptf319e2a5e8fb,noae/u6/q0,poor,822827.2,14,823331.2,10.0,65.826176,65.866496,UNKNOWN_NOT_ESTIMATED,10.390025,6.33939726,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
noae__u8__q0__zstd3__ckptf319e2a5e8fb,noae/u8/q0,poor,1096245.95,19,1096929.95,10.0,87.699676,87.754396,UNKNOWN_NOT_ESTIMATED,10.390025,8.44602357,projected_above_capacity,above_uncertainty_band,composed_projection_not_fixed_10hz_measurement,False,UNRESOLVED,REVIEW_REQUIRED
