profile_id,display_profile_id,model_family,ae_bottleneck,quantization_mode,roi_drop_fraction,entropy_coder,entropy_level,checkpoint_sha256,eval_set_sha256,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person,evidence_pool_version,quality_set_id,quality_frame_count,perception_evidence,difficult_object_evidence,object_detail_evidence,segmentation_role,provenance_status,evidence_source_id,exclusion_reason,eligibility_status
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,ae64,64,per_channel_uint6,0.0,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3512,2982,387,2273,2261,195,1239,721,192,0.90074378,0.5408069,0.67583951,0.92098865,0.50132333,0.64924307,0.86582809,0.63214286,0.73075789,1.37927845,1.04579093,0.33348751,0.86687625,1.16922364,0.77069697,1.04332136,208010.23034228,208280.5,209216.95,203888,210103,0.82515445,0.99660393,0.91604114,0.56281829,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,ae64,64,per_channel_uint6,0.3,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3512,2985,387,2275,2261,193,1237,724,194,0.90074378,0.54055718,0.67564448,0.92179903,0.50154321,0.64962878,0.86443047,0.63080061,0.72936321,1.38066605,1.04579093,0.33487512,0.86699234,1.17188774,0.77218436,1.04135624,152179.1827012,151808.5,157179.35,145161,164923,0.79495387,0.99299323,0.8278239,0.56404449,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,ae64,64,per_channel_uint6,0.5,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3499,2996,400,2258,2254,210,1241,742,190,0.89740959,0.53872209,0.67327304,0.91491086,0.50044326,0.6469914,0.86722572,0.62581947,0.72700644,1.38575393,1.04255319,0.34320074,0.91164922,1.22740863,0.80175082,1.11160941,120720.16512488,120115.0,127276.85,111738,135964,0.78110105,0.99141193,0.79219384,0.55969739,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u6__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.7,ae64,64,per_channel_uint6,0.7,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3507,3040,392,2263,2303,205,1244,737,187,0.8994614,0.53566519,0.67145319,0.91693679,0.4956198,0.64344612,0.86932215,0.62796567,0.72919109,1.40610546,1.06521739,0.34088807,0.91449691,1.23048272,0.80250381,1.11822712,82975.50555042,82472.5,89852.75,73743,97304,0.75621347,0.98833026,0.72692699,0.55338316,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u6__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.9,ae64,64,per_channel_uint6,0.9,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3484,3073,415,2269,2333,199,1215,740,216,0.89356245,0.53134055,0.66641163,0.91936791,0.4930465,0.64186704,0.8490566,0.62148338,0.71766096,1.4213691,1.07909343,0.34227567,0.9222728,1.22149551,0.81758034,1.11778489,38644.6119334,38358.5,44009.2,31501,51737,0.68165546,0.97778584,0.53463832,0.5325422,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u6__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.98,ae64,64,per_channel_uint6,0.98,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3451,3113,448,2231,2348,237,1220,765,211,0.88509874,0.5257465,0.65965784,0.90397083,0.48722428,0.63317724,0.85255066,0.61460957,0.71428571,1.43987049,1.08603145,0.35383904,1.03949011,1.35447147,0.94789292,1.20699284,14089.95097132,13931.5,16843.45,10162,20089,0.6075488,0.97592613,0.36850926,0.47821101,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,ae64,64,per_channel_uint8,0.0,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3510,2997,389,2273,2262,195,1237,735,194,0.90023083,0.53941909,0.6746108,0.92098865,0.50121279,0.64915036,0.86443047,0.62728195,0.72700558,1.38621647,1.04625347,0.339963,0.86513481,1.16955952,0.77172921,1.03676854,274140.64893617,273346.0,279947.95,270447,281927,0.82519337,0.99660535,0.91607235,0.56290241,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,ae64,64,per_channel_uint8,0.3,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3507,3003,392,2271,2274,197,1236,729,195,0.8994614,0.53870968,0.67383995,0.92017828,0.49966997,0.64765436,0.86373166,0.62900763,0.72791519,1.38899167,1.05180389,0.33718779,0.86067367,1.16177426,0.76611131,1.03442053,200423.27798335,199722.5,206753.65,194225,215369,0.80472623,0.99432005,0.85568464,0.564174,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,ae64,64,per_channel_uint8,0.5,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3498,2988,401,2255,2251,213,1243,737,188,0.89715312,0.53931545,0.67366394,0.9136953,0.50044385,0.6466877,0.86862334,0.62777778,0.72881853,1.38205365,1.04116559,0.34088807,0.90929049,1.22326141,0.79931259,1.10880793,157586.24699352,156908.0,165171.55,146967,173969,0.79286545,0.99317888,0.82549282,0.55992466,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,ae64,64,per_channel_uint8,0.7,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3506,3027,393,2265,2290,203,1241,737,190,0.89920492,0.53666003,0.67216258,0.91774716,0.49725576,0.64502349,0.86722572,0.62740142,0.72807275,1.40009251,1.05920444,0.34088807,0.91167457,1.22561826,0.8044024,1.10746142,106472.12580944,106001.5,114217.75,96310,121224,0.77743805,0.99165809,0.78649597,0.55416009,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u8__q0.9__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.9,ae64,64,per_channel_uint8,0.9,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3481,3068,418,2268,2328,200,1213,740,218,0.89279302,0.53153153,0.66634763,0.91896272,0.49347258,0.64212911,0.84765898,0.62109575,0.71690307,1.41905643,1.07678076,0.34227567,0.92094395,1.22314,0.81550621,1.11808556,47760.47779833,47514.0,53607.6,39777,61824,0.72194894,0.98653308,0.64628221,0.53303153,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
ae64__u8__q0.98__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.98,ae64,64,per_channel_uint8,0.98,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3448,3112,451,2231,2349,237,1217,763,214,0.88432932,0.52560976,0.65933646,0.90397083,0.4871179,0.6330874,0.85045423,0.61464646,0.71357373,1.43940796,1.08649399,0.35291397,1.03717501,1.3496629,0.94669391,1.20304465,16230.62442183,16052.0,19050.5,12259,21772,0.60842523,0.97664403,0.36994482,0.47868684,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae/u4/q0,noae,0,per_channel_uint4,0.0,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3412,2772,487,2205,2049,263,1207,723,224,0.87509618,0.55174644,0.6767827,0.89343598,0.51833568,0.65605475,0.84346611,0.6253886,0.71823862,1.28214616,0.94773358,0.33441258,1.04541359,1.36459554,0.94812845,1.22313829,401445.78445883,401045.0,416840.8,358498,429964,0.8384671,0.99718267,0.93066646,0.58755217,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae/u4/q0.3,noae,0,per_channel_uint4,0.3,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3429,2740,470,2211,2024,257,1218,716,213,0.87945627,0.55584373,0.68116806,0.8958671,0.52207792,0.65970461,0.85115304,0.62978283,0.72392273,1.26734505,0.93617021,0.33117484,1.0402059,1.35909518,0.94060887,1.22100148,295981.87372803,295308.5,315701.05,255078,353307,0.71900863,0.97650603,0.59274894,0.58777091,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae/u4/q0.5,noae,0,per_channel_uint4,0.5,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3355,2796,544,2186,2050,282,1169,746,262,0.86047705,0.54543977,0.66766169,0.88573744,0.51605288,0.65214797,0.81691125,0.61044386,0.69874477,1.29324699,0.94819611,0.34505088,1.11410744,1.44820278,1.0194856,1.29104784,245136.69796485,243744.5,265454.1,199200,302979,0.61283704,0.94014908,0.36344361,0.53491843,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae/u4/q0.7,noae,0,per_channel_uint4,0.7,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3359,2805,540,2186,2060,282,1173,745,258,0.86150295,0.54493835,0.66759416,0.88573744,0.51483749,0.65117665,0.8197065,0.61157456,0.70050761,1.29740981,0.95282146,0.34458834,1.11913623,1.45416375,1.0274935,1.28992141,189055.5679926,188986.0,202247.2,154450,220867,0.58163112,0.92202572,0.300265,0.52260262,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae/u4/q0.9,noae,0,per_channel_uint4,0.9,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3351,2971,548,2169,2220,299,1182,751,249,0.85945114,0.53005378,0.65570883,0.87884927,0.49419002,0.63263818,0.82599581,0.61148474,0.70273484,1.37419056,1.02682701,0.34736355,1.16534272,1.49138118,1.06837433,1.34328218,100693.92229417,100538.0,110025.65,85204,119291,0.52591347,0.92643111,0.28426988,0.36703943,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae/u4/q0.98,noae,0,per_channel_uint4,0.98,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3239,2739,660,2081,1980,387,1158,759,273,0.83072583,0.54182001,0.65586717,0.84319287,0.51243536,0.63746362,0.80922432,0.60406886,0.69175627,1.26688252,0.91581869,0.35106383,1.37448636,1.72328689,1.28017229,1.54397477,44034.31313599,44245.0,48485.95,31919,51649,0.49734271,0.96795143,0.1757203,0.3483564,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u6__q0__zstd3__ckptf319e2a5e8fb,noae/u6/q0,noae,0,per_channel_uint6,0.0,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3425,2696,474,2206,1969,262,1219,727,212,0.87843037,0.55954909,0.68363273,0.89384117,0.52838323,0.66415776,0.85185185,0.62641316,0.72194255,1.24699352,0.9107308,0.33626272,0.95982194,1.28809281,0.88615897,1.09312835,803620.61748381,804884.0,822827.2,749057,830696,0.83967789,0.99721177,0.93141608,0.59040581,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u6__q0.3__zstd3__ckptf319e2a5e8fb,noae/u6/q0.3,noae,0,per_channel_uint6,0.3,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3421,2706,478,2201,1969,267,1220,737,211,0.87740446,0.55834829,0.68242569,0.89181524,0.52781775,0.66315155,0.85255066,0.62340317,0.7201889,1.25161887,0.9107308,0.34088807,0.96059156,1.28920516,0.88480791,1.09731271,579198.60407031,578369.5,601363.1,524778,654116,0.79687057,0.99244462,0.80759385,0.59057322,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u6__q0.5__zstd3__ckptf319e2a5e8fb,noae/u6/q0.5,noae,0,per_channel_uint6,0.5,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3379,2671,520,2188,1967,280,1191,704,240,0.86663247,0.5585124,0.67926425,0.88654781,0.52659446,0.66072777,0.83228512,0.62849604,0.71617559,1.23543016,0.90980574,0.32562442,1.04357854,1.3713996,0.96269314,1.19217405,463022.37095282,462543.0,486754.95,403173,532662,0.77392107,0.99050444,0.76596292,0.56529586,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
noae__u6__q0.7__zstd3__ckptf319e2a5e8fb,noae/u6/q0.7,noae,0,per_channel_uint6,0.7,zstd,3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3373,2681,526,2183,1980,285,1190,701,241,0.86509361,0.5571523,0.67778559,0.88452188,0.52438146,0.65842256,0.8315863,0.62929667,0.71643588,1.2400555,0.91581869,0.32423682,1.04615498,1.37197594,0.9639684,1.19692246,329856.39084181,329751.0,348148.7,283020,366670,0.74384319,0.98719914,0.69325419,0.55107623,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,secondary_diagnostic,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_noae,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR
