profile_id,display_profile_id,stratum_axis,stratum_value,evidence_level,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person,candidate_tier
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3210,2824,355,2265,2277,203,945,547,152,0.90042076,0.53198542,0.66881967,0.91774716,0.498679,0.64621969,0.86144029,0.63337802,0.73001159,1.97206704,1.5900838,0.38198324,0.90357676,1.21871592,0.8044024,1.14128038,106755.87360335,106131.5,115026.25,96310,121224,0.77283181,0.98812134,0.79303337,0.53734073,NORMAL
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,density_bin,0,frame_aggregate,483,0,0,0,0,17,0,0,6,0,0,11,0,,0.0,,,0.0,,,0.0,,0.03519669,0.01242236,0.02277433,,,,,106120.48033126,105939.0,112422.2,97877,117835,0.55457567,0.99859112,0.576478,0.08865788,NORMAL
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1463,1420,116,1065,1167,69,398,253,47,0.92653578,0.50745751,0.65575975,0.93915344,0.47715054,0.63279857,0.89438202,0.61136713,0.72627737,1.3015582,1.06966086,0.23189734,0.78987603,1.05539259,0.70072667,1.02842899,106483.71952337,106119.0,114215.5,96310,118411,0.76565497,0.9915591,0.78262339,0.5227824,NORMAL
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,density_bin,3-4,frame_aggregate,453,1528,940,588,1371,1142,157,855,843,85,516,299,72,0.89725131,0.54556307,0.67854491,0.90957447,0.50353357,0.64821835,0.87755102,0.63312883,0.73556664,2.5209713,1.86092715,0.66004415,0.95681322,1.27294242,0.86425793,1.1101752,107078.79470199,106151.0,115910.6,97342,121224,0.77517131,0.98504131,0.79460858,0.54586405,NORMAL
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,density_bin,5+,frame_aggregate,135,792,394,398,672,448,120,345,274,49,327,174,71,0.84848485,0.6,0.70292887,0.87563452,0.55735057,0.68114511,0.82160804,0.65269461,0.72747497,3.31851852,2.02962963,1.28888889,1.08474922,1.45128806,0.97610724,1.1993715,105600.82962963,104404.0,114026.9,98813,116677,0.8180719,0.9885194,0.81618222,0.64951409,NORMAL
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3506,3010,393,2265,2284,203,1241,726,190,0.89920492,0.53806016,0.67325972,0.91774716,0.49791163,0.64557503,0.86722572,0.63091002,0.73042966,1.79273377,1.36033353,0.43240024,0.91167457,1.22561826,0.8044024,1.10746142,106573.28409768,106034.0,114547.2,96310,121224,0.78308088,0.98958999,0.7904741,0.56917854,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,all,ALL,frame_aggregate,2162,3899,2468,1431,3510,2997,389,2273,2262,195,1237,735,194,0.90023083,0.53941909,0.6746108,0.92098865,0.50121279,0.64915036,0.86443047,0.62728195,0.72700558,1.38621647,1.04625347,0.339963,0.86513481,1.16955952,0.77172921,1.03676854,274140.64893617,273346.0,279947.95,270447,281927,0.82519337,0.99660535,0.91607235,0.56290241,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,class_presence,both_classes,frame_aggregate,679,2376,1279,1097,2103,1619,273,1163,1088,116,940,531,157,0.88510101,0.56501881,0.68973434,0.90930414,0.51665926,0.65892351,0.85688241,0.63902107,0.73208723,2.38438881,1.60235641,0.7820324,0.92318568,1.2414146,0.81797223,1.05335935,274163.02503682,273314.0,279983.3,270674,281133,0.83826177,0.99508739,0.92407045,0.59562748,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,class_presence,pedestrian_positive,frame_aggregate,926,2710,1279,1431,2400,1798,310,1163,1092,116,1237,706,194,0.88560886,0.57170081,0.69484655,0.90930414,0.51574279,0.6581777,0.86443047,0.63664436,0.7332543,1.94168467,1.17926566,0.76241901,0.9307435,1.244814,0.81797223,1.03676854,274043.10907127,273249.5,279933.75,270573,281133,0.84383855,0.99588231,0.91652079,0.61911256,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,class_presence,vehicle_positive,frame_aggregate,1432,3565,2468,1097,3213,2797,352,2273,2251,195,940,546,157,0.90126227,0.53460899,0.67112272,0.92098865,0.50243148,0.65017162,0.85688241,0.63257066,0.72783585,1.95321229,1.57192737,0.38128492,0.85412334,1.15997522,0.77172921,1.05335935,274200.97136872,273340.5,280038.45,270674,281305,0.82234266,0.99562574,0.9260353,0.54536692,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,density_bin,0,frame_aggregate,483,0,0,0,0,21,0,0,7,0,0,14,0,,0.0,,,0.0,,,0.0,,0.04347826,0.01449275,0.02898551,,,,,274180.26293996,273489.0,279871.1,270447,281927,0.55446339,0.99868022,0.58337743,0.08133253,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,density_bin,1-2,frame_aggregate,1091,1579,1134,445,1468,1400,111,1069,1151,65,399,249,46,0.92970234,0.51185495,0.66022037,0.94268078,0.48153153,0.63744782,0.89662921,0.61574074,0.73010064,1.2832264,1.05499542,0.22823098,0.75040441,1.0111082,0.67180104,0.96099841,274128.06416132,273316.0,279951.0,270573,281305,0.81559113,0.99675274,0.91934355,0.5306771,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,density_bin,3-4,frame_aggregate,453,1528,940,588,1369,1122,159,857,823,83,512,299,76,0.89594241,0.54957848,0.681264,0.91170213,0.51011905,0.65419847,0.8707483,0.63131936,0.73195139,2.47682119,1.81677704,0.66004415,0.91532969,1.22997893,0.85008029,1.02454598,274071.22737307,273248.0,280032.6,270833,281133,0.82685928,0.99487255,0.9319869,0.55371839,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,density_bin,5+,frame_aggregate,135,792,394,398,673,454,119,347,281,47,326,173,72,0.84974747,0.5971606,0.70140698,0.88071066,0.55254777,0.67906067,0.81909548,0.65330661,0.72686734,3.36296296,2.08148148,1.28148148,1.01328849,1.35153748,0.88607023,1.14870179,274333.57037037,273428.0,280109.0,271034,280674,0.85118897,0.99333264,0.898137,0.66209725,NORMAL
ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64/u8/q0,object_presence,nonempty,frame_aggregate,1679,3899,2468,1431,3510,2976,389,2273,2255,195,1237,721,194,0.90023083,0.54116559,0.67597496,0.92098865,0.50198763,0.64979989,0.86443047,0.63176711,0.73000885,1.77248362,1.34306135,0.42942228,0.86513481,1.16955952,0.77172921,1.03676854,274129.25312686,273309.0,279983.3,270573,281305,0.832206,0.99598328,0.92223469,0.57840002,NORMAL
