profile_id,display_profile_id,model_family,ae_bottleneck,quantization_mode,roi_drop_fraction,entropy_coder,entropy_level,checkpoint_sha256,eval_set_sha256,n_frames,n_gt,n_gt_vehicle,n_gt_pedestrian,tp,fp,fn,tp_vehicle,fp_vehicle,fn_vehicle,tp_pedestrian,fp_pedestrian,fn_pedestrian,recall,precision,f1,recall_vehicle,precision_vehicle,f1_vehicle,recall_pedestrian,precision_pedestrian,f1_pedestrian,fp_per_frame,fp_vehicle_per_frame,fp_pedestrian_per_frame,xy_mae_m,xy_rmse_m,xy_mae_vehicle_m,xy_mae_pedestrian_m,payload_bytes_mean,payload_bytes_p50,payload_bytes_p95,payload_bytes_min,payload_bytes_max,miou,iou_background,iou_vehicle,iou_person,evidence_pool_version,quality_set_id,quality_frame_count,perception_evidence,difficult_object_evidence,stage_a_object_detail_evidence,segmentation_role,provenance_status,evidence_source_id,stage_a_exclusion_reason,stage_a_eligibility_status,gate_recall_vehicle,gate_recall_pedestrian,gate_precision_vehicle,gate_precision_pedestrian,gate_xy_mae_vehicle,gate_xy_mae_pedestrian,gate_fp_per_frame,gate_roi_incremental,absolute_quality_pass,normal_candidate,preferred_vehicle_recall_target,segmentation_used_as_veto,normal_failure_reasons,strictly_dominated_within_normal,strict_dominator_profile_ids,candidate_tier,candidate_status,service_debt_on_use,eligibility_status,exclusion_reason,object_detail_evidence,final_eligible,measurement_authorized,network_certification,small_object_status,world_location_semantics,activation_only_when_no_normal_feasible,requires_network_feasibility,counts_as_normal_service_success,requires_final_evidence_review
ae64__u4__q0__zstd3__ckptc6a2362c7c2d,ae64/u4/q0,ae64,64,per_channel_uint4,0.0,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3503,2927,396,2269,2225,199,1234,702,197,0.8984355,0.54479005,0.67828444,0.91936791,0.50489542,0.65182419,0.86233403,0.63739669,0.73299673,1.35383904,1.02913969,0.32469935,0.87922339,1.1778971,0.77792179,1.06549026,103505.20721554,103705.5,106308.1,97072,110479,0.82409666,0.99658016,0.9154538,0.56025603,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,PINNED_REPRODUCED_HORIZONTAL_RANGE_SMALL_UNRESOLVED,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.7,ae64,64,per_channel_uint8,0.7,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3506,3027,393,2265,2290,203,1241,737,190,0.89920492,0.53666003,0.67216258,0.91774716,0.49725576,0.64502349,0.86722572,0.62740142,0.72807275,1.40009251,1.05920444,0.34088807,0.91167457,1.22561826,0.8044024,1.10746142,106472.12580944,106001.5,114217.75,96310,121224,0.77743805,0.99165809,0.78649597,0.55416009,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,FRAME_AGGREGATE_ONLY_NO_PER_OBJECT_MATCH_ROWS,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,True,ae128__u4__q0.3__zstd3__ckpt601984b96d85,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,ABSENT_HIGH_ROI_PER_OBJECT_ROWS,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.5,ae64,64,per_channel_uint6,0.5,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3499,2996,400,2258,2254,210,1241,742,190,0.89740959,0.53872209,0.67327304,0.91491086,0.50044326,0.6469914,0.86722572,0.62581947,0.72700644,1.38575393,1.04255319,0.34320074,0.91164922,1.22740863,0.80175082,1.11160941,120720.16512488,120115.0,127276.85,111738,135964,0.78110105,0.99141193,0.79219384,0.55969739,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32/u6/q0.3,ae32,32,per_channel_uint6,0.3,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3516,3004,383,2281,2284,187,1235,720,196,0.90176968,0.5392638,0.67492082,0.92423015,0.49967141,0.64865633,0.86303284,0.63171355,0.72947431,1.38945421,1.05642923,0.33302498,0.87983697,1.18604023,0.77984849,1.06451205,127413.23172988,127248.0,129576.7,125331,132760,0.78556652,0.99216566,0.80835288,0.55618102,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae128__u4__q0__zstd3__ckpt601984b96d85,ae128/u4/q0,ae128,128,per_channel_uint4,0.0,zstd,3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3549,3018,350,2280,2293,188,1269,725,162,0.91023339,0.54042942,0.67819606,0.92382496,0.49857861,0.64763528,0.88679245,0.63640923,0.7410219,1.39592969,1.06059204,0.33533765,0.88008039,1.19310651,0.77478524,1.06926317,132269.02913969,132551.0,135398.85,123879,138238,0.8187278,0.99644528,0.9133833,0.54635482,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae128,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,PINNED_REPRODUCED_HORIZONTAL_RANGE_SMALL_UNRESOLVED,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u6/q0.3,ae64,64,per_channel_uint6,0.3,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3512,2985,387,2275,2261,193,1237,724,194,0.90074378,0.54055718,0.67564448,0.92179903,0.50154321,0.64962878,0.86443047,0.63080061,0.72936321,1.38066605,1.04579093,0.33487512,0.86699234,1.17188774,0.77218436,1.04135624,152179.1827012,151808.5,157179.35,145161,164923,0.79495387,0.99299323,0.8278239,0.56404449,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.5,ae64,64,per_channel_uint8,0.5,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3498,2988,401,2255,2251,213,1243,737,188,0.89715312,0.53931545,0.67366394,0.9136953,0.50044385,0.6466877,0.86862334,0.62777778,0.72881853,1.38205365,1.04116559,0.34088807,0.90929049,1.22326141,0.79931259,1.10880793,157586.24699352,156908.0,165171.55,146967,173969,0.79286545,0.99317888,0.82549282,0.55992466,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32/u8/q0.3,ae32,32,per_channel_uint8,0.3,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3516,3013,383,2280,2290,188,1236,723,195,0.90176968,0.53852045,0.67433832,0.92382496,0.49890591,0.64791134,0.86373166,0.63093415,0.72920354,1.39361702,1.05920444,0.33441258,0.87821441,1.18084064,0.7782907,1.0625397,167298.07169288,167074.0,169829.65,165083,173608,0.79863389,0.99394136,0.84568533,0.55627499,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32/u6/q0,ae32,32,per_channel_uint6,0.0,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3518,2996,381,2280,2278,188,1238,718,193,0.90228264,0.54006755,0.67569384,0.92382496,0.50021939,0.64901793,0.86512928,0.63292434,0.73103041,1.38575393,1.05365402,0.33209991,0.88056636,1.18748809,0.78087196,1.06417156,178884.36493987,178948.0,179634.8,176215,180211,0.82237514,0.99659973,0.91599114,0.55453455,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae128__u6__q0.3__zstd3__ckpt601984b96d85,ae128/u6/q0.3,ae128,128,per_channel_uint6,0.3,zstd,3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3544,3043,355,2280,2308,188,1264,735,167,0.90895101,0.53802945,0.67594888,0.92382496,0.49694856,0.6462585,0.88329839,0.63231616,0.73702624,1.40749306,1.06753006,0.339963,0.87042501,1.17786419,0.76906415,1.05325946,197473.99167438,197298.0,203740.85,188383,210265,0.75584038,0.98754537,0.73362069,0.54635508,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae128,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64/u8/q0.3,ae64,64,per_channel_uint8,0.3,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3507,3003,392,2271,2274,197,1236,729,195,0.8994614,0.53870968,0.67383995,0.92017828,0.49966997,0.64765436,0.86373166,0.62900763,0.72791519,1.38899167,1.05180389,0.33718779,0.86067367,1.16177426,0.76611131,1.03442053,200423.27798335,199722.5,206753.65,194225,215369,0.80472623,0.99432005,0.85568464,0.564174,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64/u6/q0,ae64,64,per_channel_uint6,0.0,zstd,3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3512,2982,387,2273,2261,195,1239,721,192,0.90074378,0.5408069,0.67583951,0.92098865,0.50132333,0.64924307,0.86582809,0.63214286,0.73075789,1.37927845,1.04579093,0.33348751,0.86687625,1.16922364,0.77069697,1.04332136,208010.23034228,208280.5,209216.95,203888,210103,0.82515445,0.99660393,0.91604114,0.56281829,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae64,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32/u8/q0,ae32,32,per_channel_uint8,0.0,zstd,3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3516,3013,383,2281,2293,187,1235,720,196,0.90176968,0.53852045,0.67433832,0.92423015,0.49868824,0.64782732,0.86303284,0.63171355,0.72947431,1.39361702,1.06059204,0.33302498,0.87752385,1.18032584,0.77887983,1.05971576,234121.57770583,234087.5,235560.85,231736,242319,0.82242027,0.99660195,0.91604409,0.55461475,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae32,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae128__u8__q0.3__zstd3__ckpt601984b96d85,ae128/u8/q0.3,ae128,128,per_channel_uint8,0.3,zstd,3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3542,3044,357,2278,2303,190,1264,741,167,0.90843806,0.53780747,0.67563186,0.92301459,0.49727134,0.64633281,0.88329839,0.63042394,0.73573923,1.4079556,1.06521739,0.34273821,0.87270282,1.18345774,0.7720335,1.05413059,257817.07631822,257313.0,265042.0,250554,273674,0.75941616,0.98807844,0.74380082,0.54636922,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae128,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
ae128__u6__q0__zstd3__ckpt601984b96d85,ae128/u6/q0,ae128,128,per_channel_uint6,0.0,zstd,3,601984b96d85e1d72e9521f8a796103ab630834991d0957b62990116524cd62c,f1cbf0aceab3359f4f38da933069b462ec2bf34e43bbff44b66d4057ab5f7432,2162,3899,2468,1431,3546,3057,353,2281,2315,187,1265,742,166,0.90946397,0.53702862,0.67529994,0.92423015,0.49630113,0.64580974,0.8839972,0.63029397,0.73589296,1.41396855,1.07076781,0.34320074,0.86816016,1.17652169,0.76581671,1.05270197,267202.86817761,267225.0,268254.95,264159,269025,0.81911128,0.99646298,0.91380674,0.54706413,ue_split_pool_v1,moving_ego_pps200000_merged_8loops_stride2_test_v1,2162,registered_historical_integrated_checkpoint_same_test_set,UNRESOLVED_FOR_ALL_PROFILES,SUPPLEMENTAL_HISTORICAL_NOT_PINNED_SMALL_FAR_STILL_UNRESOLVED,SECONDARY_NON_VETOING,PASS_REGISTERED_HISTORICAL_LINEAGE_NOT_ROW_EMBEDDED,per_frame_ae128,PENDING_ABSOLUTE_FLOOR_AND_DIFFICULT_OBJECT_EVIDENCE,REVIEW_REQUIRED_NO_SELECTED_QUALITY_FLOOR,True,True,True,True,True,True,True,True,True,True,True,False,,False,,NORMAL,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,False,AGGREGATE_PASS_DIFFICULT_REVIEW_REQUIRED,PENDING_DIFFICULT_OBJECT_AND_CATALOG_BUDGET_REVIEW,AVAILABLE_HISTORICAL_NOT_PINNED_IN_PROPOSAL,False,False,UNRESOLVED,UNRESOLVED_SOURCE_GT_ABSENT_FN_BOXES_MISSING,predicted_actor_reference_location_not_mask_centroid,False,True,True,True
