cell_id,action_id,profile_id,network_profile_id,interval,clock_domain,median_ms,p95_ms,maximum_ms,samples,missing
a46__favorable_stable,46,split_ae64_uint6_q9000,FAVORABLE_STABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,33112.401531,37143.048836,39207.797261,109,0
a46__favorable_stable,46,split_ae64_uint6_q9000,FAVORABLE_STABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,580.0336580723524,988.0433855578303,1394.6033464744687,2609,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,3177.48486995697,4805.822134017944,6477.483034133911,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,3177.3451566696167,4804.972887039185,6477.363109588623,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,743.9260336551513,1030.9119242812499,1910.9407980427245,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,2.8592815,34.948898,43.12536,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,202.97066949999999,719.499513,1056.085439,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,35.598001,357.828229,615.887084,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,466.8205905,1129.100843,1500.488196,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,183.033656,284.382378,427.990418,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,1.10913,5.072326,22.017173,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.537607,2.645519,17.595174,2072,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.10883808135986328,2.4421215057373047,4.21905517578125,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.010251998901367188,0.0133514404296875,0.015735626220703125,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,29.287177,55.059527,311.444507,2072,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,2441.3519189999997,4200.359534,5597.614624,26,0
a20__favorable_stable,20,split_ae128_uint8_q5000,FAVORABLE_STABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,666.2770668044686,1001.5104683116078,1867.3817766830325,2072,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,1.409462,3.434335,15.339435,2185,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,37.888673,64.994648,269.976002,2185,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,,,,0,0
a00__mid_variable,0,split_noae_uint8_q0000,MID_VARIABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,525.7896995171905,762.9730040207505,1127.7475487440825,2185,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,111275.72798728943,162162.8828048706,166008.3384513855,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,111275.65360069275,162162.80889511108,165998.50511550903,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,287.25989970349474,676.5756223474164,853.0242143243377,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,1.521873,14.392275,31.432004,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,185.136197,903.769011,1006.422735,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,34.270793,165.902145,345.204127,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,277.00159,1083.087465,1432.572105,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,54.336103,99.145628,114.23446,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.021309,0.026189,0.59762,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.0448485,0.098018,3.401586,2246,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.09036064147949219,4.221200942993164,18.424510955810547,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.010728836059570312,0.015020370483398438,0.026226043701171875,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,15.666349,37.138925,314.27161,2246,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,111002.747438,161761.422071,165791.013505,61,0
a71__mid_variable,71,split_ae32_uint4_q9800,MID_VARIABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,532.7439154498279,825.1331597566605,1135.450336150825,2246,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,33265.58232307434,37373.92258644104,37682.36446380615,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,33265.50197601318,37373.85702133179,37681.626319885254,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,463.6670999123544,854.0681884212681,990.1473330960725,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,1.949115,8.050537,15.678246,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,162.492802,450.848595,791.620615,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,23.088622,207.842288,258.073822,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,352.187426,823.973699,1013.455651,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,165.186066,225.449874,243.851719,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.081323,0.125766,0.342115,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.09788,0.534769,8.656364,2214,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.07343292236328125,3.23486328125,5.114316940307617,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.009775161743164062,0.01430511474609375,0.5304813385009766,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,20.759188,42.263625,308.035793,2214,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,32740.906635,36805.355867,37285.753142,51,0
a46__mid_variable,46,split_ae64_uint6_q9000,MID_VARIABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,599.5689798146486,905.2057014778256,1234.9634934216738,2214,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,3779.421806335449,6426.36513710022,7939.318656921387,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,3779.3304920196533,6426.304817199707,7935.5785846710205,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,790.8896904106441,1173.0643383684082,1250.135994456543,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,3.158853,11.382352,167.066369,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,169.084107,542.75069,1701.735833,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,20.308924,46.929984,307.178992,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,385.794284,896.712928,2193.336023,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,178.443958,253.367116,298.042187,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,1.043343,2.248352,21.593665,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.567818,2.773612,16.311454,2017,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.10085105895996094,9.186267852783203,18.032312393188477,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.011444091796875,0.015020370483398438,0.8513927459716797,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,31.970674,59.95422,286.32582,2017,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,2814.1008,5735.421292,7426.220478,73,0
a20__mid_variable,20,split_ae128_uint8_q5000,MID_VARIABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,684.3854282051325,1048.718934878707,1351.1797804385424,2017,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,1.381802,3.313645,27.84424,2457,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,37.311766,64.657653,249.087639,2457,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,,,,0,0
a00__adverse_stable,0,split_noae_uint8_q0000,ADVERSE_STABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,518.7624096870422,778.6781555041671,1125.3836210817099,2457,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,110230.3751707077,158527.52876281738,161175.55499076843,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,110230.1778793335,158527.28486061096,161175.47631263733,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,493.3497486606939,1031.3561097954098,1187.0922448730416,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,0.90207,3.160396,4.394015,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,178.1904895,324.251869,646.439084,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,31.376175000000003,135.247712,155.176875,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,278.33273599999995,487.058487,753.728919,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,62.668859,95.769217,119.971063,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.0208215,0.025656,0.034614,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,encoding_complete_to_ue_send_complete_ms,ue_process_perf_counter_ns,0.044037,0.166545,5.519859,2251,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,feedback_emission_to_feedback_receipt_ms,host_wall_clock_time_time_s,0.09965896606445312,2.5663375854492188,5.123376846313477,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,installation_to_feedback_emission_ms,host_wall_clock_time_time_s,0.010848045349121094,0.013828277587890625,0.01811981201171875,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,preparation_start_to_encoding_complete_ms,ue_process_perf_counter_ns,15.7326,34.880419,332.094345,2251,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,ue_send_complete_to_result_received_round_trip_ms,ue_process_perf_counter_ns,110064.8352425,158060.000571,160902.947389,44,0
a71__adverse_stable,71,split_ae32_uint4_q9800,ADVERSE_STABLE,world_tick_schedule_to_preparation_start_ms,ue_process_perf_counter_ns,534.0171726420522,925.5623398348689,1388.9789748936892,2251,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,capture_to_feedback_receipt_ms,host_wall_clock_time_time_s,34788.73062133789,48749.2561340332,58142.36903190613,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,capture_to_installation_aoi_ms,host_wall_clock_time_time_s,34787.710189819336,48749.178647994995,58142.27509498596,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,cross_domain_residual_wall_aoi_minus_perf_round_trip_ms,cross_check,822.3380647352278,1192.8207497163094,1252.2829361933618,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,edge_ae_decode_ms,edge_container_perf_counter_ns,2.267852,7.294236,28.454789,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,edge_frozen_tail_ms,edge_container_perf_counter_ns,187.78931,573.251052,710.283555,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,edge_output_serialization_ms,edge_container_perf_counter_ns,28.454572,132.89366,157.366775,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,edge_total_edge_processing_ms,edge_container_perf_counter_ns,380.40024,807.637895,944.896215,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,edge_unpack_dequantize_ms,edge_container_perf_counter_ns,159.95398,257.3793,329.955811,47,0
a46__adverse_stable,46,split_ae64_uint6_q9000,ADVERSE_STABLE,edge_zstd_decompression_ms,edge_container_perf_counter_ns,0.086483,0.409569,1.224475,47,0
