action_index,profile_id,model_family,quantization_mode,quantization_bits,roi_drop_fraction,checkpoint_sha256,action_contract_sha256,registry_binding_status,fixture_status,production_codec_status,in_memory_wire_status,wire_shape_status,map_schema_status,model_front_status,model_edge_status,roi_execution_status,ae_execution_status,tail_execution_status,actual_udp_status,technical_validity_status,blocking_codes,pickle_bytes,zstd_bytes,udp_chunks,payload_bytes_uncompressed,max_quantization_abs_error,compressed_sha256
11,noae__u6__q0.98__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint6,6,0.98,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,e85852e5fdbbfbf93788f0915935654c1f2f000ec10dc0ad59d862c445beff53,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,1098125,69278,2,2903040,,aeb3609d451b873197361389a65c03a80d59bf741086cb15fc23ad799224a9d5
12,noae__u4__q0__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint4,4,0,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,09a9972846290599c08102937fa00dc6f60c504de21fb0ded91d29fe2dfd41bd,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,735239,406850,7,2903040,,74ce5eddb1858e29a152dc8dd497cc9345ee8913e245025488f8d62dae9494a0
13,noae__u4__q0.3__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint4,4,0.3,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,f106dc204c6d256807c80b2eea9c0338ef54ca2da74ba43abe929baa159de400,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,735243,312601,6,2903040,,ec1a9640c16a0f0acadf2b81e7e8cc4a512385864a00e75528640c7592b0eb44
14,noae__u4__q0.5__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint4,4,0.5,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,bbd4e5c813bf744c01e1e89d8dd194c334816c625853a2bd21757a8233e4b49b,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,735243,275460,5,2903040,,5e93ff86634a79055b585a1faa91e36a9a54d6521e0be79a07c0fdcda332e31d
15,noae__u4__q0.7__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint4,4,0.7,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,980a35e7b3a8bd1292d6e6f5f9d6c5d7de5e1b643a3bbd03ddfa6eb26aa778fc,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,735243,202933,4,2903040,,a3ed8dcf6522c12cba0ab32467688e289b3f4e689c284141989f78106cd843d1
16,noae__u4__q0.9__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint4,4,0.9,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,bfa63e1c8b4e5d23cd0c573f5c3ab0f7facdee9961f09e73c4030de590bee697,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,735243,115436,2,2903040,,acd8f5d1815af03ed7277a7aae203135b7155064d2afd2fb31b9cce8b178afe9
17,noae__u4__q0.98__zstd3__ckptf319e2a5e8fb,noae,per_channel_uint4,4,0.98,f319e2a5e8fb134e74c24c0822233e17368df6e4c733add658026603e131d4fa,dc79373c4073d5ffd0dab4232ef83cf48097c8bfdb564424af46258b5b6ec167,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_NO_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,735245,49632,1,2903040,,f48bd0654d8025250608b1db007dc908507ac7bd091140b8851cf9fda898f814
18,ae32__u8__q0__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint8,8,0,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,99187ae9b139490392325fd34249b7855607ca567f364d0d59d7d35a22300334,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,250877,234999,4,497664,,c6122a1e44cc3e66304885e0363fbf5ea76665e8345b41483de88fc991a6b794
19,ae32__u8__q0.3__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint8,8,0.3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,10e8aa574f9e6f09ef94fc18756945110f7899273d5686ff99ae930a6f53348f,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,250881,171694,3,497664,,b1d42e2f9732079ed117160ca552d13c891431188d6615cad0e9ab79842f972a
20,ae32__u8__q0.5__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint8,8,0.5,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,deb3c6b446c1f82a261b85f989775d0d73d8c310abf8f475fbb6c2b91b39e805,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,250881,132739,3,497664,,9bec8414d6d9d85ab841562ab1d8f2814bd4369265b8a611eb4639e9c2a46cf0
21,ae32__u8__q0.7__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint8,8,0.7,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,166b036984b3033d25f8dea01f795286a2c515ee0b48004cade617c31c1eebd8,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,250881,88690,2,497664,,181e972c6ad4390d48db41f938d10d4500374ee5aa9e9c88f7b2bdfde7cff4ea
22,ae32__u8__q0.9__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint8,8,0.9,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,3abdc2ec14708e77303b5376de49149714942b15397220947513cb13847817c5,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,250881,39198,1,497664,,4a7c46c264cb189aaf1d864e7dc4bcf920e5f0648a0429cb735ee16ea66c119b
23,ae32__u8__q0.98__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint8,8,0.98,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,ea0c2aa47374c4e35e09131fc276c8197ccb820ab5d3cb29795e0d38b4312402,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,250883,15443,1,497664,,fbab399a1445804a1475a0f5f0a048b5b26c988a69bda8b3ff9389b2723018a1
24,ae32__u6__q0__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint6,6,0,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,8003183a53957a3b5b895ceec6e747338cbb97a8790ded546408cd018700588d,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,188669,179842,3,497664,,7d8007217cb59949a020af58bba03ac1ddccf6011a71c918771921e52bb4e189
25,ae32__u6__q0.3__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint6,6,0.3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,c16d21bb18700ded307337202d69437b4178f1e34316c1aca1e1067326ac7cec,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,188673,131782,3,497664,,ee5e45eb66bf0e2ad7d4a7aafb94fd990a3c14af3bab4acfccfca121f09e970e
26,ae32__u6__q0.5__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint6,6,0.5,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,408490511b5d8929ab42c5075fef48c813650e0caffad32c6cc9bc51f0a3271b,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,188673,103440,2,497664,,589f9beef838218ec28de02eb1d7b501523c9387feb39c8551231e3bf634aaf9
27,ae32__u6__q0.7__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint6,6,0.7,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,93fa9cacf8642c6dd6591e2b6128468b70a2ff2aea2c8bde3dc8f7a634999fa7,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,188673,70682,2,497664,,82c4b765e5c0c8ec90f7c62097210a8a464a2c60afcaeedc5db4c23d7b1577eb
28,ae32__u6__q0.9__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint6,6,0.9,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,701c7f1793ecb4e7d52191f36a956ee36e97d2460abafe28dd2dc86589b7b602,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,188673,33113,1,497664,,a4e416c5610caea13d3c380fe7f37c1d4263cae696009cc4901c820523e312fb
29,ae32__u6__q0.98__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint6,6,0.98,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,dc0068276745ceb0e90825bd1eb629b681cb39f0cfc0aa7cc0cb755b2c8b2183,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,188675,14413,1,497664,,fd6c139cfafdccc89a57d4454dc9749cfd19b59901f46f40f5bb0482018cbdcb
30,ae32__u4__q0__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint4,4,0,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,3af8fde4d0475c0acfd85d6557f228c2c1e447d056932656931e2e0b3af84701,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,126461,91740,2,497664,,d24cce34f37ddf1ee7273cb8cf9985bdd5b9e220339e6e31bb36eebafa6dcfbe
31,ae32__u4__q0.3__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint4,4,0.3,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,4341b457d79693f5f9398ee6ebc4b3a6e8d10df2ecb314c541cbd8a798abb69c,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,126465,67904,2,497664,,409520c5cfc696aea835566162cc5ad9480801d47447dc0d2edc5ecf12d5d000
32,ae32__u4__q0.5__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint4,4,0.5,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,ecbdf92ac33efb947ef00eef44910b1b5064a5c3219ef6653054e9f1c129bb8f,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,126465,55084,1,497664,,dd9e2c43dc77580de0b45151252355cbd8e644d61f42029579a15282083ff913
33,ae32__u4__q0.7__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint4,4,0.7,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,81b0e4a959c827de4248771bffa97a9fb2f4a3952232b7db62d1365c285b1e44,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,126465,39643,1,497664,,d90458c80abe0a44e729e49f26aa570d6ce27d4fffbc5aed7fab393d78a76a35
34,ae32__u4__q0.9__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint4,4,0.9,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,bb86ce09fcbdc6e3808e6d521ec01e65d80fa0ef8c60408c94ed43587e7d53a3,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,126465,20597,1,497664,,ffae9ee2e5c31534d6de9d42d77c2d6f570425afec158889f6204a9a9c1957e4
35,ae32__u4__q0.98__zstd3__ckpt10cebbeede4d,ae32,per_channel_uint4,4,0.98,10cebbeede4da992e68850d8f38358e89000b62524be25b68c88517d7b58f9b2,a63f33b4a2d4349ebfeeb76bdc1028998a3c700247d4e5b1c8688e432e0b0805,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,126467,10476,1,497664,,a44941ee58e86fb066c8005a7c2c90946b0a427762787fc29aadc5fa400eff2b
36,ae64__u8__q0__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint8,8,0,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,c12607b844359b4b92579bf553f1ba8aee307eed8b9a2e3e723a207e287fa460,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,292614,274284,5,580608,,4e4bca43bde7fdb287508ae53e0d489a30ffacb12a8cd92dc3ac2669f37e5c4e
37,ae64__u8__q0.3__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint8,8,0.3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,3f5f52a2e7c384eaff5d770d3405b594065fc56323bee0b0d3580fa4d1de53e6,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,292618,204119,4,580608,,507bbfb7faae500973f13caebf3628ac99982602764fab40a88243ebb32b8b82
38,ae64__u8__q0.5__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint8,8,0.5,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,7eebdf60a0f875d6fdde6beacf2b4264575897a758937644fae511290888978e,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,292618,164270,3,580608,,138eb4a6f550d814d7186a4caf27f8a3a3b9b846d43c544aa09cea7fc91a7f13
39,ae64__u8__q0.7__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint8,8,0.7,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,e788ae767f5c62b7d181408ba63758031850a3ac0e35ed57f92602193b908348,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,292618,113598,2,580608,,29e99ce2a11a2c5ec3384d87d157cb24bd1fad54a9005d7a0b7fe31a2f537e09
40,ae64__u8__q0.9__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint8,8,0.9,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,89fce624cdefaca2f7442ad90f8dd8990849dbfbe81e22b4a08147840dcd001f,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,292618,49915,1,580608,,2d03bd7dcf98d624f2b3ff0c63e19efc3362ccd47475973945f1b59e4011d356
41,ae64__u8__q0.98__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint8,8,0.98,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,c0f0b542d0be02372e4464e3aab72e3b93bd3844586421fe27b457bcdfe74221,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,292620,19100,1,580608,,17361f5a8577699ad99cf1878ece8427e05ee3952c4dfa71b513c2fc86ca1aca
42,ae64__u6__q0__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,c714310407424e0cc06cee6d4eb4e2e9f19dc5a81f1c6ea644f20b5873ea2258,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_NO_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220029,209097,4,580608,,68510e9b5e861ac6fb4fb894f5e4a59cd4d214ff91866eb33355b0c82d10b078
43,ae64__u6__q0.3__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.3,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,90a48f9aefca0902ee524a32202d4ae9179f5d62915e086f85178e2a02c36a45,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220033,155152,3,580608,,59b3966d2323cda120788a124b91aaadce546abbf46c7bcbe6854ba54c70604e
44,ae64__u6__q0.5__zstd3__ckptc6a2362c7c2d,ae64,per_channel_uint6,6,0.5,c6a2362c7c2d72ff31825508ae7532c0796ec063a8556317d47d8d30fad99480,8636028d17515d5bc7dfad9bef5f6f1ff86a0a671bb1ede6d298c6424c962762,PASS,PASS,PASS_MODEL_FEATURES,PASS,PASS,PASS,PASS_STRICT,PASS_STRICT,PASS_RANK_DROP_VERIFIED,PASS_INTEGRATED_AE,PASS_FINITE,PASS,TECHNICALLY_VALID,,220033,126278,3,580608,,909c7b52ecd5de3761ac08691e6e5256cd975418971c1475aba26d42b76abf02
