model,ae_bottleneck,quant,roi,sample_id,frame_id,n_inview,n_inview_veh,n_inview_ped,payload_bytes,n_pred,tp,fp,fn,tp_veh,fp_veh,fn_veh,tp_ped,fp_ped,fn_ped,loc_err_sum,loc_err_sq_sum,loc_err_sum_veh,loc_err_sum_ped
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,56650,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,32622,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000002_frame82048,82048,0,0,0,14937,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,349197,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,252537,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,202401,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,138002,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,65938,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,25286,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,267369,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,193025,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,156156,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,108165,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,53599,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,22155,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,133249,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,96484,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,80051,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,58741,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,33460,1,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000005_frame82054,82054,0,0,0,15679,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,348669,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,264586,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,214551,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,151237,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,76890,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,21403,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,266976,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,203657,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,166302,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,118220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,63442,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,18369,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,132955,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,102845,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,85383,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,64028,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,38453,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000010_frame82064,82064,0,0,0,12813,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,350138,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,271914,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,226613,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,158610,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,77569,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,24236,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,267467,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,209847,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,176208,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,124758,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,63722,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,21343,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,134298,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,107380,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,92297,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,68563,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,39606,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000016_frame82076,82076,0,0,0,15008,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,349779,1,1,0,0,1,0,0,0,0,0,0.4740047798204873,0.22468053129266863,0.4740047798204873,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,267826,1,1,0,0,1,0,0,0,0,0,0.4282898480087313,0.18343219390734217,0.4282898480087313,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,219879,1,1,0,0,1,0,0,0,0,0,0.5034531878126016,0.25346511231867075,0.5034531878126016,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,156806,1,1,0,0,1,0,0,0,0,0,0.5006582390932138,0.2506586723719177,0.5006582390932138,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,77327,1,1,0,0,1,0,0,0,0,0,1.2491874881683576,1.5604693805963705,1.2491874881683576,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,31987,1,1,0,0,1,0,0,0,0,0,0.495497580132873,0.2455178519175329,0.495497580132873,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,266921,1,1,0,0,1,0,0,0,0,0,0.467089874397792,0.21817295076494508,0.467089874397792,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,206004,1,1,0,0,1,0,0,0,0,0,0.4218228680314737,0.17793453199429807,0.4218228680314737,0.0
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,170485,1,1,0,0,1,0,0,0,0,0,0.512054110127942,0.2621994116989185,0.512054110127942,0.0
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,123750,1,1,0,0,1,0,0,0,0,0,0.4879513662729899,0.23809653584767754,0.4879513662729899,0.0
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,64448,1,1,0,0,1,0,0,0,0,0,1.2367136696670649,1.529460700741378,1.2367136696670649,0.0
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,27385,1,1,0,0,1,0,0,0,0,0,0.5080317255621783,0.2580962341776845,0.5080317255621783,0.0
ae128,128,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,131927,2,1,1,0,1,1,0,0,0,0,0.6708457980164704,0.450034084716355,0.6708457980164704,0.0
ae128,128,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,103663,2,1,1,0,1,1,0,0,0,0,0.6085627278930772,0.37034859378066354,0.6085627278930772,0.0
ae128,128,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,87557,1,1,0,0,1,0,0,0,0,0,0.41659173715589337,0.17354867546656494,0.41659173715589337,0.0
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,67416,1,1,0,0,1,0,0,0,0,0,0.5009798138029076,0.25098077383799594,0.5009798138029076,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,39007,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000025_frame82094,82094,1,1,0,19085,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,349269,1,1,0,0,1,0,0,0,0,0,0.7304537155077696,0.5335626304991056,0.7304537155077696,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,271454,2,1,1,0,1,1,0,0,0,0,1.0454493395965858,1.0929643216629374,1.0454493395965858,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,223851,2,1,1,0,1,1,0,0,0,0,1.0885987613969963,1.1850472633150744,1.0885987613969963,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,159750,2,1,1,0,1,1,0,0,0,0,1.0942849258409355,1.1974594989227016,1.0942849258409355,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,79002,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,36019,2,1,1,0,1,1,0,0,0,0,0.6387936127319821,0.40805727966717753,0.6387936127319821,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,266804,1,1,0,0,1,0,0,0,0,0,0.7245836088063262,0.5250214061507992,0.7245836088063262,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,209454,2,1,1,0,1,1,0,0,0,0,1.031198428385426,1.0633701987045727,1.031198428385426,0.0
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,173357,2,1,1,0,1,1,0,0,0,0,1.081194748596318,1.1689820843922554,1.081194748596318,0.0
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,126047,2,1,1,0,1,1,0,0,0,0,1.0771293465808778,1.1602076292657486,1.0771293465808778,0.0
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,65423,1,1,0,0,1,0,0,0,0,0,1.093781783091552,1.1963585890229347,1.093781783091552,0.0
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,31623,2,1,1,0,1,1,0,0,0,0,0.3653498752971864,0.13348053137966964,0.3653498752971864,0.0
ae128,128,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,131677,1,1,0,0,1,0,0,0,0,0,0.7456686632223826,0.5560217553118549,0.7456686632223826,0.0
ae128,128,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,105003,2,1,1,0,1,1,0,0,0,0,1.1565889872210142,1.3376980853609315,1.1565889872210142,0.0
ae128,128,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,89124,2,1,1,0,1,1,0,0,0,0,1.206766856152051,1.456286245107105,1.206766856152051,0.0
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,68817,2,1,1,0,1,1,0,0,0,0,1.1186732178409509,1.2514297683146276,1.1186732178409509,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,39978,1,1,0,0,1,0,0,0,0,0,0.9913631526746308,0.9828009004809833,0.9913631526746308,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000026_frame82096,82096,1,1,0,21879,2,1,1,0,1,1,0,0,0,0,0.9506591669251067,0.9037528516587378,0.9506591669251067,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,348739,7,3,4,0,3,4,0,0,0,0,2.8415249960493565,2.8556095643037342,2.8415249960493565,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,263499,7,3,4,0,3,4,0,0,0,0,2.8053926432746805,2.7789893780173593,2.8053926432746805,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,215729,6,3,3,0,3,3,0,0,0,0,3.9980098666870836,5.378444176860928,3.9980098666870836,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,151330,6,3,3,0,3,3,0,0,0,0,4.000382935976855,5.377424400754164,4.000382935976855,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,82265,5,3,2,0,3,2,0,0,0,0,5.0055171078577585,9.047303861493553,5.0055171078577585,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,30797,5,3,2,0,3,2,0,0,0,0,4.69200446334336,7.93067934778387,4.69200446334336,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,267070,7,3,4,0,3,4,0,0,0,0,2.810233329639786,2.8272364188462644,2.810233329639786,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,203311,7,3,4,0,3,4,0,0,0,0,2.7913256859716844,2.7564237162168874,2.7913256859716844,0.0
ae128,128,per_channel_uint6,0.5,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,167812,6,3,3,0,3,3,0,0,0,0,4.022219910612683,5.44378445103119,4.022219910612683,0.0
ae128,128,per_channel_uint6,0.7,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,118901,7,3,4,0,3,4,0,0,0,0,3.9960716205779967,5.372809343017275,3.9960716205779967,0.0
ae128,128,per_channel_uint6,0.9,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,67556,5,3,2,0,3,2,0,0,0,0,5.125898100622944,9.555951785880202,5.125898100622944,0.0
ae128,128,per_channel_uint6,0.98,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,28592,5,3,2,0,3,2,0,0,0,0,4.672143784932757,7.941375945545225,4.672143784932757,0.0
ae128,128,per_channel_uint4,0.0,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,131432,7,3,4,0,3,4,0,0,0,0,1.7599245307409048,1.3204104777317143,1.7599245307409048,0.0
ae128,128,per_channel_uint4,0.3,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,101775,7,3,4,0,3,4,0,0,0,0,2.5855686535266917,2.5670295949582878,2.5855686535266917,0.0
ae128,128,per_channel_uint4,0.5,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,85761,6,3,3,0,3,3,0,0,0,0,3.68429381922843,4.719126037973481,3.68429381922843,0.0
ae128,128,per_channel_uint4,0.7,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,64569,5,2,3,1,2,3,1,0,0,0,2.2051239242685616,2.5194521309081477,2.2051239242685616,0.0
ae128,128,per_channel_uint4,0.9,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,40026,5,3,2,0,3,2,0,0,0,0,5.117720704097303,9.507844708610417,5.117720704097303,0.0
ae128,128,per_channel_uint4,0.98,moving_ego_pps200000_low_8loops_stride2_000045_frame82134,82134,3,3,0,18846,5,3,2,0,3,2,0,0,0,0,4.767534604386997,9.047954943833734,4.767534604386997,0.0
ae128,128,per_channel_uint8,0.0,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,348105,5,3,2,0,3,2,0,0,0,0,3.5159400276812534,4.5179594207036144,3.5159400276812534,0.0
ae128,128,per_channel_uint8,0.3,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,262811,5,3,2,0,3,2,0,0,0,0,3.4889473909457553,4.449427568309959,3.4889473909457553,0.0
ae128,128,per_channel_uint8,0.5,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,214886,5,3,2,0,3,2,0,0,0,0,3.9499813588287607,5.394728734473025,3.9499813588287607,0.0
ae128,128,per_channel_uint8,0.7,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,151766,5,3,2,0,3,2,0,0,0,0,3.9503404116812515,5.399133166250121,3.9503404116812515,0.0
ae128,128,per_channel_uint8,0.9,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,82494,3,2,1,1,2,1,1,0,0,0,3.7769965414385047,7.5531480141657,3.7769965414385047,0.0
ae128,128,per_channel_uint8,0.98,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,32013,4,2,2,1,2,2,1,0,0,0,2.556991618819775,3.3029971549822683,2.556991618819775,0.0
ae128,128,per_channel_uint6,0.0,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,266586,5,3,2,0,3,2,0,0,0,0,3.579639995689749,4.651806546917067,3.579639995689749,0.0
ae128,128,per_channel_uint6,0.3,moving_ego_pps200000_low_8loops_stride2_000049_frame82142,82142,3,3,0,202918,4,2,2,1,2,2,1,0,0,0,2.0898340189977067,2.475860631866115,2.0898340189977067,0.0
